word_form	frequency	length
guaranteed	35	10
sustainability	35	14
operators	34	9
introduction	34	12
regarding	34	9
consulted	34	9
carry	34	5
large	34	5
effectiveness	34	13
serious	34	7
partners	34	8
aspects	34	7
reduced	34	7
longer	34	6
providers	34	9
fish	34	4
produce	34	7
assess	34	6
because	34	7
materials	34	9
guarantee	34	9
commitments	34	11
integrated	34	10
reflect	33	7
approved	33	8
july	33	4
initiative	33	10
periods	33	7
daily	33	5
might	33	5
line	33	4
supervisory	33	11
competitive	33	11
water	33	5
rate	33	4
month	33	5
notably	33	7
procurement	33	11
transeuropean	33	13
combat	33	6
best	32	4
practice	32	8
substantially	32	13
cover	32	5
additional	32	10
abstentions	32	11
powers	32	6
drivers	32	7
undertaking	32	11
wording	32	7
itself	32	6
compromise	32	10
allow	32	5
continue	32	8
every	32	5
remain	32	6
markets	32	7
directly	32	8
supply	32	6
upon	32	4
source	32	6
representatives	32	15
focus	32	5
fields	32	6
recognition	32	11
deployment	32	10
judicial	32	8
fair	32	4
culture	32	7
innovative	32	10
prevention	32	10
marine	32	6
structure	31	9
course	31	6
committees	31	10
simplified	31	10
require	31	7
practices	31	9
extent	31	6
prior	31	5
again	31	5
similar	31	7
substances	31	10
identified	31	10
functions	31	9
amounts	31	7
notification	31	12
receive	31	7
care	31	4
sound	31	5
extend	31	6
hearing	31	7
coming	31	6
globalisation	31	13
except	30	6
either	30	6
electronic	30	10
believes	30	8
vehicle	30	7
outside	30	7
proper	30	6
connection	30	10
consulting	30	10
protect	30	7
takes	30	5
next	30	4
income	30	6
longterm	30	8
nondiscrimination	29	17
incentives	29	10
providing	29	9
mentioned	29	9
placed	29	6
grounds	29	7
long	29	4
balanced	29	8
among	29	5
advertising	29	11
delay	29	5
address	29	7
model	29	5
aimed	29	5
analysis	29	8
building	29	8
protocol	29	8
guarantees	29	10
appointment	29	11
directors	29	9
problem	29	7
assets	29	6
indicators	29	10
transparent	28	11
acquired	28	8
category	28	8
conclusions	28	11
elements	28	8
he	28	2
aims	28	4
his	28	3
then	28	4
communications	28	14
whose	28	5
difficult	28	9
useful	28	6
seek	28	4
agrifood	28	8
debate	28	6
mechanism	28	9
ways	28	4
commitment	28	10
ethnic	28	6
solidarity	28	10
ports	28	5
acquisition	28	11
fires	28	5
target	28	6
assent	27	6
avoid	27	5
exchange	27	8
statistics	27	10
nuts	27	4
replace	27	7
developed	27	9
circumstances	27	13
bring	27	5
compared	27	8
unless	27	6
weight	27	6
electricity	27	11
sodium	27	6
small	27	5
expressed	27	9
journal	27	7
industrial	27	10
supported	27	9
financed	27	8
constitutional	27	14
budgets	27	7
perspective	27	11
lead	27	4
actors	27	6
tax	27	3
price	27	5
disasters	27	9
depends	26	7
specified	26	9
agreed	26	6
vital	26	5
jan	26	3
far	26	3
limits	26	6
proposes	26	8
refer	26	5
children	26	8
processing	26	10
become	26	6
award	26	5
goals	26	5
responsibilities	26	16
allocated	26	9
draftsman	26	9
devoted	26	7
la	26	2
consequences	26	12
users	25	5
transactions	25	12
units	25	5
see	25	3
call	25	4
sufficient	25	10
carriage	25	8
conformity	25	10
chain	25	5
still	25	5
types	25	5
october	25	7
vitamins	25	8
minerals	25	8
permitted	25	9
consumption	25	11
chapter	25	7
property	25	8
monetary	25	8
possibility	25	11
fight	25	5
grants	25	6
throughout	25	10
billion	25	7
satellite	25	9
construction	25	12
study	25	5
university	25	10
lower	25	5
april	25	5
minister	25	8
independence	25	12
stakeholders	25	12
combating	25	9
reforms	25	7
planning	25	8
governance	25	10
protecting	25	10
cap	25	3
symbols	24	7
improvement	24	11
transfer	24	8
times	24	5
institutional	24	13
checked	24	7
driving	24	7
makes	24	5
sense	24	5
person	24	6
developments	24	12
describe	24	8
had	24	3
applications	24	12
called	24	6
technological	24	13
schemes	24	7
negative	24	8
experts	24	7
child	24	5
decisionmaking	24	14
stage	24	5
helping	24	7
enhance	24	7
processes	24	9
conciliation	24	12
lifelong	24	8
göteborg	24	8
adopting	23	8
manner	23	6
van	23	3
a6	23	2
standard	23	8
coherent	23	8
operations	23	10
effort	23	6
publish	23	7
hours	23	5
2a	23	2
contain	23	7
decided	23	7
range	23	5
designed	23	8
characteristics	23	15
claimed	23	7
reached	23	7
government	23	10
eligibility	23	11
freedom	23	7
decide	23	6
challenges	23	10
renewal	23	7
draftswoman	23	11
concern	23	7
chairman	23	8
living	23	6
targets	23	7
learning	23	8
determined	22	10
managing	22	8
created	22	7
enforcement	22	11
achieving	22	9
informed	22	8
roadside	22	8
infringements	22	13
giving	22	6
stated	22	6
recognised	22	10
carrying	22	8
restrictions	22	12
subsequent	22	10
conclusion	22	10
associated	22	10
needed	22	6
prefix	22	6
currently	22	9
selection	22	9
strengthening	22	13
primary	22	7
paid	22	4
edit	22	4
believe	22	7
early	22	5
employees	22	9
leader	22	6
heritage	22	8
i2010	22	5
spectrum	22	8
tariffs	21	7
equivalent	21	10
later	21	5
lack	21	4
josé	21	4
designated	21	10
namely	21	6
coordinated	21	11
irrespective	21	12
percentage	21	10
penalties	21	9
degree	21	6
listed	21	6
initial	21	7
material	21	8
requires	21	8
physical	21	8
acids	21	5
substantiation	21	14
smes	21	4
specifically	21	12
presented	21	9
relates	21	7
languages	21	9
supporting	21	10
maintain	21	8
held	21	4
received	21	8
oil	21	3
reporting	21	9
ownership	21	9
thereby	21	7
involvement	21	11
served	21	6
works	21	5
decentralised	21	13
provider	21	8
shetland	21	8
recalls	21	7
exceed	20	6
agreements	20	10
eg	20	2
iii	20	3
thereof	20	7
discharge	20	9
obligations	20	11
introduce	20	9
often	20	5
weekly	20	6
much	20	4
flexibility	20	11
indicated	20	9
el	20	2
accordingly	20	11
bear	20	4
maintenance	20	11
radio	20	5
live	20	4
licence	20	7
healthy	20	7
advice	20	6
profiles	20	8
disease	20	7
contained	20	9
free	20	4
mutual	20	6
mechanisms	20	10
incorporate	20	11
qualifications	20	14
sections	20	8
invest	20	6
programming	20	11
agenda	20	6
maria	20	5
charter	20	7
considerable	20	12
design	20	6
delegation	20	10
finances	20	8
approaches	20	10
job	20	3
partnership	20	11
reserves	20	8
raw	20	3
plaice	20	6
remote	20	6
guideline	20	9
cash	20	4
code	19	4
implement	19	9
nomination	19	10
asks	19	4
supports	19	8
adapt	19	5
recording	19	9
infringement	19	12
reducing	19	8
dialogue	19	8
influence	19	9
recommendations	19	15
saturated	19	9
carbohydrates	19	13
complex	19	7
suggests	19	8
absence	19	7
manufacturer	19	12
dossier	19	7
seeks	19	5
safeguard	19	9
approval	19	8
addressed	19	9
supplies	19	8
relations	19	9
phases	19	6
galileo	19	7
tent	19	4
racial	19	6
orientation	19	11
raising	19	7
conduct	19	7
accessible	19	10
urban	19	5
etc	19	3
fiscal	19	6
utilisation	19	11
recommends	19	10
soil	19	4
transmission	18	12
classification	18	14
suitable	18	8
enlargement	18	11
acting	18	6
centre	18	6
subsidiarity	18	12
secure	18	6
liability	18	9
original	18	8
measure	18	7
comprehensive	18	13
short	18	5
four	18	4
places	18	6
duration	18	8
follows	18	7
regulated	18	9
supplement	18	10
paragraphs	18	10
offered	18	7
loss	18	4
affect	18	6
allowed	18	7
substantiated	18	13
accompanied	18	11
favourable	18	10
findings	18	8
sugar	18	5
organic	18	7
alone	18	5
consult	18	7
difficulties	18	12
strengthen	18	10
elimination	18	11
oecd	18	4
operation	18	9
obstacles	18	9
features	18	8
ce	18	2
subsidy	18	7
administration	18	14
d.	18	2
mobilise	18	8
maritime	18	8
strong	18	6
manuel	18	6
emphasises	18	10
sexual	18	6
step	18	4
socioeconomic	18	13
underlying	18	10
audits	18	6
minority	18	8
am	18	2
face	18	4
deal	18	4
meetings	18	8
valuation	18	9
demands	18	7
decline	18	7
species	18	7
fuels	18	5
generation	18	10
axes	18	4
radiation	18	9
contract	17	8
offer	17	5
latter	17	6
drawing	17	7
region	17	6
emphasis	17	8
ie	17	2
real	17	4
marie	17	5
harmonisation	17	13
interoperability	17	16
registered	17	10
past	17	4
weeks	17	5
wide	17	4
transitional	17	12
enabling	17	8
issued	17	6
compensation	17	12
replaced	17	8
themselves	17	10
advantage	17	9
describing	17	10
reliable	17	8
directives	17	10
exist	17	5
importer	17	8
arrangements	17	12
concerns	17	8
prepare	17	7
proprietary	17	11
assessments	17	11
net	17	3
g.	17	2
laying	17	6
beneficiary	17	11
respective	17	10
involving	17	9
execution	17	9
radionavigation	17	15
method	17	6
facilitating	17	12
accreditation	17	13
a.	17	2
b.	17	2
sea	17	3
obligation	17	10
firms	17	5
pillar	17	6
religion	17	8
disability	17	10
men	17	3
javier	17	6
contributed	17	11
greenhouse	17	10
subscribed	17	10
transaction	17	11
gas	16	3
incurred	16	8
association	16	11
republic	16	8
base	16	4
characterised	16	13
appear	16	6
mobile	16	6
effectively	16	11
six	16	3
record	16	6
participate	16	11
allocation	16	10
too	16	3
revision	16	8
maintaining	16	11
bearing	16	7
regular	16	7
below	16	5
minutes	16	7
withdraw	16	8
recommended	16	11
promoted	16	8
determining	16	11
salt	16	4
asset	16	5
uses	16	4
marketing	16	9
beneficial	16	10
accompanying	16	12
differences	16	11
separate	16	8
derived	16	7
hereafter	16	9
tool	16	4
consequently	16	12
always	16	6
across	16	6
eur	16	3
inter	16	5
alia	16	4
proceedings	16	11
declaration	16	11
raise	16	5
stimulating	16	11
focused	16	7
indeed	16	6
attractive	16	10
giuseppe	16	8
nor	16	3
appointing	16	10
allowing	16	8
highlight	16	9
linked	16	6
staff	16	5
affecting	16	9
respond	16	7
auditing	16	8
spanish	16	7
receiving	16	9
dynamic	16	7
landscapes	16	10
waste	16	5
addressee	16	9
nondiscriminatory	15	17
operator	15	8
reason	15	6
smaller	15	7
uniform	15	7
comparable	15	10
like	15	4
texts	15	5
aetr	15	4
hand	15	4
follow	15	6
white	15	5
binding	15	7
broadcasting	15	12
derogation	15	10
deliver	15	7
condition	15	9
profile	15	7
depending	15	9
february	15	8
ability	15	7
da	15	2
interested	15	10
identify	15	8
details	15	7
intellectual	15	12
launch	15	6
cofinancing	15	11
exercise	15	8
behalf	15	6
task	15	4
applies	15	7
moreover	15	8
appropriations	15	14
money	15	5
home	15	4
pay	15	3
creditors	15	9
accept	15	6
draws	15	5
c.	15	2
traffic	15	7
successful	15	10
cost	15	4
rates	15	5
requested	15	9
personnel	15	9
intermediary	15	12
advisory	15	8
achievement	15	11
housing	15	7
pressure	15	8
encouraged	15	10
pomés	15	5
ruiz	15	4
160b	15	4
adar	15	4
improved	15	8
situations	15	10
internet	15	8
industries	15	10
preserving	15	10
timber	15	6
unemployment	15	12
habitats	15	8
preservation	15	12
expert	15	6
encourages	15	10
entrepreneurship	15	16
disaster	15	8
efficiently	14	11
harmonised	14	10
background	14	10
introduced	14	10
lays	14	4
presence	14	8
nos	14	3
correct	14	7
sufficiently	14	12
transnational	14	13
falling	14	7
keep	14	4
closely	14	7
exceeding	14	9
3a	14	2
back	14	4
counter	14	7
finally	14	7
just	14	4
recently	14	8
requirement	14	11
delivery	14	8
steps	14	5
notify	14	6
exposure	14	8
drawn	14	5
sugars	14	6
enterprises	14	11
marketed	14	8
properties	14	10
conservation	14	12
mass	14	4
label	14	5
properly	14	8
writing	14	7
substantial	14	11
guidance	14	8
barriers	14	8
described	14	9
represent	14	9
ferreira	14	8
modalities	14	10
respected	14	9
nongovernmental	14	15
grouping	14	8
interregional	14	13
institute	14	9
statutes	14	8
intervention	14	12
domain	14	6
description	14	11
defendant	14	9
extension	14	9
flexible	14	8
green	14	5
e.	14	2
build	14	5
central	14	7
subsidies	14	9
reasonable	14	10
realisation	14	11
depend	14	6
concrete	14	8
gargani	14	7
duty	14	4
subparagraphs	14	13
sex	14	3
corporate	14	9
friendly	14	8
confidence	14	10
daniel	14	6
islands	14	7
las	14	3
authorisations	14	14
dependent	14	9
preserve	14	8
multifunctional	14	15
producers	14	9
stocks	14	6
farm	14	4
fuel	14	4
shareholder	14	11
ubiquitous	14	10
statistical	13	11
dealing	13	7
structures	13	10
acts	13	4
desirable	13	9
disputed	13	8
juri	13	4
1a	13	2
inspection	13	10
negotiations	13	12
changed	13	7
antonio	13	7
interpretation	13	14
evidence	13	8
animal	13	6
controls	13	8
completed	13	9
facilities	13	10
protein	13	7
organisational	13	14
message	13	7
growing	13	7
roles	13	5
approximation	13	13
relationship	13	12
shown	13	5
expected	13	8
package	13	7
adverse	13	7
supplementary	13	13
soon	13	4
protected	13	9
justified	13	9
hereinafter	13	11
monitor	13	7
10a	13	3
preventing	13	10
vulnerable	13	10
requests	13	8
unsaturated	13	11
met	13	3
rail	13	4
united	13	6
geographical	13	12
ngos	13	4
deemed	13	6
covering	13	8
inside	13	6
candidate	13	9
attached	13	8
although	13	8
com	13	3
tend	13	4
compatible	13	10
air	13	3
payments	13	8
selected	13	8
del	13	3
events	13	6
f.	13	2
resolutions	13	11
neither	13	7
us	13	2
inequalities	13	12
dimension	13	9
fraud	13	5
illegal	13	7
governments	13	11
our	13	3
image	13	5
produced	13	8
speciality	13	10
en	13	2
wider	13	5
italian	13	7
highly	13	6
tools	13	5
suggestions	13	11
discards	13	8
fossil	13	6
families	13	8
outlets	13	7
biofuel	13	7
cultivation	13	11
user	12	4
offers	12	6
contractual	12	11
contracting	12	11
establishes	12	11
despite	12	7
practical	12	9
size	12	4
followed	12	8
endowment	12	9
budg	12	4
jean	12	4
garcía	12	6
coordinating	12	12
proportionality	12	15
engaged	12	7
premises	12	8
letter	12	6
function	12	8
committed	12	9
exception	12	9
modifications	12	13
convinced	12	9
increases	12	9
weaknesses	12	10
mean	12	4
maintained	12	10
den	12	3
week	12	4
restricted	12	10
repealing	12	9
mandatory	12	9
brought	12	7
consistent	12	10
fulfil	12	6
constitute	12	10
manual	12	6
diseases	12	8
campaigns	12	9
alcohol	12	7
exemptions	12	10
psychological	12	13
prohibits	12	9
multiple	12	8
representation	12	14
reasonably	12	10
notified	12	8
consistency	12	11
sets	12	4
continued	12	9
examine	12	7
fatfree	12	7
determine	12	9
standing	12	8
assisted	12	8
100ml	12	5
omega	12	5
households	12	10
define	12	6
cofinanced	12	10
7a	12	2
governing	12	9
operate	12	7
includes	12	8
mr	12	2
operational	12	11
reach	12	5
preliminary	12	11
revenue	12	7
remains	12	7
informing	12	9
connections	12	11
close	12	5
arising	12	7
rise	12	4
french	12	6
i.	12	2
agents	12	6
alternative	12	11
shows	12	5
benefiting	12	10
choice	12	6
olaf	12	4
incentive	12	9
know	12	4
broader	12	7
she	12	3
seminar	12	7
legality	12	8
regularity	12	10
coherence	12	9
personal	12	8
find	12	4
adviser	12	7
translated	12	10
democratic	12	10
emissions	12	9
worldwide	12	9
relocate	12	8
productivity	12	12
losses	12	6
energies	12	8
around	12	6
complement	12	10
critical	12	8
heat	12	4
ranging	12	7
broadband	12	9
generations	12	11
synergies	12	9
complementarity	12	15
extrajudicial	12	13
expression	12	10
pension	12	7
acquisitions	12	12
exists	11	6
favour	11	6
character	11	9
rather	11	6
zita	11	4
inland	11	6
solutions	11	9
journey	11	7
worked	11	6
planned	11	7
permit	11	6
rejected	11	8
starting	11	8
proportion	11	10
supervision	11	11
eight	11	5
speed	11	5
farms	11	5
kind	11	4
concluded	11	9
cause	11	5
suspend	11	7
containing	11	10
science	11	7
foodstuffs	11	10
exploitation	11	12
indicating	11	10
easily	11	6
comparison	11	10
understood	11	10
lists	11	5
particulars	11	11
preparing	11	9
complies	11	8
highest	11	7
fulfilled	11	9
words	11	5
found	11	5
understanding	11	13
meets	11	5
duly	11	4
functioning	11	11
great	11	5
herbert	11	7
family	11	6
entire	11	6
personality	11	11
competencies	11	12
organs	11	6
though	11	6
participating	11	13
composed	11	8
envisage	11	8
shared	11	6
others	11	6
known	11	5
foreseen	11	8
perspectives	11	12
components	11	10
complete	11	8
indicative	11	10
serve	11	5
claimant	11	8
appears	11	7
followup	11	8
spreading	11	9
undertake	11	9
mainly	11	6
herczog	11	7
agree	11	5
seems	11	5
simplification	11	14
adjustment	11	10
did	11	3
belief	11	6
power	11	5
councils	11	8
minorities	11	10
membership	11	10
players	11	7
widely	11	6
bauer	11	5
karin	11	5
geogheganquinn	11	14
curriculum	11	10
vitae	11	5
questionnaire	11	13
cocobu	11	6
clarity	11	7
seen	11	4
extremely	11	9
exercising	11	10
please	11	6
scheme	11	6
unfavourable	11	12
iles	11	4
braghetto	11	9
silva	11	5
modernisation	11	13
involve	11	7
relocations	11	11
economically	11	12
pollution	11	9
environmentally	11	15
knowledgebased	11	14
solomon	11	7
immediate	11	9
