word_form	frequency	length
ve	61	2
estamos	61	7
ven	61	3
lugar	61	5
amor	61	4
sólo	61	4
tipo	61	4
tres	60	4
ir	60	2
mierda	60	6
tus	59	3
mary	59	4
tal	58	3
has	58	3
ustedes	56	7
hacia	56	5
estar	56	5
estas	56	5
nuestro	55	7
nueva	55	5
mira	55	4
hijo	55	4
omc	55	3
sea	54	3
desde	54	5
buena	54	5
quien	54	5
dejiko	54	6
mas	54	3
lupin	54	5
seguro	53	6
nadie	53	5
mismo	53	5
otro	52	4
madre	52	5
mal	52	3
muerte	52	6
vas	51	3
menos	51	5
parece	51	6
mamá	51	4
sargento	50	8
ray	50	3
mañana	49	6
será	48	4
policía	48	7
cada	47	4
todas	46	5
luego	46	5
pasa	45	4
fuera	44	5
entre	44	5
gusta	44	5
hoy	44	3
estado	44	6
gema	44	4
izquierda	43	9
veo	43	3
hecho	43	5
tienen	43	6
había	43	5
camino	43	6
elvira	43	6
buen	42	4
espera	42	6
nombre	42	6
toda	42	4
han	42	3
contigo	42	7
señorita	42	8
quiere	42	6
pasado	42	6
hija	42	4
acuerdo	41	7
dijo	41	4
van	41	3
haber	41	5
amigos	40	6
adiós	40	5
deja	40	4
guerra	39	6
conmigo	39	7
veces	39	5
mujer	39	5
hablar	39	6
sido	39	4
realmente	39	9
ciudad	39	6
momento	38	7
fin	38	3
dije	38	4
hemos	38	5
josephine	38	9
hora	37	4
tanto	37	5
necesito	37	8
cabeza	37	6
ah	37	2
cuenta	37	6
agua	37	4
mío	36	3
mientras	36	8
podemos	36	7
diosa	36	5
eh	36	2
aqui	36	4
ey	36	2
idiota	36	6
tener	35	5
hombres	35	7
pueblo	35	6
bella	35	5
perro	34	5
historia	34	8
importa	34	7
esos	34	4
días	34	4
haciendo	34	8
poder	34	5
chica	34	5
contra	33	6
saber	33	5
primer	33	6
dice	33	4
hizo	33	4
nuestra	33	7
bajo	33	4
sabe	33	4
cuidado	32	7
pronto	32	6
juntos	32	6
crees	32	5
cutter	32	6
comida	31	6
realidad	31	8
rápido	31	6
digo	31	4
allí	31	4
sigue	31	5
cara	31	4
nyo	31	3
cosa	30	4
muchas	30	6
nuestros	30	8
suerte	30	6
haces	30	5
lado	30	4
unos	30	4
niño	30	4
clarisse	30	8
asi	30	3
kevin	30	5
din	30	3
sahib	30	5
demasiado	29	9
visto	29	5
serio	29	5
entiendo	29	8
esas	29	4
manos	29	5
tras	29	4
querida	29	7
joven	29	5
virgilio	29	8
listo	28	5
cama	28	4
pueden	28	6
espero	28	6
ves	28	3
alguna	28	6
estos	28	5
libro	28	5
cariño	28	6
nyu	28	3
tarde	28	5
futuro	28	6
suficiente	28	10
mayor	28	5
otros	28	5
comercio	28	8
soldado	27	7
debe	27	4
dormir	27	6
iba	27	3
vaya	27	4
loco	27	4
papá	27	4
llegar	27	6
ayuda	27	5
primera	27	7
final	27	5
sueño	27	5
volver	27	6
tierra	27	6
debería	27	7
mundial	27	7
problema	27	8
director	27	8
vete	26	4
hermano	26	7
buenas	26	6
primero	26	7
ojos	26	4
casi	26	4
cuerpo	26	6
todavía	26	7
claro	26	5
aunque	26	6
conferencia	26	11
crucifijo	26	9
príncipe	26	8
bob	26	3
personas	26	8
atrás	25	5
podría	25	6
vino	25	4
medio	25	5
clase	25	5
señora	25	6
doctor	25	6
genial	25	6
puchiko	25	7
supongo	25	7
demonios	25	8
venga	25	5
hubiera	25	7
reina	25	5
maldito	25	7
ladrón	25	6
infierno	25	8
abuela	25	6
país	24	4
problemas	24	9
idea	24	4
abajo	24	5
debo	24	4
parís	24	5
justo	24	5
durante	24	7
cierto	24	6
cielo	24	5
fui	24	3
llega	24	5
manera	24	6
bebé	24	4
ok	24	2
cuarto	24	6
película	24	8
kyung	24	5
jae	24	3
rey	24	3
tesoro	24	6
conroy	23	6
escucha	23	7
traje	23	5
noticias	23	8
palabra	23	7
cerca	23	5
pensé	23	5
déjame	23	6
vista	23	5
esposa	23	6
corazón	23	7
último	23	6
viene	23	5
persona	23	7
año	23	3
grande	23	6
minutos	23	7
ante	23	4
sr	23	2
adelante	22	8
ejército	22	8
orden	22	5
tenía	22	5
debes	22	5
arriba	22	6
familia	22	7
grandes	22	7
algún	22	5
necesita	22	8
diablos	22	7
pasar	22	5
río	22	3
vi	22	2
nuestras	22	8
algunos	22	7
dicho	22	5
monstruo	22	8
organización	22	12
ballantine	22	10
paso	21	4
meses	21	5
niños	21	5
alto	21	4
coronel	21	7
noches	21	6
comer	21	5
oye	21	3
última	21	6
forma	21	5
guardia	21	7
salir	21	5
horas	21	5
di	21	2
iré	21	3
pregunta	21	8
dentro	21	6
accidente	21	9
tienda	21	6
hacerlo	21	7
dame	21	4
baile	21	5
oro	21	3
puente	21	6
necesitas	20	9
queda	20	5
dejar	20	5
somos	20	5
jugar	20	5
hermana	20	7
luz	20	3
puerta	20	6
sonrisa	20	7
escuela	20	7
pequeño	20	7
guau	20	4
adios	20	5
collar	20	6
odio	19	4
mano	19	4
semana	19	6
miedo	19	5
llama	19	5
fuego	19	5
hice	19	4
fueron	19	6
posible	19	7
aún	19	3
encontrar	19	9
misma	19	5
jamás	19	5
paz	19	3
quería	19	6
música	19	6
tenga	19	5
gustaría	19	8
papel	19	5
bonita	19	6
criatura	19	8
punto	19	5
estrella	19	8
jennifer	19	8
países	19	6
eran	18	4
robert	18	6
cualquier	18	9
oficial	18	7
da	18	2
dices	18	5
verte	18	5
línea	18	5
razón	18	5
felicidad	18	9
estabas	18	7
sola	18	4
triste	18	6
caso	18	4
incluso	18	7
gerente	18	7
bastante	18	8
oportunidad	18	11
secreto	18	7
acto	18	4
sitio	18	5
cuanto	18	6
maldita	18	7
duque	18	5
d'andresy	18	9
crucifijos	18	10
poetas	18	6
conde	18	5
comisario	18	9
york	18	4
australia	18	9
duro	17	4
feliz	17	5
demás	17	5
carta	17	5
cuánto	17	6
hambre	17	6
hiciste	17	7
lejos	17	5
extraño	17	7
pobre	17	5
sucede	17	6
sol	17	3
haré	17	4
amo	17	3
teoría	17	6
deberías	17	8
juego	17	5
usar	17	4
querido	17	7
significa	17	9
siente	17	6
tomar	17	5
recuerda	17	8
armando	17	7
edad	17	4
siguiente	17	9
siquiera	17	8
encima	17	6
tambien	17	7
-no	17	3
ud	17	2
darnay	17	6
muertos	17	7
czerneck	17	8
karadjordje	17	11
real	16	4
derecha	16	7
único	16	5
cartas	16	6
fuerte	16	6
círculo	16	7
sería	16	5
minuto	16	6
culpa	16	5
morir	16	5
haz	16	3
terminar	16	8
buenos	16	6
siendo	16	6
habitación	16	10
ello	16	4
suena	16	5
negocios	16	8
rayo	16	4
trae	16	4
visita	16	6
quieren	16	7
negocio	16	7
haya	16	4
jefe	16	4
ido	16	3
hey	16	3
os	16	2
subtítulos	16	10
dong	16	4
barco	16	5
asesino	16	7
beaumagnan	16	10
superchico	16	10
estaban	15	7
increíble	15	9
malo	15	4
muchachos	15	9
trabajar	15	8
exactamente	15	11
hogar	15	5
hacemos	15	7
través	15	6
mitad	15	5
poner	15	5
servicio	15	8
venir	15	5
precioso	15	8
conviértete	15	11
estuvo	15	6
boca	15	4
sistema	15	7
piedra	15	6
honor	15	5
vacaciones	15	10
cubierta	15	8
tío	15	3
cual	15	4
au	15	2
revoir	15	6
woo	15	3
viejo	15	5
muerta	15	6
padres	15	6
universidad	15	11
bruja	15	5
auto	15	4
phil	15	4
presentación	15	12
yes	15	3
murray	15	6
joey	15	4
francia	14	7
ayudar	14	6
cuatro	14	6
saben	14	5
batalla	14	7
basta	14	5
dan	14	3
perfecto	14	8
afuera	14	6
vivir	14	5
dar	14	3
propio	14	6
esperando	14	9
muchacho	14	8
diga	14	4
vuelve	14	6
llevar	14	6
hablando	14	8
finalmente	14	10
inquebrantable	14	14
anime	14	5
resto	14	5
ojo	14	3
láser	14	5
dijiste	14	7
libre	14	5
sexo	14	4
chico	14	5
partir	14	6
dado	14	4
club	14	4
so	14	2
quisiera	14	8
cree	14	4
sangre	14	6
matar	14	5
policías	14	8
hank	14	4
unruh	14	5
men	14	3
turcos	14	6
macchesney	14	10
margarita	14	9
basura	13	6
quieto	13	6
pie	13	3
dio	13	3
preocupes	13	9
llegado	13	7
peor	13	4
habla	13	5
seré	13	4
adentro	13	7
herida	13	6
vidas	13	5
pueda	13	5
frente	13	6
buscar	13	6
voz	13	3
entrar	13	6
llamada	13	7
pude	13	4
verme	13	5
trata	13	5
disculpe	13	8
principal	13	9
mucha	13	5
mirábamos	13	9
decíamos	13	8
​​favor	13	7
apresúrate	13	10
vago	13	4
implacable	13	10
pintado	13	7
sal	13	3
movimiento	13	10
akihabara	13	9
queremos	13	8
amante	13	6
nyon	13	4
falta	13	5
cambiado	13	8
haga	13	4
hospital	13	8
vivo	13	4
muerto	13	6
gusto	13	5
cine	13	4
robo	13	4
eddie	13	5
constanti	13	9
harás	13	5
acá	13	3
alejate	13	7
annie	13	5
recibe	13	6
hardy	13	5
thugs	13	5
escarabajo	13	10
seis	12	4
llamado	12	7
soldados	12	8
alemanes	12	8
especial	12	8
perder	12	6
olsen	12	5
supuesto	12	8
detrás	12	6
difícil	12	7
hagamos	12	7
caballeros	12	10
estará	12	6
verdadero	12	9
tuvo	12	4
debemos	12	7
bienvenida	12	10
tercer	12	6
igual	12	5
corre	12	5
mago	12	4
llevo	12	5
compañía	12	8
toma	12	4
consejo	12	7
sino	12	4
sabía	12	5
deben	12	5
anoche	12	6
puesto	12	6
teléfono	12	8
propia	12	6
conocido	12	8
lamento	12	7
cuál	12	4
fácil	12	5
alma	12	4
perdón	12	6
correcto	12	8
éxito	12	5
encuentra	12	9
pequeña	12	7
solución	12	8
escuché	12	7
chi	12	3
ho	12	2
mujeres	12	7
corte	12	5
preguntas	12	9
maldición	12	9
creen	12	5
par	12	3
hacen	12	5
creer	12	5
original	12	8
lleva	12	5
robó	12	4
perdóname	12	9
dime	12	4
leonard	12	7
dirección	12	9
grandioso	12	9
diez	12	4
ahi	12	3
pues	12	4
burk	12	4
desarrollo	12	10
vienen	11	6
allá	11	4
schroeder	11	9
pasando	11	7
tampoco	11	7
ataque	11	6
médico	11	6
busca	11	5
sueños	11	6
listos	11	6
hijos	11	5
acaba	11	5
hará	11	4
déjalo	11	6
ganar	11	5
rosa	11	4
terrible	11	8
haría	11	5
doy	11	3
algunas	11	7
guerrero	11	8
dejiko-chan	11	11
cansado	11	7
artículo	11	8
espacio	11	7
pensar	11	6
personal	11	8
ricos	11	5
pobres	11	6
raro	11	4
pagar	11	5
mantener	11	8
inocente	11	8
vuelta	11	6
novia	11	5
vayas	11	5
hagas	11	5
hermosa	11	7
seguros	11	7
intertítulos	11	12
frankenstein	11	12
daré	11	4
reconoce	11	8
fuerza	11	6
estan	11	5
mil	11	3
general	11	7
permite	11	7
gonk	11	4
manette	11	7
papi	11	4
tommy	11	5
almas	11	5
interior	11	8
libertad	11	8
empleados	11	9
serbios	11	7
gunga	11	5
kali	11	4
mac	11	3
backine	11	7
eduardo	11	7
tranquilo	10	9
jóvenes	10	7
armas	10	5
atención	10	8
pies	10	4
perrito	10	7
alegría	10	7
puedas	10	6
segura	10	6
cálmate	10	7
base	10	4
regimiento	10	10
misión	10	6
salvar	10	6
pone	10	4
hablas	10	6
capitán	10	7
reglas	10	6
vengan	10	6
diferencia	10	10
lindo	10	5
malos	10	5
tuyo	10	4
murió	10	5
valor	10	5
irme	10	4
regreso	10	7
viaje	10	5
pasó	10	4
vienes	10	6
piensa	10	6
deber	10	5
escrito	10	7
voces	10	5
temprano	10	8
estaría	10	7
hablamos	10	8
dolor	10	5
pecho	10	5
segunda	10	7
fotos	10	5
diablo	10	6
pudo	10	4
respecto	10	8
diciendo	10	8
malas	10	5
asunto	10	6
empezar	10	7
segundo	10	7
jugadores	10	9
ten	10	3
vemos	10	5
niña	10	4
salud	10	5
placer	10	6
cantidad	10	8
pollo	10	5
supone	10	6
tomas	10	5
lister	10	6
gustan	10	6
pena	10	4
nivel	10	5
ninguna	10	7
mio	10	3
piensas	10	7
funciona	10	8
pide	10	4
piso	10	4
pene	10	4
mente	10	5
tenido	10	6
olvídalo	10	8
tratando	10	8
cocina	10	6
café	10	4
rostro	10	6
mirar	10	5
amaba	10	5
vayan	10	5
ama	10	3
oficina	10	7
henriette	10	9
derecho	10	7
dreux-soubise	10	13
puertas	10	7
divina	10	6
excelencia	10	10
bonnetot	10	8
jean	10	4
show	10	4
vegas	10	5
tia	10	3
fallwell	10	8
dejo	10	4
enseguida	10	9
londres	10	7
mami	10	4
éste	10	4
torre	10	5
andy	10	4
barry	10	5
esclavo	10	7
india	10	5
destacamento	10	12
higginbotham	10	12
sentí	9	5
enemigo	9	7
quizá	9	5
suelo	9	5
oír	9	3
división	9	8
yanqui	9	6
desea	9	5
gas	9	3
hablo	9	5
orgulloso	9	9
llegó	9	5
tendrás	9	7
cielos	9	6
trajo	9	5
muchos	9	6
mire	9	4
entiendes	9	9
tonto	9	5
calma	9	5
marcha	9	6
horrible	9	8
miren	9	5
héroe	9	5
hago	9	4
bosque	9	6
sientes	9	7
cena	9	4
prisa	9	5
sentido	9	7
perdido	9	7
meta	9	4
mejores	9	7
recuerdo	9	8
principio	9	9
unas	9	4
acabo	9	5
tuve	9	4
trato	9	5
dulce	9	5
darme	9	5
pregunto	9	8
moe	9	3
venido	9	6
decirlo	9	7
error	9	5
ningún	9	6
importante	9	10
podrías	9	7
entra	9	5
mía	9	3
serás	9	5
vuelto	9	6
irse	9	4
encantado	9	9
tradición	9	9
aquellos	9	8
beber	9	5
canción	9	7
vayamos	9	7
segundos	9	8
estaré	9	6
largo	9	5
nazo	9	4
totalmente	9	10
tanque	9	6
aun	9	3
repente	9	7
probablemente	9	13
completamente	9	13
iremos	9	6
rimmer	9	6
humano	9	6
confío	9	6
modo	9	4
fun	9	3
estábamos	9	9
perra	9	5
deseo	9	5
dejen	9	5
trasero	9	7
come	9	4
causa	9	5
trabajando	9	10
mesa	9	4
defensa	9	7
llamas	9	6
fe	9	2
llevan	9	6
mapa	9	4
señal	9	5
plan	9	4
roger	9	5
esperanza	9	9
morgana	9	7
cae	9	3
sra	9	3
locos	9	5
aqui­	9	5
lengua	9	6
flarion	9	7
marqués	9	7
carton	9	6
alrededor	9	9
ed	9	2
iac	9	3
poeta	9	5
comerciales	9	11
pobreza	9	7
zapatos	9	7
sprat	9	5
serbia	9	6
bal	9	3
milord	9	6
lorenzo	9	7
babitch	9	7
jack	9	4
figgs	9	5
puso	8	4
semanas	8	7
dé	8	2
diferente	8	9
sentado	8	7
órdenes	8	7
alemán	8	6
estadounidense	8	14
quédate	8	7
bordo	8	5
juro	8	4
periódicos	8	10
iban	8	4
desayuno	8	8
herido	8	6
adorable	8	8
deberíamos	8	10
tiro	8	4
cinco	8	5
descanso	8	8
trampa	8	6
necesitamos	8	11
hicieron	8	8
encontré	8	8
habrá	8	5
ventana	8	7
tendré	8	6
piel	8	4
baño	8	4
esperaba	8	8
loca	8	4
juntas	8	6
salga	8	5
vio	8	3
rose	8	4
convertido	8	10
estudiante	8	10
maravilloso	8	11
llamar	8	6
esperar	8	7
sale	8	4
charat	8	6
demonio	8	7
dejiko~nyo	8	10
convierte	8	9
dejaré	8	6
ocular	8	6
espíritu	8	8
volveré	8	7
formas	8	6
viva	8	4
mala	8	4
educación	8	9
bolsa	8	5
debido	8	6
escapar	8	7
pantalla	8	8
compañero	8	9
centro	8	6
eras	8	4
existe	8	6
mes	8	3
tio	8	3
cerrado	8	7
dejame	8	6
ayudarte	8	8
arma	8	4
matado	8	6
dejes	8	5
kim	8	3
tijeras	8	7
kurt	8	4
esté	8	4
nervioso	8	8
oído	8	4
tipos	8	5
baja	8	4
cómics	8	6
seguir	8	6
acaso	8	5
dicen	8	5
contar	8	6
solos	8	5
tendrá	8	6
hermoso	8	7
pm	8	2
lección	8	7
periodista	8	10
vive	8	4
tenían	8	6
siglos	8	6
peligro	8	7
ropa	8	4
corto	8	5
conseguir	8	9
dile	8	4
obra	8	4
alza	8	4
deténgase	8	9
dígale	8	6
hechos	8	6
apúrate	8	7
ninguno	8	7
raoul	8	5
abbey	8	5
condesa	8	7
cardenal	8	8
vuelva	8	6
aparece	8	7
cómplice	8	8
louvre	8	6
pintura	8	7
ejemplo	8	7
naturaleza	8	10
kasselbach	8	10
sernin	8	6
amanecer	8	8
pruebas	8	7
hotel	8	5
sacar	8	5
talbot	8	6
tenia	8	5
murio	8	5
vincent	8	7
digamos	8	7
lucie	8	5
bernice	8	7
árboles	8	7
heliogábalo	8	11
aúun	8	4
mitchell	8	8
té	8	2
corneta	8	7
ponche	8	6
wladimiro	8	9
miguel	8	6
gloster	8	7
jersey	8	6
figgsy	8	6
garrison	8	8
liz	8	3
abran	7	5
estarás	7	7
salvó	7	5
estados	7	7
unidos	7	6
apenas	7	6
amistad	7	7
pelotón	7	7
señores	7	7
picnic	7	6
encontró	7	8
mascota	7	7
entendido	7	9
empieza	7	7
militar	7	7
tengan	7	6
ojalá	7	5
nuevos	7	6
tengamos	7	8
acción	7	6
deberían	7	8
caballo	7	7
oficiales	7	9
calle	7	5
tendremos	7	9
caballos	7	8
caer	7	4
metros	7	6
encantaría	7	10
cuándo	7	6
valiente	7	8
agradecerle	7	11
grave	7	5
tengas	7	6
descansar	7	9
acabó	7	5
terminó	7	7
terminado	7	9
traer	7	5
martes	7	6
sigo	7	4
hablarme	7	8
usando	7	6
además	7	6
sentir	7	6
olvida	7	6
pedazos	7	7
rabi~en	7	7
usada	7	5
acciones	7	8
misterio	7	8
melonpan	7	8
comprar	7	7
castillo	7	8
puntos	7	6
pesar	7	5
gi	7	2
digas	7	5
intenta	7	7
quizás	7	6
palabras	7	8
pui-nyu	7	7
abrázame	7	8
asustado	7	8
cierra	7	6
dama	7	4
alegre	7	6
castigo	7	7
divertido	7	9
definitivamente	7	15
sabemos	7	7
escuchar	7	8
molesta	7	7
pensando	7	8
verlo	7	5
medicina	7	8
sean	7	4
tomates	7	7
aire	7	4
quiera	7	6
vosotros	7	8
humana	7	6
volviendo	7	9
llamo	7	5
podía	7	5
suyo	7	4
archivos	7	8
restauración	7	12
termine	7	7
hagámoslo	7	9
haremos	7	7
estemos	7	7
uso	7	3
acerca	7	6
imposible	7	9
ambiente	7	8
luces	7	5
comienza	7	8
verdadera	7	9
lee	7	3
creí	7	4
espalda	7	7
rico	7	4
hee	7	3
vieja	7	5
beso	7	4
decisión	7	8
juventud	7	8
próxima	7	7
cállate	7	7
labios	7	6
sigan	7	5
video	7	5
cuántos	7	7
áfrica	7	6
decirte	7	7
salgan	7	6
puta	7	4
nelly	7	5
anhelo	7	6
muestra	7	7
pierna	7	6
estupidez	7	9
suzanne	7	7
llevó	7	5
nuevamente	7	10
breve	7	5
traigan	7	7
encanta	7	7
culpable	7	8
déjeme	7	6
iglesia	7	7
sarah	7	5
asesinato	7	9
estación	7	8
mató	7	4
mientes	7	7
museo	7	5
pieza	7	5
familiar	7	8
permítame	7	9
deje	7	4
artistas	7	8
cabezas	7	7
dolares	7	7
patty	7	5
ti­a	7	4
mi­	7	3
vinnie	7	6
empleo	7	6
marido	7	6
revolución	7	10
pára	7	4
amable	7	6
-y	7	2
philip	7	6
serpiente	7	9
troya	7	5
ordena	7	6
vías	7	4
textiles	7	8
tratamos	7	8
básicamente	7	11
parecen	7	7
mcdonald's	7	10
djordje	7	7
tantrapur	7	9
templo	7	6
ricardo	7	7
marzo	6	5
mires	6	5
new	6	3
entrenamiento	6	13
filas	6	5
oíste	6	5
perros	6	6
duerme	6	6
saltar	6	6
usa	6	3
hacía	6	5
convertirse	6	11
milagro	6	7
luchar	6	6
gaston	6	6
amiguito	6	8
tomo	6	4
carne	6	5
simple	6	6
ocho	6	4
monsieur	6	8
esperábamos	6	11
salimos	6	7
tuya	6	4
mando	6	5
pelear	6	6
acabar	6	6
cabo	6	4
superior	6	8
extraña	6	7
a.	6	2
llegue	6	6
llena	6	5
contrario	6	9
conoces	6	7
domingo	6	7
memoria	6	7
tanta	6	5
recuerdas	6	9
completo	6	8
sirve	6	5
tercera	6	7
sentimientos	6	12
profundamente	6	13
secundaria	6	10
caja	6	4
dias	6	4
refiero	6	7
embargo	6	7
principales	6	11
chicas	6	6
puedan	6	6
alta	6	4
hechizo	6	7
menudo	6	6
encaja	6	6
bailemos	6	8
tócame	6	6
encontrado	6	10
tranquila	6	9
especiales	6	10
saltó	6	5
seamos	6	6
brillante	6	9
cambiar	6	7
ay	6	2
fortuna	6	7
deidad	6	6
amiga	6	5
información	6	11
cambió	6	6
enorme	6	6
irnos	6	5
linda	6	5
mismos	6	6
broma	6	5
evitar	6	6
productor	6	9
vacío	6	5
material	6	8
dejado	6	6
ja	6	2
ocupado	6	7
apariencia	6	10
dejará	6	6
ala	6	3
bote	6	4
estuve	6	6
diré	6	4
agradable	6	9
explica	6	7
efecto	6	6
riqueza	6	7
rica	6	4
millones	6	8
única	6	5
caminando	6	9
debajo	6	6
gato	6	4
desastre	6	8
er	6	2
despacio	6	8
libros	6	6
pienso	6	6
extraordinario	6	14
mierdas	6	7
arte	6	4
asuntos	6	7
obvio	6	5
delante	6	7
traducidos	6	10
parezco	6	7
profesor	6	8
copia	6	5
ley	6	3
hubo	6	4
examen	6	6
frase	6	5
solamente	6	9
otras	6	5
llorar	6	6
cha	6	3
trago	6	5
dejan	6	5
faltan	6	6
veras	6	5
cenar	6	5
haberte	6	7
conoce	6	6
mesada	6	6
siga	6	4
bastardo	6	8
promesa	6	7
cierren	6	7
ibas	6	4
esperamos	6	9
saliendo	6	8
título	6	6
grito	6	5
gobierno	6	8
débil	6	5
silencio	6	8
creíste	6	7
películas	6	9
estúpido	6	8
confianza	6	9
planeta	6	7
robar	6	5
bravo	6	5
descubierto	6	11
común	6	5
chance	6	6
contesta	6	8
lleno	6	5
ex	6	2
producto	6	8
hermanos	6	8
aquel	6	5
guión	6	5
departamento	6	12
ben	6	3
hur	6	3
entera	6	6
celoso	6	6
encuentran	6	10
vuelo	6	5
theophraste	6	11
ancestro	6	8
reputación	6	10
busco	6	5
darle	6	5
ad	6	2
lapidem	6	7
curebat	6	7
regina	6	6
jumieges	6	8
balsamo	6	7
misionero	6	9
justicia	6	8
necesitan	6	9
saberlo	6	7
daño	6	4
conocí	6	6
recuperar	6	9
abadías	6	7
trató	6	5
eterna	6	6
cerdo	6	5
objetivo	6	8
luciérnaga	6	10
azul	6	4
invitación	6	10
pintor	6	6
sala	6	4
aléjate	6	7
mataste	6	7
bomba	6	5
saca	6	4
alcor	6	5
bailarina	6	9
compromiso	6	10
venganza	6	8
enormes	6	7
damas	6	5
sera	6	4
manny	6	5
bienes	6	6
escuche	6	7
algun	6	5
nena	6	4
hablarle	6	8
podrias	6	7
recetas	6	7
podria	6	6
veamos	6	6
decide	6	6
luna	6	4
pantea	6	6
tumba	6	5
según	6	5
señala	6	6
papa	6	4
reino	6	5
simboliza	6	9
francesca	6	9
avaros	6	6
derrochadores	6	13
lago	6	4
arzobispo	6	9
griegos	6	7
iii	6	3
tratar	6	6
corporaciones	6	13
discurso	6	8
opinión	6	7
tropas	6	6
tema	6	4
banda	6	5
finlandia	6	9
líderes	6	7
norte	6	5
méxico	6	6
núumero	6	7
milos	6	5
elefante	6	8
deprisa	6	7
trono	6	5
tía	6	3
bettina	6	7
regente	6	7
silistria	6	9
darbois	6	7
kasalewsky	6	10
evidencia	6	9
franceses	5	9
vale	5	4
rompan	5	6
vámonos	5	7
conoció	5	7
muévanse	5	8
quedarse	5	8
junto	5	5
mayoría	5	7
europa	5	6
bienvenido	5	10
máscaras	5	8
ellas	5	5
das	5	3
pelea	5	5
llamarme	5	8
decía	5	5
regalo	5	6
adónde	5	6
decidido	5	8
estadounidenses	5	15
despierto	5	9
máscara	5	7
dámelo	5	6
roba	5	4
disculpa	5	8
delicioso	5	9
serán	5	5
reyes	5	5
gano	5	4
restaurante	5	11
seicheprey	5	10
tuviera	5	7
hicimos	5	7
seas	5	4
doc	5	3
regresa	5	7
lucha	5	5
regresar	5	8
pequeños	5	8
acabará	5	7
supo	5	4
despierta	5	9
cargo	5	5
george	5	6
batallas	5	8
brazos	5	6
viento	5	6
escucho	5	7
tomé	5	4
negro	5	5
quise	5	5
acuerdas	5	8
llamó	5	5
lista	5	5
escuchas	5	8
comido	5	6
horribles	5	9
viejos	5	6
modos	5	5
comienzo	5	8
destino	5	7
distancia	5	9
mirando	5	7
popular	5	7
artículos	5	9
campo	5	5
disfrutar	5	9
foto	5	4
tercero	5	7
nota	5	4
parecía	5	7
repentino	5	9
urgente	5	7
industria	5	9
personaje	5	9
siesta	5	6
pasos	5	5
felices	5	7
pocos	5	5
pasión	5	6
bien~nyo	5	8
chan	5	4
cabello	5	7
compras	5	7
guardiana	5	9
bushiro-chan	5	12
antiguo	5	7
empresa	5	7
escena	5	6
entrega	5	7
tamaño	5	6
espectáculo	5	11
isekai	5	6
comenzaron	5	10
debut	5	5
simplemente	5	11
llevará	5	7
necesidad	5	9
medios	5	6
época	5	5
animación	5	9
vean	5	4
intención	5	9
animales	5	8
continúa	5	8
relación	5	8
alcanzar	5	8
banco	5	5
máquinas	5	8
quita	5	5
necesitaba	5	10
quieras	5	7
abre	5	4
leyes	5	5
nave	5	4
locura	5	6
directamente	5	12
salvo	5	5
rescate	5	7
apuesto	5	7
dia	5	3
raza	5	4
deberes	5	7
asco	5	4
pillo	5	5
podremos	5	8
pones	5	5
corona	5	6
nitrato	5	7
galileo	5	7
descubre	5	8
teorías	5	7
junio	5	5
producción	5	10
min	5	3
quede	5	5
mayores	5	7
