word_form	frequency	length
unione	53	6
famiglia	52	8
sacerdoti	52	9
libertà	52	7
ucciso	52	6
riceve	52	6
già	51	3
corpo	51	5
fuoco	51	5
frattempo	51	9
so	51	2
siamo	50	5
onore	50	5
guardia	50	7
presto	50	6
vep	50	3
pace	49	4
volta	49	5
dentro	49	6
buona	49	5
sommo	49	5
fino	49	4
vicino	49	6
vostra	49	6
andare	48	6
glauco	48	6
politica	48	8
jacqueline	48	10
generale	47	8
dello	47	5
nemico	47	6
guérande	47	8
portare	46	7
arriva	46	6
vede	46	4
vuole	46	5
nazione	46	7
causa	46	5
jacques	46	7
episodio	46	8
castani	46	7
vuoi	45	4
sì	45	2
occhio	45	6
oggi	45	4
fandor	45	6
leader	45	6
poi	44	3
fronte	44	6
omicidio	44	8
queste	44	6
vino	44	4
speranza	43	8
forse	43	5
far	43	3
oro	43	3
seguito	43	7
culla	43	5
jean	43	4
judex	43	5
ritorno	42	7
lontano	42	7
inferno	42	7
morto	42	5
battaglia	42	9
giustizia	42	9
faccia	42	6
luce	42	4
mura	42	4
felice	42	6
fedeli	42	6
miss	42	4
ugonotti	42	8
prospero	42	8
salvare	41	7
anima	41	5
aiuto	41	5
castello	41	8
avanti	41	6
testa	41	5
caso	41	4
buon	41	4
piano	41	5
vittoria	41	8
dottor	41	6
guerande	41	8
piu	41	3
destino	40	7
segreto	40	7
ben	40	3
maggiore	40	8
arrivo	40	6
seconda	40	7
van	40	3
finalmente	40	10
torna	40	5
tenente	40	7
tanto	39	5
anime	39	5
tutte	39	5
porte	39	5
tradimento	39	10
fratelli	39	8
figli	39	5
avere	39	5
sahib	39	5
sergente	39	8
adesso	39	6
davvero	39	7
vecchia	39	7
prendere	39	8
moschettiere	39	12
po'	38	3
nidia	38	5
giovani	38	7
opera	38	5
ecco	38	4
trovare	38	7
prigione	38	8
nero	38	4
america	38	7
klux	38	4
piedi	37	5
cerca	37	5
deve	37	4
innamorato	37	10
sola	37	4
vero	37	4
attesa	37	6
ordina	37	6
sangue	37	6
palazzo	37	7
ore	37	3
cutter	37	6
mezzanotte	37	10
ricostruzione	37	13
hauen	37	5
moreno	37	6
diritto	36	7
sui	36	3
viaggio	36	7
là	36	2
molti	36	5
avete	36	5
vieni	36	5
preso	36	5
truppe	36	6
presente	36	8
trovato	36	7
banchiere	36	9
iza	36	3
vengono	35	7
mamma	35	5
dollari	35	7
mistero	35	7
devono	35	6
denaro	35	6
poeta	35	5
gente	35	5
sogni	35	5
favore	35	6
gruppo	35	6
dea	35	3
dato	35	4
andiamo	35	7
occasione	35	9
alcuni	35	6
cercare	35	7
franchi	35	7
ispettore	35	9
storica	35	7
ku	35	2
voto	35	4
negro	35	5
sa	34	2
vista	34	5
fotografia	34	10
dire	34	4
durante	34	7
regina	34	6
quell'	34	6
ordini	34	6
pubblica	34	8
arbace	34	6
nemo	34	4
fulvio	34	6
maciste	34	7
cocantin	34	8
quanto	33	6
decide	33	6
trova	33	5
allora	33	6
fedele	33	6
agli	33	4
detto	33	5
continua	33	8
soldi	33	5
partito	33	7
verdetto	33	8
carmen	33	6
intanto	32	7
jone	32	4
mani	32	4
grandi	32	6
poeti	32	5
passare	32	7
rovina	32	6
sulle	32	5
nessun	32	6
aprile	32	6
missione	32	8
qualcosa	32	8
din	32	3
nulla	32	5
hotel	32	5
nemici	32	6
elezioni	32	8
abbia	31	5
parlare	31	7
letto	31	5
sala	31	4
vederti	31	7
siete	31	5
festa	31	5
stava	31	5
dolore	30	6
appena	30	6
attenzione	30	10
poco	30	4
mattino	30	7
promessa	30	8
nello	30	5
fatti	30	5
uccidere	30	8
gloria	30	6
devo	30	4
quattro	30	7
direttore	30	9
fidanzamento	30	12
potente	30	7
americano	30	9
spinelli	30	8
dente	30	5
kerjean	30	7
meglio	29	6
charles	29	7
treno	29	5
bisogno	29	7
antica	29	6
finché	29	6
egli	29	4
dagli	29	5
subito	29	6
bambini	29	7
stanza	29	6
aspetta	29	7
razza	29	5
medici	29	6
riproduzione	29	12
kerlor	29	6
riescono	29	8
caterina	29	8
rapsode	29	7
male	28	4
dietro	28	6
sto	28	3
devi	28	4
passato	28	7
chiede	28	6
san	28	3
sull'	28	5
servizio	28	8
prossimo	28	8
fabbrica	28	8
insieme	28	7
ciò	28	3
spirito	28	7
francese	28	8
sarebbe	28	7
soldati	28	7
scuola	28	6
promesso	28	8
seguente	28	8
tribunale	28	9
marchese	28	8
carolina	28	8
hosiery	28	7
stesse	28	6
farisei	28	7
torri	28	5
guardie	28	7
buono	27	5
lavorare	27	8
troppo	27	6
paura	27	5
ultima	27	6
citta	27	5
stessi	27	6
attraverso	27	10
mie	27	3
possa	27	5
com'	27	4
notizie	27	7
racconta	27	8
vostre	27	6
guarda	27	6
lunga	27	5
beltham	27	7
louis	27	5
feuillade	27	9
sciopero	27	8
saint	27	5
tardi	27	5
keystone	27	8
company	27	7
monti	27	5
rosso	27	5
washington	27	10
gus	27	3
clan	27	4
condannato	26	10
mercato	26	7
conto	26	5
cose	26	4
dov'	26	4
acqua	26	5
fondo	26	5
ipocriti	26	8
quelle	26	6
addio	26	5
piacere	26	7
ballantine	26	10
ah	26	2
potuto	26	6
salute	26	6
prego	26	5
bacio	26	5
cella	26	5
appartamento	26	12
agitatori	26	9
misterioso	26	10
cabiria	26	7
lontana	26	7
vampiro	26	7
bianca	25	6
perchè	25	6
vendetta	25	8
sole	25	4
fuga	25	4
luna	25	4
incontro	25	8
puoi	25	4
raggiungere	25	11
bandiera	25	8
infine	25	6
ufficiale	25	9
dare	25	4
ballo	25	5
felicità	25	8
farò	25	4
criminale	25	9
dollon	25	6
poveri	25	6
investigatore	25	13
pomeriggio	25	10
cartagine	24	9
vittima	24	7
fortuna	24	7
forte	24	5
futuro	24	6
prende	24	6
sentenza	24	8
bordo	24	5
morire	24	6
fiamme	24	6
trono	24	5
ehi	24	3
soldato	24	7
annie	24	5
bella	24	5
state	24	5
guardate	24	8
sicurezza	24	9
conseguenze	24	11
parola	24	6
voglia	24	6
aiutare	24	7
rosa	24	4
lavora	24	6
mite	24	4
massinissa	24	10
schiavi	24	7
klan	24	4
darn	24	4
giro	23	4
partenza	23	8
supplica	23	8
spettacolo	23	10
però	23	4
ricerca	23	7
traditore	23	9
terzo	23	5
né	23	2
esercito	23	8
risultati	23	9
stasera	23	7
venire	23	6
potrebbe	23	8
ospedale	23	8
arresto	23	7
nostre	23	6
pericolo	23	8
signori	23	7
medico	23	6
villa	23	5
ostilità	23	8
terre	23	5
appello	23	7
sacra	23	5
pochi	23	5
periodo	23	7
lee	23	3
antichi	23	7
diana	23	5
legge	22	5
invece	22	6
mostro	22	6
sacrificio	22	10
deciso	22	6
oltre	22	5
morale	22	6
vivo	22	4
reso	22	4
vivere	22	6
rivolta	22	7
riconosce	22	9
reggimento	22	10
prove	22	5
avrà	22	4
avuto	22	5
sarei	22	5
sembra	22	6
metri	22	5
lungo	22	5
preghiera	22	9
georges	22	7
perle	22	5
padrone	22	7
francia	22	7
sorellina	22	9
impero	22	6
perpetuo	22	8
guerriero	22	9
vallieres	22	9
stanno	21	6
ultimi	21	6
accetta	21	7
lord	21	4
nipote	21	6
chiama	21	6
mezzo	21	5
prega	21	5
peccato	21	7
dolce	21	5
scena	21	5
negli	21	5
odio	21	4
minaccia	21	8
terribile	21	9
sette	21	5
nave	21	4
culto	21	5
portato	21	7
allo	21	4
firma	21	5
saremo	21	6
nuovi	21	5
prepara	21	7
ricevuto	21	8
teatro	21	6
george	21	6
sumner	21	6
strade	21	6
silas	21	5
processo	21	8
contrabbandieri	21	15
sparato	21	7
dondolio	21	8
coligny	21	7
mercenario	21	10
moraliste	21	9
massacro	21	8
niente	20	6
tenta	20	5
papà	20	4
amo	20	3
fede	20	4
compagnia	20	9
lasciate	20	8
punto	20	5
racconto	20	8
persona	20	7
croce	20	5
altre	20	5
alcuna	20	6
lascia	20	6
dimenticare	20	11
kali	20	4
comprare	20	8
possiamo	20	8
maggio	20	6
thug	20	4
qualsiasi	20	9
pronto	20	6
sicuro	20	6
anch'	20	5
sposare	20	7
eroe	20	4
proposta	20	8
avendo	20	6
appuntamento	20	12
pierre	20	6
immediatamente	20	14
segretario	20	10
governante	20	10
bottino	20	7
esempio	20	7
tentativo	20	9
cappotto	20	8
lotta	20	5
fiore	20	5
spada	20	5
bassifondi	20	10
congresso	20	9
moréno	20	6
elevazione	20	10
sai	19	3
pensando	19	8
giura	19	5
distruzione	19	11
nobile	19	6
tornare	19	7
prova	19	5
presso	19	6
forza	19	5
passione	19	8
bocca	19	5
parole	19	6
dono	19	4
arte	19	4
fra	19	3
arrivano	19	8
sperando	19	8
osserva	19	7
misteriosa	19	10
andate	19	6
vittime	19	7
successo	19	8
volete	19	6
vorrei	19	6
stai	19	4
vado	19	4
ladro	19	5
venite	19	6
lato	19	4
foto	19	4
banca	19	5
incidente	19	9
gaumont	19	7
capitale	19	8
siate	19	5
informato	19	9
lantier	19	7
malato	19	6
prese	19	5
farà	19	4
contessa	19	8
assistenza	19	10
vive	19	4
liberazione	19	11
mulino	19	6
ricordo	19	7
campi	19	5
roma	19	4
nascita	19	7
ricordi	19	7
mulatto	19	7
radicale	19	8
rappresentanti	19	14
siviglia	19	8
pistola	19	7
stagione	19	8
tremeuse	19	8
liquirizia	19	10
vanno	18	5
mesi	18	4
sospetto	18	8
prezzo	18	6
ama	18	3
corte	18	5
pagato	18	6
eterna	18	6
fiume	18	5
qualunque	18	9
pena	18	4
peccatori	18	9
navarra	18	7
entro	18	5
patria	18	6
possibile	18	9
quindi	18	6
bellezza	18	8
dà	18	2
the	18	3
inizio	18	6
preparativi	18	11
giardino	18	8
zio	18	3
macchesney	18	10
informazioni	18	12
gentile	18	7
idea	18	4
giornalista	18	11
gelosia	18	7
somma	18	5
complice	18	8
morta	18	5
quartiere	18	9
seguendo	18	8
isola	18	5
mostra	18	6
uguale	18	6
personale	18	9
azione	18	6
operai	18	6
sale	18	4
dr	18	2
ospite	18	6
wilson	18	6
axilla	18	6
conquistatore	18	13
accampamento	18	12
kutt	18	4
filibus	18	7
confederazione	18	14
confederati	18	11
rossa	18	5
giornata	18	8
morales	18	7
baldwin	18	7
pola	18	4
vogliono	17	8
fidanzata	17	9
spesso	17	6
darò	17	4
sposa	17	5
persone	17	7
stazione	17	8
lasciare	17	8
famoso	17	6
cristo	17	6
diventa	17	7
comune	17	6
pronti	17	6
salve	17	5
membri	17	6
terribili	17	9
lacrime	17	7
vicina	17	6
punito	17	6
cercano	17	7
ottenere	17	8
anello	17	6
aria	17	4
mac	17	3
stare	17	5
carica	17	6
direzione	17	9
sarai	17	5
credo	17	5
metà	17	4
amato	17	5
auto	17	4
mira	17	4
inizia	17	6
colpevole	17	9
ruolo	17	5
lady	17	4
cadavere	17	8
thomery	17	7
rivale	17	6
roger	17	5
didascalie	17	10
beneficenza	17	11
lettere	17	7
ex	17	2
difesa	17	6
ospiti	17	6
charlot	17	7
storie	17	6
romano	17	6
colomba	17	7
resa	17	4
hendy	17	5
sur	17	3
negra	17	5
usare	17	5
colpito	17	7
tornando	17	8
inseguimento	17	12
jose	17	4
sposi	17	5
s.bartolomeo	17	12
bartolomeo	17	10
giù	16	3
dicono	16	6
uccide	16	6
arena	16	5
libero	16	6
rifugio	16	7
desiderio	16	9
giovanni	16	8
amante	16	6
ragione	16	7
leone	16	5
quei	16	4
libro	16	5
cade	16	4
demoni	16	6
ideali	16	6
storici	16	7
simbolo	16	7
affari	16	6
venuto	16	6
ideale	16	6
proprietà	16	9
chiesa	16	6
banchetto	16	9
navicella	16	9
cortile	16	7
dolori	16	6
doveva	16	6
vigilia	16	7
pieno	16	5
birra	16	5
saranno	16	7
autorità	16	8
monte	16	5
accettare	16	9
sconosciuto	16	11
comitato	16	8
gioielli	16	8
agenzia	16	7
perdita	16	7
volte	16	5
presenti	16	8
sig	16	3
caffè	16	5
sofonisba	16	9
cirta	16	5
bianche	16	7
antico	16	6
les	16	3
mondial	16	7
nox	16	3
segno	16	5
troviamo	16	8
linee	16	5
clemenza	16	8
robert	16	6
lega	16	4
escamillo	16	9
monsieur	16	8
distretto	16	9
sequestro	16	9
mangiare	15	8
fosse	15	5
arrestato	15	9
offerta	15	7
circolo	15	7
asdrubale	15	9
john	15	4
aspettando	15	10
eterno	15	6
ricorda	15	7
messo	15	5
maestro	15	7
universale	15	10
caccia	15	6
indietro	15	8
soltanto	15	8
passaggio	15	9
avvicina	15	8
cavallo	15	7
sopra	15	5
perso	15	5
vite	15	4
permette	15	8
triste	15	6
entrare	15	7
fondi	15	5
qualcuno	15	8
assalto	15	7
segnale	15	7
strano	15	6
fretta	15	6
prendi	15	6
vostri	15	6
dita	15	4
venerdì	15	7
tue	15	3
vengo	15	5
chiave	15	6
rubato	15	6
prigioniero	15	11
parla	15	5
arrivato	15	8
fiducia	15	7
abbastanza	15	10
compagni	15	8
artiglieria	15	11
scopre	15	6
vice	15	4
sonia	15	5
ricevimento	15	11
quarta	15	6
interpreti	15	10
restauro	15	8
crimine	15	7
baronessa	15	9
istruttore	15	10
interesse	15	9
cinema	15	6
originale	15	9
uniti	15	5
balduin	15	7
carlo	15	5
contrammiraglio	15	15
chiedere	15	8
errore	15	6
militare	15	8
appartiene	15	10
conoscere	15	9
pegno	15	5
trovarti	15	8
zia	15	3
milizia	15	7
infermiera	15	10
ospedali	15	8
iniziano	15	8
assassinio	15	10
carità	15	6
contrabbando	15	12
mamie	15	5
serve	15	5
fontainebleau	15	13
edna	15	4
ambiente	15	8
religione	15	9
intollerante	15	12
argento	15	7
sposarti	15	8
combatti	15	8
muore	15	5
almeno	14	6
farsi	14	5
sara	14	4
nonostante	14	10
ricco	14	5
incontrare	14	10
stanotte	14	8
unico	14	5
decisione	14	9
quelli	14	6
conduce	14	7
s'	14	2
rivolgono	14	9
nido	14	4
petto	14	5
vai	14	3
animali	14	7
dovuto	14	6
bollente	14	8
getta	14	5
pasto	14	5
militari	14	8
cena	14	4
libera	14	6
cielo	14	5
serpente	14	8
uscire	14	6
riferisce	14	9
sé	14	2
assedio	14	7
rapidamente	14	11
duro	14	4
presenza	14	8
baci	14	4
versione	14	8
molte	14	5
nessuna	14	7
sapere	14	6
sospetti	14	8
compiere	14	8
verremo	14	7
miglior	14	7
minuti	14	6
gioco	14	5
paese	14	5
bambina	14	7
desidera	14	8
gioventù	14	8
inchiesta	14	9
neuilly	14	7
gurn	14	4
conosce	14	7
avevano	14	7
felici	14	6
soprattutto	14	11
mese	14	4
proveniente	14	11
stabilito	14	9
ingegnere	14	9
conquistare	14	11
pozione	14	7
marchesa	14	8
rinnegato	14	9
campagna	14	8
giornali	14	8
pradier	14	7
croessa	14	7
siface	14	6
traduzione	14	10
simpson	14	7
capi	14	4
temiamo	14	7
cotone	14	6
ambiziosi	14	9
volontari	14	9
nicolay	14	7
hay	14	3
presidenziale	14	13
bull	14	4
run	14	3
bombardamento	14	13
mais	14	4
trincee	14	7
separate	14	8
centinaia	14	9
phil	14	4
grant	14	5
dettagli	14	8
senatore	14	8
carpetbagger	14	12
permettono	14	10
's	14	2
risultato	14	9
spie	14	4
potersi	14	7
veterani	14	8
costumi	14	7
capanna	14	7
satanas	14	7
madri	14	5
satana	14	6
monro	14	5
camminare	14	9
gioie	14	5
coinvolgere	14	11
cana	14	4
galilea	14	7
ix	14	2
france	14	6
effeminato	14	10
protestante	14	11
ammiraglio	14	10
ugonotto	14	8
magnifico	14	9
pensasse	14	8
celebra	14	7
margherita	14	10
valois	14	6
enrico	14	6
ambientata	14	10
imgur	14	5
persiani	14	8
effige	14	6
nabonida	14	8
bighe	14	5
selvatica	14	9
moralizzatori	14	13
intolleranti	14	12
impone	14	6
boss	14	4
barbari	14	7
lancia	14	6
rotoli	14	6
prigioni	14	8
denver	14	6
yacht	14	5
chiedono	13	8
cieca	13	5
affinché	13	8
pura	13	4
migliore	13	8
ovest	13	5
ognuno	13	6
rifiuto	13	7
produzione	13	10
regia	13	5
divina	13	6
fame	13	4
orribile	13	8
sarò	13	4
poiché	13	6
interno	13	7
vento	13	5
furono	13	6
colpa	13	5
oscuro	13	6
eventi	13	6
quasi	13	5
presenta	13	8
posizione	13	9
piena	13	5
poter	13	5
iii	13	3
pietra	13	6
collo	13	5
attenti	13	7
passa	13	5
mettere	13	7
elena	13	5
cosi	13	4
successivo	13	10
piccoli	13	7
colpo	13	5
astronomi	13	9
ero	13	3
diavolo	13	7
coraggioso	13	10
dici	13	4
comando	13	7
sinistra	13	8
raccolta	13	8
povera	13	6
adunata	13	7
insolenza	13	9
matto	13	5
avrai	13	5
attacco	13	7
grado	13	5
cameriera	13	9
assassinato	13	11
società	13	7
disposizione	13	12
dramma	13	6
crimini	13	7
ferito	13	6
diventato	13	9
strana	13	6
chaval	13	6
minatori	13	8
paga	13	4
uniscono	13	8
grave	13	5
fatta	13	5
ufficiali	13	9
passero	13	7
sacrifici	13	9
invia	13	5
attaccare	13	9
inviate	13	7
marie	13	5
disse	13	5
stia	13	4
nera	13	4
turno	13	5
natale	13	6
sovrani	13	7
recuperare	13	10
riempire	13	8
hall	13	4
abiti	13	5
pastia	13	6
verdier	13	7
ancelle	13	7
alti	13	4
soglie	13	6
mogli	13	5
tutela	13	6
memorabile	13	10
persiano	13	8
chiuse	13	6
allat	13	5
sergio	13	6
ovunque	12	7
ingresso	12	8
ritorna	12	7
studio	12	6
valle	12	5
danza	12	5
amaro	12	5
memoria	12	7
fuggire	12	7
centro	12	6
cammino	12	7
entrata	12	7
tempesta	12	8
francesca	12	9
legno	12	5
diavoli	12	7
problema	12	8
trovano	12	7
tomba	12	5
ella	12	4
dieci	12	5
maggior	12	7
leggere	12	7
ladri	12	5
consiglieri	12	11
tratta	12	6
lasciato	12	8
belle	12	5
luogo	12	5
chiamato	12	8
ira	12	3
jeanne	12	6
tornano	12	7
elefante	12	8
piace	12	5
avevo	12	5
higginbotham	12	12
gunga	12	5
fate	12	4
fai	12	3
povero	12	6
lascio	12	6
gioia	12	5
tempi	12	5
organizzare	12	11
sbarre	12	6
impiccato	12	9
braccia	12	7
terrò	12	5
tracce	12	6
dammi	12	5
trappola	12	8
tranquillo	12	10
dovrebbe	12	8
avvertire	12	9
sinistro	12	8
corre	12	5
chiamare	12	8
bisogna	12	7
terza	12	5
alta	12	4
apoecides	12	9
erede	12	5
affetto	12	7
verrà	12	5
mattugio	12	8
calais	12	6
louvain	12	7
karthalo	12	8
console	12	7
vinto	12	5
farle	12	5
pensare	12	7
prodotto	12	8
griffith	12	8
riportato	12	9
moriamo	12	7
tostato	12	7
continuare	12	10
trattati	12	8
avventurieri	12	12
scrittura	12	9
merce	12	5
ballare	12	7
arakau	12	6
hardy	12	5
winslow	12	7
dallo	12	5
cabina	12	6
renoux	12	6
duval	12	5
juliette	12	8
werner	12	6
indirizzo	12	9
intriganti	12	10
negligenti	12	10
bertin	12	6
sottomarino	12	11
facendo	11	7
voce	11	4
oppure	11	6
vederla	11	7
borsa	11	5
ricchezza	11	9
umano	11	5
piangere	11	8
piangono	11	8
finisce	11	7
cura	11	4
assediata	11	9
moloch	11	6
attende	11	7
ballerina	11	9
restare	11	7
pensione	11	8
selva	11	5
dura	11	4
virtù	11	5
salire	11	6
muove	11	5
cerchio	11	7
sii	11	3
soli	11	4
alcun	11	5
inutile	11	7
predice	11	7
immersi	11	7
respinto	11	8
torre	11	5
abbandona	11	9
motivo	11	6
essi	11	4
attimo	11	6
nascosto	11	8
lago	11	4
vuol	11	4
ugolino	11	7
immagine	11	8
progetto	11	8
pericoli	11	8
meno	11	4
voci	11	4
sente	11	5
silenzio	11	8
genere	11	6
lasciano	11	8
portati	11	7
villaggio	11	9
perdere	11	7
lì	11	2
valore	11	6
segreta	11	7
bue	11	3
amicizia	11	8
chiusa	11	6
colline	11	7
padri	11	5
elefanti	11	8
brutta	11	6
unica	11	5
allegria	11	8
arrivando	11	9
vivente	11	7
stampa	11	6
audace	11	6
notaio	11	6
canta	11	5
scomparso	11	9
allegra	11	7
intorno	11	7
braccio	11	7
indagine	11	8
visitare	11	8
tuttavia	11	8
cineteca	11	8
poliziotto	11	10
condizioni	11	10
potrò	11	5
evitare	11	7
schiava	11	7
proteggere	11	10
miele	11	5
biblioteca	11	10
protagonista	11	12
vestito	11	7
corone	11	6
progetti	11	8
avvocato	11	8
spiaggia	11	8
procuratore	11	11
mandato	11	7
complici	11	8
mandata	11	7
istante	11	7
messaggio	11	9
codice	11	6
consegnare	11	10
civile	11	6
sbagliata	11	9
attacchi	11	8
nasconde	11	8
potesse	11	7
obbligato	11	9
recente	11	7
prigionieri	11	11
intenzioni	11	10
convoglio	11	9
cher	11	4
usato	11	5
cappello	11	8
ribellione	11	10
tacco	11	5
ignorando	11	9
beni	11	4
splendida	11	9
agente	11	6
occidente	11	9
faccenda	11	8
puo	11	3
augustine	11	9
olio	11	4
owen	11	4
lontane	11	7
macchina	11	8
allato	11	6
rochefontaine	11	13
sablons	11	7
chiamano	10	8
fiori	10	5
falso	10	5
salvato	10	7
mary	10	4
risposta	10	8
comprato	10	8
controllo	10	9
saluti	10	6
sig.ra	10	6
scoperto	10	8
perfetto	10	8
mente	10	5
possano	10	7
genitori	10	8
umanità	10	7
qua	10	3
larga	10	5
considerato	10	11
riva	10	4
risveglio	10	9
quali	10	5
colombe	10	7
firenze	10	7
volontà	10	7
visitatori	10	10
linguaggio	10	10
carcere	10	7
giusto	10	6
vedendo	10	7
condotto	10	8
ministro	10	8
fedeltà	10	7
innocente	10	9
importante	10	10
spine	10	5
anno	10	4
bolgia	10	6
crocifisso	10	10
lentamente	10	10
vergogna	10	8
ciascuno	10	8
tentato	10	7
lucifero	10	8
traditori	10	9
chiamata	10	8
arcivescovo	10	11
morti	10	5
entrambi	10	8
diverso	10	7
restano	10	7
salutare	10	8
notare	10	6
aperte	10	6
nemmeno	10	7
menti	10	5
fianchi	10	7
danno	10	5
membro	10	6
cannone	10	7
esplosione	10	10
improvvisamente	10	15
linea	10	5
uso	10	3
carta	10	5
certo	10	5
sinist	10	6
tommy	10	5
provare	10	7
sufficiente	10	11
simile	10	6
vedo	10	4
spedizione	10	10
servo	10	5
numero	10	6
esecuzione	10	10
ami	10	3
bugie	10	5
lezione	10	7
vedremo	10	7
conoscete	10	9
tenere	10	6
sconvolta	10	9
urgente	10	7
artista	10	7
basato	10	6
scomparsa	10	9
celebre	10	7
macchia	10	7
nanteuil	10	8
conservazione	10	13
maheu	10	5
miniera	10	7
solleva	10	7
influenza	10	9
galleria	10	8
strega	10	6
comunità	10	8
primi	10	5
rue	10	3
barone	10	6
duello	10	6
riuscito	10	8
bancarotta	10	10
incapace	10	8
nobili	10	6
regalo	10	6
puro	10	4
serata	10	6
serie	10	5
rete	10	4
tom	10	3
corso	10	5
dovete	10	6
scheda	10	6
avvenimenti	10	11
governo	10	7
indomani	10	8
udienza	10	7
usa	10	3
portarvi	10	8
giusta	10	6
personalmente	10	13
arma	10	4
hardeff	10	7
pericolosa	10	10
combattere	10	10
joe	10	3
cadde	10	5
pensa	10	5
cattiva	10	7
sorte	10	5
scipione	10	8
venga	10	5
lettori	10	7
marfa	10	5
generoso	10	8
colonie	10	7
amari	10	5
caduto	10	6
inseparabile	10	12
arrivò	10	6
woodrow	10	7
civilizzazione	10	14
autentico	10	9
poterlo	10	7
festeggiamenti	10	14
combutta	10	8
duramente	10	9
island	10	6
ospitalità	10	10
preparando	10	10
perche	10	6
olaf	10	4
rifiutate	10	9
amen	10	4
