word_form	frequency	length
عظیم	44	4
لوگ	44	3
کورس	43	4
محسوس	43	5
پیسے	42	4
چارلی	42	5
نمبر	42	4
پاگل	42	4
جلدی	42	4
ہوئے	42	4
کپتان	42	5
چارلس	41	5
دونگا	41	5
آخری	41	4
سوچ	41	3
دیکھنے	40	6
لگا	40	3
دروازے	40	6
پوٹر	40	4
خود	39	3
جنگ	39	3
شرط	39	3
برنسٹین	39	7
پوری	39	4
ٹرانزٹ	39	6
دیکھیں	39	6
سر	39	2
کاسابلانکا	39	10
فرانکس	39	6
ہوائی	39	5
جس	38	2
رکھتے	38	5
عجیب	38	4
محفوظ	38	5
کہیں	38	4
کیپٹن	38	5
بنانے	37	5
لڑکی	37	4
حیرت	37	4
باس	37	3
رہو	37	3
تبدیل	36	5
پرانے	36	5
جہاز	36	4
رچرڈ	36	4
موقع	35	4
فروخت	35	5
توقع	35	4
امید	35	4
ٹرین	35	4
ہاتھ	35	4
کرسمس	35	5
بغیر	35	4
رکھنے	35	5
کیجئے	35	5
رکھیں	35	5
خاص	35	3
چاہیے	35	5
ممکن	35	4
کاغذات	34	6
مس	34	2
آنے	34	3
مت	34	2
رہنا	34	4
چلانے	34	5
بھول	34	4
کہانی	34	5
چل	34	2
آواز	34	4
آو	34	2
گلاب	33	4
بوڑھے	33	5
دونوں	33	5
لیے	33	3
دفتر	33	4
دوسری	33	5
استعمال	33	7
اندر	33	4
گھنٹے	33	5
کہتے	33	4
لینے	33	4
رکھ	33	3
چیزیں	33	5
قرض	33	3
لو	33	2
گڈ	33	2
خط	33	2
میز	33	3
فرانسیسی	33	8
ویزا	33	4
جرمنوں	33	6
فیراری	33	6
ریخ	33	3
کلی	32	3
کھو	32	3
صبح	32	3
چیزوں	32	5
تمہارا	32	6
تمہارے	32	6
غیر	32	3
گاڑی	32	4
ہوشیار	32	6
فرار	32	4
دی	31	2
ہفتے	31	4
انسان	31	5
آسان	31	4
معافی	31	5
پانچ	31	4
چپ	31	2
کیفے	31	4
اخبار	30	5
سی	30	2
کمرے	30	4
بینک	30	4
پوچھ	30	4
فرض	30	3
برا	30	3
طویل	30	4
غلط	30	3
دوستوں	30	6
دیکھتے	30	6
لزبن	30	4
جرمن	30	4
گزشتہ	29	5
گئی	29	3
دوبارہ	29	6
بتایا	29	5
لفظ	29	3
اعتراض	29	6
یقینی	29	5
فیصلہ	29	5
ڈالر	29	4
کیسے	29	4
حضرات	29	5
گرفتار	29	6
موجود	29	5
تقریبا	28	6
رکو	28	3
فوری	28	4
چلے	28	3
افسوس	28	5
صورت	28	4
اوپر	28	4
پوچھنا	28	6
بھاگ	28	4
چاقو	28	4
بڑی	27	3
بڑے	27	3
عمارت	27	5
اگلے	27	4
مشکل	27	4
الوداع	27	6
مقابلے	27	6
اپنا	27	4
غریب	27	4
چھوٹی	27	5
فکر	27	3
ری	27	2
لوئس	27	4
حراستی	27	6
کیمپ	27	4
زمین	26	4
لگ	26	2
انکوائرر	26	8
جلد	26	3
خوشی	26	4
نیویارک	26	7
مکمل	26	4
خلاف	26	4
چھوٹے	26	5
سکتی	26	4
معاملہ	26	6
بچہ	26	3
ملے	26	3
فرق	26	3
کھیل	26	4
آخر	26	3
بلی	26	3
سفر	25	3
دینے	25	4
اسی	25	3
سوسن	25	4
یورپ	25	4
جاری	25	4
پینے	25	4
رقم	25	3
منہ	25	3
پیدا	25	4
سوا	25	3
جاننا	25	5
پہلی	24	4
قیمت	24	4
پیسہ	24	4
چھ	24	2
بتاو	24	4
جیسے	24	4
کتنا	24	4
مارا	24	4
ویزے	24	4
فورمین	24	6
تعمیر	23	5
جواب	23	4
رکھا	23	4
نائٹ	23	4
چلتے	23	4
دیکھنا	23	6
گولی	23	4
رکھنا	23	5
اتنی	23	4
جذباتی	23	6
پیش	23	3
دل	23	2
سوال	23	4
پکڑ	23	3
حروف	23	4
متاثر	23	5
گرفتاری	23	7
تھیچر	22	5
چار	22	3
رہتے	22	4
بستر	22	4
بڑا	22	3
دماغ	22	4
مقامات	22	6
چاہوں	22	5
مشورہ	22	5
کپڑے	22	4
جوڑے	22	4
پھینک	22	5
غلطی	22	4
عمر	22	3
جام	22	3
کارل	22	4
کان	21	3
تھامسن	21	6
ثابت	21	4
تحت	21	3
اچھے	21	4
خیز	21	3
کال	21	3
اکیلے	21	5
حوصلہ	21	5
پورے	21	4
روکنے	21	5
ہوٹل	21	4
نقطہ	21	4
کوریئرز	21	7
فوسٹر	20	5
قسمتی	20	5
ہوتے	20	4
کھڑے	20	4
چھوڑنے	20	6
تمہاری	20	6
لڑکا	20	4
قریب	20	4
بڑھو	20	4
مصیبت	20	5
درست	20	4
انگیز	20	5
چیک	20	3
مضحکہ	20	5
چند	20	3
افزائی	20	6
درمیان	20	6
تجویز	20	5
نکلنے	20	5
دینا	20	4
لی	20	2
خدا	20	3
سودا	20	4
کلیرنس	20	6
کاغذ	19	4
پیچھے	19	5
فرانس	19	5
شوہر	19	4
احساس	19	5
جیت	19	3
ملاقات	19	6
ساتھی	19	5
بھر	19	3
علاوہ	19	5
نوٹس	19	4
مزید	19	4
ڈر	19	2
پانی	19	4
راستے	19	5
بیمار	19	5
لڑ	19	2
طریقہ	19	5
روک	19	3
رکھو	19	4
پوچھیں	19	6
دلچسپ	19	5
جھوٹ	19	4
سیکنڈ	19	5
سو	18	2
دیگر	18	4
امریکی	18	6
قدم	18	3
بتانے	18	5
باپ	18	3
عام	18	3
جاتے	18	4
اشارہ	18	5
روشنی	18	5
اجازت	18	5
سننے	18	4
شامل	18	4
منتقل	18	5
منزل	18	4
دوسروں	18	6
لمحے	18	4
خدمت	18	4
وکیل	18	4
آرام	18	4
تھرڈ	18	4
گسٹاپو	18	6
برجر	18	4
بھائی	18	5
گاور	18	4
مختلف	17	5
مالک	17	4
اصل	17	3
بے	17	2
کئی	17	3
نفرت	17	4
ریاست	17	5
گر	17	2
بھیڑ	17	4
اعتماد	17	6
رہ	17	2
زندہ	17	4
نکل	17	3
حقیقت	17	5
راست	17	4
خالی	17	4
بھیج	17	4
نقد	17	3
رہتا	17	4
کارٹر	17	5
ثبوت	17	4
پڑا	17	3
کھڑکی	17	5
بن	17	2
دبا	17	3
کیسا	17	4
سرکاری	17	6
ٹیکسی	17	5
پیار	17	4
تعریف	17	5
حقیقی	17	5
شبہ	17	3
مارکیٹ	17	6
شیمپین	17	6
نجی	16	3
منعقد	16	5
ذاتی	16	4
ملین	16	4
ہوئی	16	4
تنہا	16	4
موت	16	3
دستخط	16	5
عدالت	16	5
خوفناک	16	6
احمق	16	4
اسکول	16	5
مداخلت	16	6
ہںسنا	16	5
بھیجا	16	5
سوچنے	16	5
گرم	16	3
شوبراتر	16	7
قائل	16	4
پایا	16	4
انسپکٹر	16	7
پوچھو	16	5
پیشکش	16	5
طیارے	16	5
برٹ	16	3
مارٹینی	16	7
مارچ	15	4
بنایا	15	5
خواہش	15	5
خطرناک	15	6
طریقے	15	5
اکثر	15	4
نیو	15	3
بتانا	15	5
گردن	15	4
سوچنا	15	5
لایا	15	4
قبضہ	15	4
دنوں	15	4
سڑک	15	3
کہو	15	3
کب	15	2
گانا	15	4
مذاق	15	4
انکل	15	4
وضاحت	15	5
ظاہر	15	4
راستہ	15	5
پڑتا	15	4
لائن	15	4
شک	15	2
ساری	15	4
پار	15	3
ماسٹر	15	5
بلیو	15	4
توتے	15	4
عورتوں	15	6
رکی	15	3
ہیر	15	3
شمار	14	4
اپارٹمنٹ	14	8
اگرچہ	14	5
ذمہ	14	3
جان	14	3
بل	14	2
زیر	14	3
توڑ	14	3
راز	14	3
میڈم	14	4
مردوں	14	5
سامنے	14	5
ڈاکٹر	14	5
گانے	14	4
بھیجنے	14	6
ہیرے	14	4
پیانو	14	5
مسافر	14	5
واضح	14	4
وجوہات	14	6
فرش	14	3
حصہ	14	3
برلن	14	4
اپ	14	2
باری	14	4
قانون	14	5
بری	14	3
چکا	13	3
حال	13	3
نوجوان	13	6
الفاظ	13	5
صدر	13	3
الیگزینڈر	13	9
نصف	13	3
یقینا	13	5
تر	13	2
اجلاس	13	5
بلند	13	4
واجب	13	4
الادا	13	5
انتظام	13	6
دانت	13	4
غور	13	3
خرچ	13	3
سکا	13	3
بندی	13	4
یہیں	13	4
کرانکل	13	6
تاکہ	13	4
برباد	13	5
ضرور	13	4
میل	13	3
پریشان	13	6
معذرت	13	5
مناسب	13	5
سیاست	13	5
نوٹ	13	3
وہی	13	3
پرواہ	13	5
نشے	13	3
شراب	13	4
ایماندار	13	8
ٹا	13	2
ادائیگی	13	7
افراد	13	5
گواہی	13	5
بھرنے	13	5
آنا	13	3
پرانی	13	5
سوئچ	13	4
انگوٹی	13	6
رہیں	13	4
اڈے	13	3
پروں	13	4
بیڈفورڈ	13	7
جیوری	13	5
ہزار	12	4
امیر	12	4
بہترین	12	6
سنتے	12	4
مین	12	3
بلایا	12	5
بیٹا	12	4
مبارک	12	5
کمپنی	12	5
ذرا	12	3
چاہیئے	12	6
اتفاق	12	5
ہمم	12	3
جوان	12	4
آمدید	12	5
منصوبہ	12	6
بکبک	12	4
اعلان	12	5
مطابق	12	5
قبول	12	4
دروازہ	12	6
موسیقی	12	6
برداشت	12	6
بچانے	12	5
رکھتا	12	5
ال	12	2
فلم	12	3
الزام	12	5
کیس	12	3
لانے	12	4
ٹوپی	12	4
کھولنے	12	6
دوران	12	5
فٹ	12	2
تیز	12	3
دھکڑ	12	4
تھوڑی	12	5
بلیک	12	4
مشاہدہ	12	6
کامیاب	12	6
خرابی	12	5
خوشگوار	12	7
لنڈ	12	3
سنی	12	3
رہنما	12	5
الزامات	12	7
فرشتہ	12	5
جسم	12	3
چیت	11	3
حالات	11	5
آدمیوں	11	6
چلتا	11	4
ہمت	11	3
بول	11	3
حوالے	11	5
چارج	11	4
سامان	11	5
فراہم	11	5
کالج	11	4
بجائے	11	5
بوڑھا	11	5
سوچتے	11	5
مراد	11	4
پل	11	2
اختیار	11	6
یارک	11	4
وعدہ	11	4
ملتا	11	4
پالیسی	11	6
سنو	11	3
چہرے	11	4
ہنسی	11	4
بندوبست	11	7
پاپ	11	3
بیوکوف	11	6
کہتا	11	4
لا	11	2
ذہن	11	3
مثال	11	4
سانس	11	4
موسم	11	4
سیڑھیاں	11	7
سننا	11	4
آٹھ	11	3
خطرے	11	4
پیچھا	11	5
بچی	11	3
حیران	11	5
چوری	11	4
دوسرا	11	5
انگلیوں	11	7
تالا	11	4
جن	11	2
مند	11	3
تسلیم	11	5
ارادہ	11	5
جنگلی	11	5
جذبات	11	5
ٹام	11	3
چاچا	11	4
نو	11	2
حقائق	11	5
حکم	10	3
کار	10	3
بیان	10	4
ملک	10	3
اوپیرا	10	6
منسوخ	10	5
دار	10	3
ملی	10	3
لڑکوں	10	5
ام	10	2
باقی	10	4
خون	10	3
خفیہ	10	4
خریدنے	10	6
ماہ	10	3
دیتی	10	4
سوائے	10	5
عملی	10	4
تصویر	10	5
اضافی	10	5
توجہ	10	4
سوچتا	10	5
چاہو	10	4
معاملے	10	6
تعلق	10	4
رقص	10	3
درد	10	3
شریف	10	4
چوٹ	10	3
کتنی	10	4
سنگین	10	5
بلکہ	10	4
اطالوی	10	6
دستک	10	4
جانچ	10	4
ہینڈل	10	5
چیخ	10	3
تعاون	10	5
دعوی	10	4
مشتبہ	10	5
لات	10	3
لیتا	10	4
مارننگ	10	6
ہلاک	10	4
سماعت	10	5
دفاتر	10	5
خانے	10	4
اسٹیشن	10	6
بدقسمتی	10	7
کہنے	10	4
بچ	10	2
جاتی	10	4
موجودگی	10	7
پاؤں	10	4
مان	10	3
جیتنے	10	5
ریکارڈ	10	6
لوں	10	3
ناموں	10	5
رعایت	10	5
فالس	10	4
فلموں	10	5
تصاویر	9	6
آغاز	9	4
ریڈیو	9	5
شائع	9	4
عوامی	9	5
بیٹے	9	4
ہال	9	3
آزاد	9	4
پڑھیں	9	5
ہںس	9	3
مرنے	9	4
باتیں	9	5
اسٹاک	9	5
اندازہ	9	6
فیصلے	9	5
جم	9	2
مجبور	9	5
نیا	9	3
داری	9	4
ترتیب	9	5
سپین	9	4
تفصیلات	9	7
نئی	9	3
نئے	9	3
کھانے	9	5
بنائیں	9	6
خریدا	9	5
جبکہ	9	4
کھڑا	9	4
عمل	9	3
معمول	9	5
صاف	9	3
دیتے	9	4
سارا	9	4
خبر	9	3
پڑتال	9	5
نوکری	9	5
بوتل	9	4
کرنی	9	4
مدت	9	3
تلاشی	9	5
پرسکون	9	6
پیروی	9	5
آنکھوں	9	6
اثر	9	3
خوفزدہ	9	6
پناہ	9	4
والوں	9	5
پھنس	9	4
بھیک	9	4
متوجہ	9	5
تعداد	9	5
شام	9	3
ضمانت	9	5
اورین	9	5
قبل	9	3
مہاجرین	9	7
ویٹر	9	4
استقبال	9	7
تپپڑ	9	4
پیتا	9	4
ایمسٹرڈیم	9	9
آسمان	9	5
برانڈی	9	6
رولیٹی	9	6
پراگ	9	4
بائیں	9	5
تحریک	9	5
اخراجات	9	7
قانونی	9	6
وکی	9	3
مسائل	9	5
نگران	9	5
اداروں	9	6
مارٹی	9	5
بڑبڑانا	9	7
بلڈنگ	9	5
ڈالنے	9	5
ویلچ	9	4
نک	9	2
کھانسی	9	6
بیس	8	3
ترین	8	4
اخبارات	8	7
مقرر	8	4
پیٹ	8	3
حملہ	8	4
پڑھا	8	4
از	8	2
ایملی	8	5
گلوکار	8	6
شکاگو	8	5
بظاہر	8	5
مختصر	8	5
پوچھا	8	5
مردہ	8	4
حالت	8	4
معمولی	8	6
ملنے	8	4
گندی	8	4
بتائیں	8	6
کنٹرول	8	6
ٹوٹ	8	3
بورڈ	8	4
قریبی	8	5
ڈرامائی	8	7
ناممکن	8	6
سلورسٹون	8	8
پرنٹ	8	4
لکھا	8	4
لڑائی	8	5
رن	8	2
کھانا	8	5
بتاتا	8	5
جمع	8	3
علاج	8	4
انسانی	8	6
سگار	8	4
سگریٹ	8	5
نا	8	2
عادت	8	4
دوپہر	8	5
عوام	8	4
چھپا	8	4
تصور	8	4
پوپ	8	3
ڈرامہ	8	5
بننے	8	4
کہونگا	8	6
تاثر	8	4
آفس	8	3
تبدیلی	8	6
-چلو	8	4
اگلا	8	4
گاہکوں	8	6
آتی	8	3
ڈرائیو	8	6
پھول	8	4
کھلی	8	4
گھڑی	8	4
چھت	8	3
ہوگی	8	4
فخر	8	3
کشتی	8	4
معقول	8	5
گچھ	8	3
پیارے	8	5
کھول	8	4
کہانیوں	8	7
تاجر	8	4
دعا	8	3
بندوق	8	5
کمہار	8	5
خاندان	8	6
کرسی	8	4
کروگے	8	5
ناک	8	3
مقدمے	8	5
سونے	7	4
خطرہ	7	4
راہ	7	3
سخت	7	3
فورا	7	4
درج	7	3
اسپجتا	7	6
دہرانے	7	6
پیک	7	3
کارروائی	7	8
ملنا	7	4
چونکہ	7	5
پسندیدہ	7	7
محروم	7	5
مصروف	7	5
چال	7	3
بیڈروم	7	6
اسکینڈل	7	7
سرخی	7	4
مشکوک	7	5
رپورٹ	7	5
دستاویز	7	7
مارو	7	4
والی	7	4
سزا	7	3
لڑکیوں	7	6
انتظامیہ	7	8
ناقابل	7	6
سکے	7	3
لگاتا	7	5
زخم	7	3
ہنس	7	3
سججن	7	4
پڑھنے	7	5
صحرا	7	4
اتنے	7	4
بچا	7	3
کارکردگی	7	8
لگتے	7	4
رنگ	7	3
گیند	7	4
انگریزی	7	7
پکڑنے	7	5
بیٹھے	7	5
پائے	7	4
فائدہ	7	5
روانہ	7	5
ریلوے	7	5
کوٹ	7	3
اٹھائے	7	6
سرگرمیوں	7	8
فی	7	2
مانگتی	7	6
ٹیلی	7	4
شناخت	7	5
صحت	7	3
شدہ	7	3
سنیں	7	4
ایسی	7	4
خاطر	7	4
چاہتی	7	5
ہوتی	7	4
مطالبہ	7	6
توڑنے	7	5
وارنٹ	7	5
روم	7	3
افریقہ	7	6
دکھی	7	4
جوئے	7	4
حقیر	7	4
افواہ	7	5
رومانٹک	7	7
تفریح	7	5
مظاہرے	7	6
وفادار	7	6
چاہے	7	4
پہنے	7	4
خیالات	7	6
بھولنا	7	6
ہزاروں	7	6
روزہ	7	4
بوربان	7	6
پرواز	7	5
لک	7	2
شبھ	7	3
علیکم	7	5
کپ	7	2
کمزور	7	5
متبادل	7	6
پنکھ	7	4
بحث	7	3
بھلا	7	4
وایلیٹ	7	6
ممتحن	7	5
کردار	7	5
ینی	7	3
پیٹر	7	4
سات	7	3
درخت	7	4
واک	7	3
یس	7	2
نشان	6	4
اعداد	6	5
سلطنت	6	5
کانگریس	6	7
رائے	6	4
شکار	6	4
حمایت	6	5
نورٹن	6	5
ٹاؤن	6	4
لاگت	6	4
سیاسی	6	5
امکانات	6	7
اختتام	6	6
-آپ	6	3
ذکر	6	3
مئی	6	3
ھیںچو	6	5
معاملات	6	7
واحد	6	4
چللا	6	4
پہنچ	6	4
ایل	6	3
آزادی	6	5
کچی	6	3
جرم	6	3
کئے	6	3
مہم	6	3
نکال	6	4
تشکیل	6	5
احترام	6	6
پریس	6	4
چیئرمین	6	7
شریمان	6	6
شہ	6	2
حقوق	6	4
بہنوں	6	5
پارٹی	6	5
کھلا	6	4
ہنسنا	6	5
پکڑا	6	4
مقصد	6	4
تاہم	6	4
-وہ	6	3
نتائج	6	5
مقابلہ	6	6
سبق	6	3
لکھ	6	3
روشن	6	4
وسیع	6	4
ٹکڑا	6	4
شکل	6	3
لندن	6	4
-مندرجہ	6	7
سیکرٹری	6	7
حل	6	2
نیند	6	4
سرخ	6	3
بناتا	6	5
شعبے	6	4
دکھائیں	6	7
ممکنہ	6	5
موڑ	6	3
معلومات	6	7
گھروں	6	5
گلی	6	3
اصلی	6	4
ڈالو	6	4
جیل	6	3
مقدمہ	6	5
چلاتے	6	5
ماضی	6	4
چھٹکارا	6	7
مراکش	6	5
رسوخ	6	4
ٹھہرو	6	5
گدھ	6	3
گدقوں	6	5
لگی	6	3
ماہی	6	4
گیری	6	4
معروف	6	5
باورچی	6	6
نندک	6	4
شیطانوں	6	7
پرجیوی	6	6
کٹ	6	2
رشوت	6	4
خواب	6	4
رہونگا	6	6
اشتراک	6	6
پانیوں	6	6
سلسلے	6	5
آدھی	6	4
نازیوں	6	6
واقف	6	4
ایتھوپیا	6	8
بندوقیں	6	7
کیش	6	3
عمدہ	6	4
محبوب	6	5
جانبدار	6	7
بھوری	6	5
دشمن	6	4
سلون	6	4
ملیں	6	4
وزیٹر	6	5
ایمائل	6	6
سرزمین	6	6
کاک	6	3
آن	6	2
زنگ	6	3
آلود	6	4
باد	6	3
انتہائی	6	7
پہن	6	3
چومو	6	4
بارش	6	4
اوسلو	6	5
علم	6	3
خطا	6	3
اعزاز	6	5
اٹھ	6	3
دشمنوں	6	6
شپمنٹ	6	5
سادہ	6	4
ٹکٹ	6	3
مفت	6	3
بلغاریہ	6	7
گلے	6	3
جنوری	6	5
مقبوضہ	6	6
انداز	6	5
سمجھو	6	5
پوائنٹ	6	6
دوستی	6	5
فیصد	6	4
مطلع	6	4
ٹاور	6	4
دھند	6	4
جوزف	6	4
سردی	6	4
-بڑبڑانا	6	8
چاند	6	4
بھینس	6	5
روتھ	6	4
چلنا	6	4
سمجھتے	6	6
برف	6	3
پلا	6	3
چھری	6	4
ووٹنگ	6	5
فہرست	5	5
پتھر	5	4
مجموعہ	5	6
پس	5	2
مکان	5	4
بہہ	5	3
آف	5	2
انچارج	5	6
سوالات	5	6
انکار	5	5
مسلسل	5	5
مسئلہ	5	5
مرتبہ	5	5
طلاق	5	4
ہفتوں	5	5
ہاؤس	5	4
اچانک	5	5
جرمنی	5	5
رہنماؤں	5	7
دورہ	5	4
زاویہ	5	5
-میں	5	4
رابطے	5	5
کلب	5	3
سوچو	5	4
جنرل	5	4
تیچر	5	4
بھولنے	5	6
جائیداد	5	7
اہتمام	5	6
مشرق	5	4
اے	5	2
اضافہ	5	5
احاطہ	5	5
سفید	5	4
آبادی	5	5
دلیل	5	4
سنبھال	5	6
روکو	5	4
پبلک	5	4
بھال	5	4
کھونے	5	5
طریقوں	5	6
منتخب	5	5
استحقاق	5	7
اٹھایا	5	6
امکان	5	5
نکالا	5	5
منسلک	5	5
خاندانوں	5	8
بیٹھنے	5	6
کھا	5	3
لاپتہ	5	5
غائب	5	4
خصوصی	5	5
شہری	5	4
تھکے	5	4
کینڈی	5	5
مجسموں	5	6
تالیاں	5	6
بجانے	5	5
ہا	5	2
شہرت	5	4
مشروبات	5	7
بالوں	5	5
ایسے	5	4
معاشرے	5	6
سینڈ	5	4
شوقین	5	5
پرانا	5	5
جونیئر	5	6
لگے	5	3
گائیکی	5	6
پارلر	5	5
حفاظت	5	5
استغاثہ	5	7
چاہیں	5	5
پیر	5	3
لکھنے	5	5
جرائم	5	5
شرائط	5	5
قدرتی	5	5
اداکاری	5	7
مایوس	5	5
بولنے	5	5
اعلی	5	4
حد	5	2
الجھن	5	5
بیگ	5	3
سروس	5	4
گلاس	5	4
ردی	5	3
جادو	5	4
چھوٹ	5	4
یلسی	5	4
آگاہ	5	4
بڑھ	5	3
سوائن	5	5
کمینے	5	5
کمشنر	5	5
گزر	5	3
بہر	5	3
اعصاب	5	5
کرتی	5	4
سستا	5	4
کونے	5	4
چادر	5	4
باوجود	5	6
پریشانی	5	7
چھاپوں	5	6
ادارے	5	5
تقسیم	5	5
ساکھ	5	4
فنڈز	5	4
ٹیم	5	3
رحم	5	3
اشتعال	5	6
یمل	5	3
پنسل	5	4
پال	5	3
ہینرچ	5	5
چلنے	5	4
ونڈو	5	4
کھولو	5	5
فرانز	5	5
آگ	5	2
چھو	5	3
کود	5	3
چکی	5	3
داؤ	5	3
درخواست	5	7
ایمان	5	5
زندگیوں	5	7
تباہ	5	4
قید	5	3
رواج	5	4
پروفیسر	5	7
وقفے	5	4
فتح	5	3
خاموش	5	5
فاڑ	5	3
کھیلنے	5	6
جھوٹا	5	5
ڈرنک	5	4
صد	5	2
حقدار	5	5
سنبھالا	5	7
کن	5	2
تیسرا	5	5
رومانوی	5	7
پہنچنے	5	6
مانگ	5	4
بتاتے	5	5
پکڑے	5	4
لیتے	5	4
تب	5	2
آدھے	5	4
تیزی	5	4
نمائش	5	5
پریوں	5	5
نامی	5	4
شاندار	5	6
جورجی	5	5
کیپسول	5	6
طوفان	5	5
سام	5	3
بال	5	3
کہانیاں	5	7
ایڈ	5	3
پارک	5	4
ہاتھوں	5	6
آہ	5	2
پوائنٹس	5	7
بالٹیمور	5	8
سینے	5	4
وار	5	3
شور	5	3
مثبت	5	4
رفتار	5	5
گھبراہٹ	5	7
راوی	4	4
ریگستان	4	7
کامیابی	4	7
ٹن	4	2
محل	4	3
مویشی	4	5
سمندر	4	5
میدان	4	5
قیمتی	4	5
روزانہ	4	6
کولوراڈو	4	8
سٹریٹ	4	5
چیف	4	3
کمیٹی	4	5
ملکیت	4	5
فاشسٹ	4	5
مذاکرات	4	7
زور	4	3
