word_form	frequency	length
avond	31	5
trouwen	31	7
eerst	31	5
kubelik	31	7
washington	30	10
stad	30	4
hulp	30	4
leren	30	5
hoofd	30	5
want	30	4
oorlog	30	6
zorg	30	4
heet	30	4
jongen	30	6
den	30	3
sinds	29	5
gek	29	3
gelukkig	29	8
krijg	29	5
vroeg	29	5
ogen	29	4
liefde	29	6
deur	28	4
open	28	4
gebeurt	28	7
dochter	28	7
generaal	28	8
bijna	28	5
spijt	28	5
jaren	28	5
hart	28	4
geweldig	28	8
jongens	28	7
dingen	28	6
eigen	28	5
hé	28	2
kolonel	28	7
cesare	28	6
mingos	28	6
handen	27	6
genomen	27	7
zoek	27	4
water	27	5
papa	27	4
geheim	27	6
beginnen	27	8
nacht	27	5
nemen	27	5
vrouwen	27	7
broeder	27	7
ie	27	2
paar	27	4
gebeuren	27	8
wetsvoorstel	27	12
zoeken	26	6
zes	26	3
plan	26	4
spreken	26	7
kent	26	4
graag	26	5
bedankt	26	7
beetje	26	6
wou	26	3
slaapwandelaar	26	14
houd	25	4
voel	25	4
verloren	25	8
druk	25	4
ziek	25	4
moeilijk	25	8
terwijl	25	7
geeft	25	5
vergeten	25	8
gebruikt	25	8
zult	25	4
zoiets	25	6
film	25	4
vreemd	25	6
meteen	25	6
eigenlijk	25	9
gaf	25	3
dames	25	5
volgende	25	8
's	25	2
gelijk	25	6
karl	25	4
voorzichtig	24	11
tom.	24	4
welke	24	5
veilig	24	6
nieuw	24	5
haal	24	4
geluk	24	5
moment	24	6
mezelf	24	6
liet	24	4
gehad	24	5
sorry	24	5
krijgt	24	6
zee	24	3
houdt	24	5
gekomen	24	7
dagen	24	5
geloof	24	6
eindelijk	24	9
baby	24	4
gravin	24	6
zoon	24	4
indianen	24	8
etienne	24	7
vallen	23	6
schoenen	23	8
oog	23	3
mogelijk	23	8
langs	23	5
vertrekken	23	10
officier	23	8
manier	23	6
verlaten	23	8
tussen	23	6
enkel	23	5
verhaal	23	7
hyde	23	4
fran	23	4
long	23	4
tijdens	22	7
zet	22	3
zat	22	3
opnieuw	22	7
pakken	22	6
lichaam	22	7
nieuws	22	6
werkt	22	5
staan	22	5
neemt	22	5
zeer	22	4
vrede	22	5
horen	22	5
mens	22	4
kuzco	22	5
help	22	4
hull	22	4
jolene	21	6
onderzoek	21	9
gevaar	21	6
daarom	21	6
bank	21	4
hoop	21	4
spoor	21	5
hoeveel	21	7
halen	21	5
per	21	3
valt	21	4
sterven	21	7
bedoel	21	6
verzet	21	6
juist	21	5
dieren	21	6
mevrouw	21	7
gezegd	21	6
kate	21	4
essex	21	5
soms	21	4
mis	20	3
doelwit	20	7
leek	20	4
leugen	20	6
praat	20	5
vaak	20	4
tracy	20	5
brengt	20	6
derde	20	5
hield	20	5
stuur	20	5
the	20	3
men	20	3
kant	20	4
lopen	20	5
pak	20	3
lama	20	4
woont	20	5
slecht	20	6
pap	20	3
anderen	20	7
trots	20	5
voorbij	20	7
wees	20	4
rust	19	4
gebracht	19	8
werkte	19	6
vanwege	19	7
maanden	19	7
directeur	19	9
geval	19	5
groot	19	5
bellen	19	6
vanaf	19	5
ergens	19	6
proberen	19	8
soort	19	5
koning	19	6
redden	19	6
keizer	19	6
zon	19	3
luister	19	7
bouwen	19	6
koningin	19	8
john	19	4
auto	19	4
enkele	19	6
louise	19	6
voelt	18	5
geheime	18	7
route	18	5
lucht	18	5
bezig	18	5
gisteren	18	8
boek	18	4
pijn	18	4
klinkt	18	6
geloven	18	7
kans	18	4
reden	18	5
hetzelfde	18	9
ander	18	5
alsof	18	5
liefste	18	7
reis	18	4
tweede	18	6
langer	18	6
kronk	18	5
minuten	18	7
ziel	18	4
leg	18	3
qua	18	3
kamer	18	5
gehoord	18	7
kamper	18	6
laurier	18	7
euh	18	3
henriette	18	9
wenk	18	4
onderweg	17	8
mond	17	4
veranderd	17	9
bloed	17	5
gebroeders	17	10
grootste	17	8
eerder	17	6
gingen	17	6
hond	17	4
nummer	17	6
antwoorden	17	10
woods	17	5
betreft	17	7
archimedes	17	10
zodra	17	5
belangrijk	17	10
vlug	17	4
elk	17	3
inderdaad	17	9
vond	17	4
blij	17	4
deel	17	4
gemaakt	17	7
werden	17	6
vindt	17	5
ach	17	3
arme	17	4
feest	17	5
zuster	17	6
appartement	17	11
ridder	17	6
allen	17	5
volk	17	4
zaken	17	5
bergen	17	6
landheer	17	8
monsieur	17	8
madame	17	6
ziekenhuis	16	10
vermoord	16	8
dezelfde	16	8
chinese	16	7
maand	16	5
voordat	16	7
tien	16	4
aanwijzing	16	10
vanuit	16	6
vierde	16	6
team	16	4
agent	16	5
echtgenoot	16	10
stoppen	16	7
half	16	4
neer	16	4
maan	16	4
mooie	16	5
eén	16	3
boven	16	5
oom	16	3
juffrouw	16	8
trein	16	5
tante	16	5
onmiddellijk	16	12
lieve	16	5
doden	16	5
allebei	16	7
vorstin	16	7
goedemorgen	16	11
vraagt	16	6
verwacht	16	8
ethne	16	5
sanderson	16	9
march	16	5
chi-chi	16	7
buurt	15	5
parker	15	6
beloof	15	6
politieke	15	9
volgens	15	7
fbi	15	3
whitefog	15	8
gestolen	15	8
m.	15	2
lijst	15	5
mr	15	2
stellen	15	7
woord	15	5
rest	15	4
wraak	15	5
verdient	15	8
zichzelf	15	8
overal	15	6
huwelijk	15	8
mijnheer	15	8
dorp	15	4
zodat	15	5
echte	15	5
steek	15	5
broer	15	5
vertrek	15	7
frankrijk	15	9
luitenant	15	9
sta	15	3
indiaan	15	7
duitse	15	6
hetty	15	5
boord	14	5
seconden	14	8
sleutels	14	8
hoogte	14	6
hierheen	14	8
archief	14	7
helaas	14	6
getrouwd	14	8
kopie	14	5
bereiken	14	8
hè	14	2
zeven	14	5
mijne	14	5
wet	14	3
kracht	14	6
erbij	14	5
eerlijk	14	7
hard	14	4
waarheid	14	8
begin	14	5
vertaling	14	9
sturen	14	6
veranderen	14	10
hoeft	14	5
gegeven	14	7
blijft	14	6
gevoel	14	6
jezelf	14	6
slechts	14	7
gebruiken	14	9
gevangenis	14	10
klein	14	5
week	14	4
meester	14	7
richard	14	7
woorden	14	7
ten	14	3
raad	14	4
liever	14	6
vechten	14	7
geworden	14	8
bed	14	3
dansen	14	6
olsen	14	5
weken	14	5
kaarten	14	7
vrij	14	4
mira	14	4
danton	14	6
justitie	14	8
moord	13	5
erop	13	4
begrepen	13	8
belt	13	4
verraad	13	7
nek	13	3
wilden	13	6
maakte	13	6
namen	13	5
springs	13	7
snor	13	4
gevraagd	13	8
naast	13	5
verbergen	13	9
auto's	13	6
erin	13	4
red	13	3
waard	13	5
stond	13	5
aardig	13	6
ervoor	13	6
orde	13	4
luisteren	13	9
diner	13	5
contact	13	7
bericht	13	7
ding	13	4
ter	13	3
zoveel	13	6
witte	13	5
ene	13	3
betalen	13	7
george	13	6
beneden	13	7
verleden	13	8
ontslag	13	7
rug	13	3
welkom	13	6
eer	13	3
medicijn	13	8
brief	13	5
dollar	13	6
dame	13	4
donderdag	13	9
strijd	13	6
betekent	13	8
heil	13	4
vuur	13	4
hauen	13	5
belangrijke	13	11
vloedgolf	13	9
kári	13	4
david	13	5
asjeblieft	13	10
hitler	13	6
carozza	13	7
verteld	12	7
opdracht	12	8
wapens	12	6
langley	12	7
locatie	12	7
evacuatie	12	9
hoek	12	4
nationaal	12	9
prachtig	12	8
probleem	12	8
voelde	12	6
droeg	12	5
code	12	4
duurt	12	5
minuut	12	6
kun	12	3
plek	12	4
brug	12	4
geprobeerd	12	10
liz	12	3
duim	12	4
haat	12	4
ermee	12	5
regering	12	8
begint	12	6
bracht	12	6
gestuurd	12	8
gegaan	12	6
voelen	12	6
zonde	12	5
ontmoet	12	7
tafel	12	5
spel	12	4
voorstellen	12	11
leger	12	5
vijand	12	6
new	12	3
neef	12	4
kreeg	12	5
vrijheid	12	8
ver	12	3
kwaad	12	5
gezicht	12	7
probeer	12	7
middernacht	12	11
londen	12	6
persoonlijk	12	11
mrs	12	3
drank	12	5
dobisch	12	7
vorige	12	6
vooral	12	6
la	12	2
roep	12	4
indien	12	6
dans	12	4
mahdi	12	5
geweer	12	6
ochtend	12	7
monte	12	5
scène	12	5
moordenaar	12	10
nellie	12	6
boerderij	12	9
bartlett	12	8
mohikanen	12	9
judith	12	6
kano	12	4
hmm	12	3
marguerite	12	10
aristocraten	12	12
wachtwoord	12	10
werkkamp	11	8
ambulance	11	9
schiet	11	6
d.c.	11	4
bureau	11	6
krant	11	5
donald	11	6
geregeld	11	8
vliegtuig	11	9
gevangen	11	8
verliefd	11	8
erger	11	5
aannemen	11	8
jammer	11	6
gebied	11	6
zetten	11	6
halifax	11	7
straat	11	6
wegwezen	11	8
boodschap	11	9
herinnering	11	11
lief	11	4
medelijden	11	10
cisco	11	5
bewijzen	11	8
ziens	11	5
kwijt	11	5
zover	11	5
loop	11	4
ligt	11	4
aarde	11	5
plezier	11	7
mocht	11	5
genezen	11	7
nam	11	3
plannen	11	7
rond	11	4
uiteindelijk	11	12
rechts	11	6
groter	11	6
schuld	11	6
geest	11	5
burger	11	6
hoort	11	5
jurk	11	4
dicht	11	5
lange	11	5
ring	11	4
mogen	11	5
oud	11	3
onschuldig	11	10
baard	11	5
bidden	11	6
gezin	11	5
heer	11	4
willoughby	11	10
noch	11	4
ontmoeten	11	9
vreselijke	11	10
excelsior	11	9
jacht	11	5
ontbrekende	11	11
nath	11	4
stap	10	4
amerika	10	7
controle	10	8
gespecialiseerd	10	15
bacteriële	10	10
vlak	10	4
foto's	10	6
biologische	10	11
radford	10	7
braaf	10	5
verzoek	10	7
vertrokken	10	10
kort	10	4
pagosa	10	6
ieder	10	5
agro-chem	10	9
tel	10	3
waarvoor	10	8
aangedaan	10	9
besteld	10	7
geheimen	10	8
rolph	10	5
gebroken	10	8
pannenkoeken	10	12
pols	10	4
loopt	10	5
elizabeth	10	9
gestopt	10	7
nationale	10	9
gesprek	10	7
gebeurde	10	8
geduld	10	6
daarmee	10	7
herinner	10	8
begrijpen	10	9
ruilen	10	6
vaarwel	10	7
bekend	10	6
links	10	5
wakker	10	6
wezen	10	5
daarna	10	6
vergeef	10	7
claucus	10	7
ontdekt	10	7
hotel	10	5
vol	10	3
bezoek	10	6
draai	10	5
hoogheid	10	8
yzma	10	4
bedoelt	10	7
wens	10	4
straks	10	6
stuk	10	4
rivier	10	6
vertrouwen	10	10
beloofd	10	7
gele	10	4
gebruik	10	7
bouw	10	4
vrijdag	10	7
lift	10	4
tenminste	10	9
uitleggen	10	9
tijdje	10	6
jeff	10	4
lieverd	10	7
patiënt	10	7
stel	10	4
herinnert	10	9
beiden	10	6
vele	10	4
rijk	10	4
castleton	10	9
gij	10	3
lees	10	4
spinelli	10	8
cabello	10	7
liane	10	5
contract	10	8
rita	10	4
excuseer	10	8
noemen	10	6
schoonheid	10	10
vrees	10	5
battling	10	8
ejvind	10	6
nathaniel	10	9
grootvader	10	10
kleig	10	5
china	9	5
gevangene	9	9
briefje	9	7
restaurant	9	10
helpt	9	5
gesproken	9	9
cia	9	3
via	9	3
verboden	9	8
toegang	9	7
ontwerpen	9	9
school	9	6
al.	9	3
gekregen	9	8
koken	9	5
mochten	9	7
haast	9	5
eraan	9	5
overheid	9	8
daarvan	9	7
camera's	9	8
perfect	9	7
vastgehouden	9	12
mening	9	6
gelukt	9	6
straf	9	5
formule	9	7
boten	9	5
eerlijkheid	9	11
slaan	9	5
tegenhouden	9	11
gehouden	9	8
lachen	9	6
delen	9	5
lastig	9	6
kerel	9	5
persoon	9	7
vent	9	4
duren	9	5
weinig	9	6
succes	9	6
positie	9	7
probeert	9	8
hey	9	3
vlucht	9	6
leden	9	5
raket	9	5
lid	9	3
verlaat	9	7
trek	9	4
september	9	9
uren	9	4
nydia	9	5
schande	9	7
villa	9	5
hiij	9	4
pacha	9	5
prima	9	5
best	9	4
eet	9	3
heuvel	9	6
verkeerde	9	9
bezorgd	9	7
gif	9	3
lekker	9	6
schat	9	5
toekomst	9	8
slim	9	4
lag	9	3
slapen	9	6
west	9	4
afspraak	9	8
geboren	9	7
muziek	9	6
begrijpt	9	8
meisjes	9	7
geschreven	9	10
jong	9	4
arts	9	4
vertrekt	9	8
club	9	4
malvolio	9	8
margaretha	9	10
trench	9	6
lafaard	9	7
betekenen	9	9
licht	9	5
vorst	9	5
jacques	9	7
bewaard	9	7
klopt	9	5
bijbel	9	6
blind	9	5
storm	9	5
mm	9	2
halla	9	5
dief	9	4
millicent	9	9
saulsbourg	9	10
balling	9	7
gedachte	8	8
getuigen	8	8
liep	8	4
gemist	8	6
genaamd	8	7
oorlogsvoering	8	14
chinezen	8	8
emotioneel	8	10
neus	8	4
geloofde	8	8
zweer	8	5
onderzoeken	8	11
symir	8	5
klant	8	5
tabak	8	5
reken	8	5
genoegdoening	8	13
rij	8	3
soep	8	4
erom	8	4
achtergelaten	8	13
geniet	8	6
bruine	8	6
stof	8	4
pardon	8	6
vervoeren	8	9
handboeien	8	10
opschieten	8	10
vermist	8	7
overtuigd	8	9
grond	8	5
bereid	8	6
dreiging	8	8
afgelopen	8	9
recht	8	5
haalt	8	5
val	8	3
geschenk	8	8
cel	8	3
deden	8	5
zoekt	8	5
eindigen	8	8
ergste	8	6
vriendelijk	8	11
direct	8	6
kennen	8	6
basis	8	5
punt	8	4
papieren	8	8
ontvangen	8	9
sluit	8	5
midden	8	6
terecht	8	7
paleis	8	6
plicht	8	6
verlangen	8	9
slaat	8	5
jone	8	4
arbaces	8	7
gered	8	5
buurman	8	7
vriendschap	8	11
lodewijk	8	8
ii	8	2
scheiden	8	8
uwe	8	3
vonden	8	6
zomaar	8	6
ije	8	3
ontslagen	8	9
armen	8	5
pad	8	3
duidelijk	8	9
gebleven	8	8
tenzij	8	6
hangen	8	6
jouwe	8	5
besluit	8	7
dragen	8	6
nietwaar	8	8
ontsnappen	8	10
vergeven	8	8
geheel	8	6
robert	8	6
nottingham	8	10
toestemming	8	11
kirkeby	8	7
speelt	8	6
vriendin	8	8
kwamen	8	6
rijden	8	6
kerst	8	5
indruk	8	6
telefoon	8	8
antwoord	8	8
paard	8	5
waarschuwen	8	11
slaappillen	8	11
stil	8	4
vergeet	8	7
gedacht	8	7
duivel	8	6
macht	8	5
vincent	8	7
britse	8	6
soldaat	8	7
carré	8	5
regiment	8	8
verliezen	8	9
keek	8	4
vreemde	8	7
onmogelijk	8	10
hemel	8	5
francs	8	6
gebeden	8	7
marty	8	5
hierna	8	6
donkere	8	7
professor	8	9
middag	8	6
bossen	8	6
verdomde	8	8
wynn	8	4
terje	8	5
duitsland	8	9
lucy	8	4
verschillende	8	13
terugval	8	8
kabinet	8	7
jaarmarkt	8	9
martha	8	6
sir	8	3
franse	8	6
aandacht	8	8
hartrott	8	8
robespierre	8	11
markies	8	7
aristocraat	8	11
naartoe	7	7
vermiste	7	8
ongetwijfeld	7	12
paniek	7	6
gaande	7	6
wetenschapper	7	13
voorzorg	7	8
negatief	7	8
ervandoor	7	9
gebeld	7	6
eetkamer	7	8
kelder	7	6
gezocht	7	7
kookt	7	5
roeren	7	6
rekening	7	8
lijn	7	4
enig	7	4
heli	7	4
boodschapper	7	12
wolf	7	4
vestje	7	6
betaalt	7	7
waarvan	7	7
hoelang	7	7
momenteel	7	9
kook	7	4
vasthouden	7	10
toevallig	7	9
kapot	7	5
hartje	7	6
schoen	7	6
haven	7	5
schip	7	5
obsessie	7	8
neerzetten	7	10
project	7	7
noemt	7	5
directe	7	7
speel	7	5
leggen	7	6
grappig	7	7
knap	7	4
bestaan	7	7
bezorgen	7	8
wonen	7	5
schelen	7	7
gebruikte	7	9
eentje	7	6
laatst	7	6
fijn	7	4
gebouw	7	6
astronomen	7	10
legt	7	4
behalve	7	7
iedere	7	6
liggen	7	6
ondanks	7	7
touw	7	4
drinken	7	7
york	7	4
ontsnapt	7	8
priester	7	8
sterke	7	6
baan	7	4
waarde	7	6
slechte	7	7
münchen	7	7
kopen	7	5
bevel	7	5
gewone	7	6
stoel	7	5
makkelijk	7	9
honger	7	6
opruimen	7	8
redenen	7	7
geweten	7	7
terugkomt	7	9
bad	7	3
prijs	7	5
viel	7	4
kop	7	3
welk	7	4
lanyon	7	6
zorgt	7	5
boze	7	4
lot	7	3
tijden	7	6
meter	7	5
goedenavond	7	11
zomer	7	5
bar	7	3
buddy-boy	7	9
jas	7	3
gefeliciteerd	7	13
foto	7	4
koffie	7	6
leeft	7	5
slaapt	7	6
verdwenen	7	9
domme	7	5
gekozen	7	7
nederlandse	7	11
veer	7	4
ouwe	7	4
brits	7	5
godsnaam	7	8
angst	7	5
begonnen	7	8
job	7	3
eugene	7	6
ann	7	3
teveel	7	6
noah	7	4
wolven	7	6
los	7	3
jagen	7	5
halfbloed	7	9
restauratie	7	11
sheriff	7	7
huwen	7	5
teresa	7	6
beroep	7	6
uitgevoerd	7	10
rijke	7	5
mysterieuze	7	11
europa	7	6
seth	7	4
belden	7	6
bumppo	7	6
krijger	7	7
chingachgook	7	12
hutter	7	6
valkenoog	7	9
huh	7	3
marcelo	7	7
speciale	7	8
armand	7	6
gestapo	7	7
degelijke	7	9
vaudrey	7	7
guillotine	7	10
hartstilstand	6	13
vooruit	6	7
adrenaline	6	10
bedek	6	5
hezbollah	6	9
verdachte	6	9
dayton	6	6
verhuisd	6	8
computer	6	8
lagen	6	5
opgegeven	6	9
organisatie	6	11
agenda	6	6
weggehaald	6	10
virale	6	6
ressler	6	7
vervoer	6	7
crofton	6	7
dienst	6	6
schreef	6	7
th	6	2
constitution	6	12
gemeld	6	6
adams	6	5
morgan	6	6
pan	6	3
vermoeiend	6	10
billy	6	5
salter	6	6
des	6	3
zweren	6	6
oogpunt	6	7
zakelijk	6	8
vies	6	4
dna	6	3
compressor	6	10
analyseer	6	9
druppel	6	7
afgezet	6	7
cindy	6	5
rijbewijs	6	9
p.	6	2
afgeleverd	6	10
schrijf	6	7
bibliotheek	6	11
waterpomp	6	9
garage	6	6
waterpompen	6	11
pakje	6	5
chemisch	6	8
maïsboeren	6	10
elf	6	3
schuur	6	6
preston	6	7
doos	6	4
falls	6	5
goedemiddag	6	11
raymond	6	7
serienummer	6	11
kippenbouillon	6	14
citroensap	6	10
miljoenen	6	9
smeekte	6	7
afspraakje	6	10
afkeken	6	7
naakte	6	6
wiskundige	6	10
vloeistof	6	9
verplaatsing	6	12
verplaatsen	6	11
kustwacht	6	9
dorst	6	5
onderhandelingen	6	16
vrachtschip	6	11
smokkelwaar	6	11
smokkeloperatie	6	15
gesmokkeld	6	10
lamp	6	4
kluisnummer	6	11
attent	6	6
leiden	6	6
ontmoette	6	9
weggaan	6	7
invloed	6	7
vermoorden	6	10
gevaarlijk	6	10
ntsb	6	4
vanmorgen	6	9
archieven	6	9
vandaan	6	7
doorheen	6	8
opnemen	6	7
motor	6	5
sneller	6	7
ideaal	6	6
handel	6	6
verzeker	6	8
rijdt	6	5
vertelde	6	8
stuurde	6	7
verspild	6	8
relatie	6	7
brak	6	4
breek	6	5
gaten	6	5
kip	6	3
aangekomen	6	10
groep	6	5
minder	6	6
helicopter	6	10
toestel	6	7
mist	6	4
aankomen	6	8
opdagen	6	7
versie	6	6
commissie	6	9
ongeluk	6	7
kanon	6	5
plots	6	5
vlag	6	4
ster	6	4
ontdekken	6	9
enorme	6	6
coupeau	6	7
zoo	6	3
ongelukkige	6	11
regie	6	5
vriendelijke	6	12
tracht	6	6
redt	6	4
omstandigheden	6	14
november	6	8
opera	6	5
dresden	6	7
zwager	6	6
gearresteerd	6	12
eenzaam	6	7
hel	6	3
burgers	6	7
snap	6	4
opgelost	6	8
durft	6	5
opzij	6	5
sla	6	3
gewaad	6	6
vroeger	6	7
tand	6	4
moe	6	3
bouwt	6	5
boom	6	4
hout	6	4
droom	6	5
dom	6	3
zwaar	6	5
wind	6	4
meestal	6	7
kiezen	6	6
kwade	6	5
zy	6	2
daarvoor	6	8
kasalewsky	6	10
eenige	6	6
acte	6	4
vertelt	6	7
afscheid	6	8
stuurt	6	6
top	6	3
c.c.	6	4
negen	6	5
woon	6	4
acht	6	4
dreyfuss	6	8
promotie	6	8
raak	6	4
universiteit	6	12
joan	6	4
spreek	6	6
deuren	6	6
verkouden	6	9
hoezo	6	5
secretaresse	6	12
e.	6	2
wiens	6	5
adres	6	5
weekend	6	7
tenslotte	6	9
vrolijk	6	7
leeg	6	4
melden	6	6
ongerust	6	8
lunch	6	5
medicijnen	6	10
beslist	6	7
tussentitels	6	12
zolang	6	6
kerk	6	4
soedan	6	6
vertrouw	6	8
onthoud	6	7
britten	6	7
sterk	6	5
abou	6	4
beschermen	6	10
aanleggen	6	9
sluiten	6	7
volledig	6	8
dwaas	6	5
gevangenen	6	10
orders	6	6
molen	6	5
konden	6	6
dezen	6	5
waarschijnlijk	6	14
originele	6	9
gevallen	6	8
koud	6	4
geweld	6	6
excuseert	6	9
gelegenheid	6	11
teruggekomen	6	12
betrokken	6	9
dromen	6	6
dick	6	4
titels	6	6
centrum	6	7
verleiding	6	10
komaan	6	6
liefdadigheid	6	13
bologna	6	7
oosten	6	6
bestaat	6	7
limehouse	6	9
veldwachter	6	11
akte	6	4
lijden	6	6
berlijn	6	7
oudste	6	6
alan	6	4
holstenwall	6	11
franzis	6	7
hierrrrheen	6	11
moorden	6	7
moore	6	5
anna's	6	6
dochters	6	8
beroofd	6	7
oever	6	5
duitser	6	7
renoir	6	6
neutraal	6	8
stierf	6	6
compiègne	6	9
tirannie	6	8
zieke-kleine-rijke-meisje	6	25
patiã	6	5
mark	6	4
changzhou	5	9
cc	5	2
handelen	5	8
moordonderzoek	5	14
eng	5	3
rennen	5	6
gedragen	5	8
uitkomen	5	8
samenwerkten	5	12
paranoïde	5	9
ontvoeringen	5	12
undercoverteam	5	14
yunnan	5	6
andrews	5	7
echo	5	4
tango	5	5
brandend	5	8
neergestorte	5	12
liefst	5	6
ernaar	5	6
suiker	5	6
boeken	5	6
gezeten	5	7
mooier	5	6
brave	5	5
bantam	5	6
doorverbinden	5	13
buitengewoon	5	12
verlangde	5	9
bewijsmateriaal	5	15
vernietigen	5	11
vingerafdrukken	5	15
geschilderd	5	11
analyse	5	7
hall	5	4
beha	5	4
geoffrey	5	8
seevers	5	7
lever	5	5
openbare	5	8
creek	5	5
hielp	5	5
repareert	5	9
herinneringen	5	13
gaschromatografie	5	17
smeermiddelen	5	13
ethefon	5	7
tabakproductie	5	14
boeren	5	6
overgestapt	5	11
gok	5	3
sabusawa	5	8
ecuador	5	7
uitstekend	5	10
church	5	6
periodiek	5	9
systeem	5	7
vg	5	2
avgolemono	5	10
bak	5	3
