word_form	frequency	length
enemmän	66	7
lukuun	65	6
tarkoitettuja	65	13
ilmoitettava	65	12
heidän	65	6
edistäminen	65	11
kestävän	65	8
the	64	3
joilta	64	6
vastaavan	64	9
tulisi	64	6
sosiaalista	64	11
alueilla	64	8
täysin	63	6
uusien	63	6
alkuperäinen	63	12
huomautuksia	63	12
alakohdan	63	9
väittämät	63	9
eurooppalaisten	63	15
varojen	63	7
eli	62	3
miljoonaa	62	9
liikenne-	62	9
muassa	62	6
kehittämisen	62	12
käsittelyssä	61	12
puhemiestä	61	10
vahvistetaan	61	12
jätetty	61	7
uudelleen	61	9
toimenpiteitä	61	13
teksti	61	6
palvelujen	61	10
liittyviä	61	9
markkinoiden	61	12
työllisyyden	61	12
sovellettava	60	12
kuuleminen	60	10
pyrittävä	60	9
tarkoituksena	60	13
asianmukaisesti	59	15
voisi	59	5
säännöt	59	7
ehdottaa	59	8
säädetään	59	9
oikeus	59	6
muistuttaa	59	10
liittyvien	59	10
tuotteiden	59	10
tarkoitetun	59	11
jatkaa	59	6
tietoja	58	7
antanut	58	7
tammikuuta	58	10
aloilla	58	7
vaatii	58	6
eurooppalainen	58	14
työntekijöiden	58	14
välittämään	57	11
antamaan	57	8
ottamatta	56	9
voimassa	56	8
vaan	56	4
asetusta	56	8
tehtävät	56	8
avun	56	4
johon	56	5
ihmisten	56	8
nojalla	56	7
eay:n	56	5
kehitystä	56	9
maaseutualueiden	56	16
ehdotetaan	55	10
vastaavat	55	9
saattaa	55	7
vuoteen	55	7
seuraavien	55	10
jäsenvaltioille	55	15
muihin	55	6
niihin	55	6
kuitenkaan	55	10
edellytykset	55	12
tason	55	5
kansalaisten	55	12
tekstin	54	7
esittämään	54	10
esittelijät	54	11
kautta	54	6
varmistamiseksi	54	15
kuluttajan	54	10
hetkellä	54	8
huomiota	54	8
vaatimuksia	54	11
kolmas	53	6
luoda	53	5
viranomainen	53	12
vuotta	53	6
tietojen	53	8
lisätä	53	6
voida	53	5
vuosina	53	7
vaikutus	53	8
talouden	53	8
paikallisten	53	12
asioiden	53	8
välisen	53	7
rahoituksen	53	11
syytä	52	5
säännöksiä	52	10
lausuntoa	52	9
sellaisena	52	10
koskevassa	52	10
yhteisöjen	52	10
kehittämistä	52	12
sille	52	5
toimiin	52	7
sopimus	52	7
varmistettava	51	13
viimeistään	51	11
maaliskuuta	51	11
kaikilla	51	8
toimielinten	51	12
tavoitteet	51	10
maan	51	4
määrän	51	6
kehittäminen	51	12
olen	51	4
kerran	51	6
tyhjää	50	6
noudattaen	50	10
aina	50	4
valtioiden	50	10
sisältyy	50	8
kertomuksen	50	11
määrää	50	6
tehdään	50	7
toimintaan	50	10
mukainen	50	8
tuote	50	5
terveysväittämän	50	16
rahoitusta	50	10
varoja	50	6
tieto-	50	6
kiinnittämään	49	13
aikoo	49	5
tapauksessa	49	11
koskevasta	49	10
kaikissa	49	8
paremmin	49	8
tiedon	49	6
tarkoitus	49	9
tarkoitettujen	49	14
kestävää	49	8
laadun	49	6
tuotteen	49	8
etenkin	49	7
muu	49	3
terveysväittämät	49	16
huomauttaa	49	10
tutkimus-	48	9
kuulemismenettely	48	17
yhteinen	48	8
alueellisten	48	12
merkitys	48	8
jolloin	48	7
parantaminen	48	12
maa-	48	4
tuotteita	48	9
väittämiä	48	9
kielellä	48	8
kansainvälisen	48	14
oikeudellisten	48	14
ohjelman	48	8
dohan	48	5
pois	47	4
viranomaisten	47	13
ajan	47	4
oli	47	3
menettelyä	47	10
saavuttamiseksi	47	15
tehokkaasti	47	11
koskevaa	47	8
osuus	47	5
energian	47	8
elintarvike	47	11
lukien	47	6
kuluttajien	47	11
in	47	2
tuen	47	4
teollisuus-	46	11
kohdat	46	6
määritellään	46	12
ollut	46	5
kyseisten	46	9
väittämän	46	9
käyttöä	46	7
ravintoaineen	46	13
myönteisenä	46	11
merkille	46	8
toimikautta	46	11
tapauksia	45	9
kyse	45	4
yli	45	3
erityisen	45	9
vastaa	45	6
täytäntöönpanoa	45	15
yritykset	45	9
yhdessä	45	7
strategian	45	10
toimiluvan	45	10
päätöslauselman	45	15
neuvottelujen	45	13
yksiköiden	44	10
sopimuksessa	44	12
niistä	44	6
jan	44	3
onko	44	4
lähtien	44	7
vuosien	44	7
joista	44	6
yhden	44	5
päätökseen	44	10
esitetään	44	9
myöntää	44	7
perustuvat	44	10
soveltamista	44	12
sisällyttämään	44	14
julkisia	44	8
eu:ssa	44	6
teemavuoden	44	11
jäsen	44	5
hyväksyntämenettely	43	19
huomio	43	6
osiin	43	5
hyväksymisestä	43	14
järjestelmän	43	12
vastaavien	43	10
minkä	43	5
antaneet	43	8
tarkistuksen	43	12
maissa	43	6
hyväksyä	43	8
tarkoitettu	43	11
vaikutuksia	43	11
selkeästi	43	9
asemassa	43	8
työpaikkojen	43	12
yhteisestä	42	10
pääsyä	42	6
heinäkuuta	42	10
tiedonannon	42	11
silloin	42	7
elinten	42	7
direktiiviksi	42	13
tavoitteita	42	11
tehtävien	42	9
ett	42	3
osallistumista	42	14
sisällä	42	7
merkittävästi	42	13
maailman	42	8
panee	42	5
julkisten	42	9
yhtiön	42	6
käytettävät	41	11
oikeusperustaan	41	15
tekstissä	41	9
of	41	2
huomattavia	41	11
jäljempänä	41	10
palautetaan	41	11
toteuttaa	41	9
tehdyn	41	6
huomattavasti	41	13
sääntöjä	41	8
lisätään	41	8
suhteen	41	7
turvallisuuden	41	14
sektorin	41	8
marraskuuta	41	11
olevat	41	6
toimijoiden	41	11
yhä	41	3
kesäkuuta	41	9
osallistua	41	10
liitteessä	41	10
tärkeä	41	6
köyhyyden	41	9
hallinnon	41	9
kehittämiseen	41	13
tukeminen	41	9
puolueiden	41	10
eusopimuksen	40	12
sellaisiin	40	10
asianmukaista	40	13
mukaisia	40	8
päättää	40	7
mahdollista	40	11
toukokuuta	40	10
he	40	2
ehdotuksessa	40	12
säännökset	40	10
varmistetaan	40	12
valvonnan	40	9
itse	40	4
vahvistaa	40	9
pohjalta	40	8
yhteistyötä	40	11
taloudellista	40	13
symbolit	39	8
eysopimuksen	39	12
mainitun	39	8
liittyvistä	39	11
tärkeitä	39	8
esitetty	39	8
saavuttaa	39	9
kansallisella	39	13
nopeasti	39	8
vähentää	39	8
kansalaiset	39	11
olevia	39	6
vastaavaa	39	9
oletettavasti	39	13
sisältöinen	39	11
varmistamaan	39	12
tulokset	39	8
ohjelmien	39	9
rakennus-	39	9
unioni	39	6
liikenteen	39	10
monimuotoisuuden	39	16
poliittisten	39	12
metsien	39	7
kyseisestä	38	10
yksiköt	38	7
pääoman	38	7
palveluja	38	9
tarvitaan	38	9
oikeusperusta	38	13
kolmen	38	6
asiaa	38	5
jäsenvaltiossa	38	14
elimen	38	6
eurooppalaista	38	14
riittävästi	38	11
soveltaa	38	8
johtaa	38	6
edistämiseksi	38	13
saadaan	38	7
torjumiseksi	38	12
markkinoilla	38	12
kehitys	38	7
kehitysmaiden	38	13
täytäntöönpanosta	38	17
myönnetään	38	10
varainhoidon	38	12
sisältyvät	38	10
yhdellä	38	7
ministerikokouksen	38	18
avustustoimien	38	14
merkitään	37	9
yhteistä	37	8
saatava	37	7
noin	37	4
mainittujen	37	11
voisivat	37	8
toimintaa	37	9
direktiivissä	37	13
alkaen	37	6
kyseessä	37	8
toteutetaan	37	11
mahdollisesti	37	13
tekemään	37	8
suoraan	37	7
suuri	37	5
tieteellisen	37	12
väittämien	37	10
osallistuminen	37	14
voitava	37	7
paitsi	37	6
erityistä	37	9
mahdollisuuksien	37	16
tavoite	37	7
syyskuuta	37	9
ympäristöä	37	10
yhteistyön	37	10
vähiten	37	7
eu	37	2
tuki	37	4
kanta	36	5
suhteessa	36	9
asetuksella	36	11
tiettyjen	36	9
riippumatta	36	11
lisääminen	36	10
kansalliset	36	11
yksityisen	36	10
tarvittavat	36	11
tarpeet	36	7
unionissa	36	9
oikeuksien	36	10
lainsäädäntöä	36	13
tarvetta	36	8
painottaa	36	9
hankkeen	36	8
koulutuksen	36	11
säädösehdotukseen	35	17
lihavoidulla	35	12
kursiivilla	35	11
pelkkää	35	7
kursivointia	35	12
säädösehdotuksen	35	16
korjattavaksi	35	13
virheelliset	35	12
kieliversiosta	35	14
jääneet	35	7
korjausehdotusten	35	17
päättävät	35	9
mitään	35	6
kansallisen	35	11
sääntöjen	35	9
ks.	35	3
hyväksyi	35	8
liian	35	5
useita	35	6
välttämätöntä	35	13
kyseiset	35	8
käsittelyn	35	10
tahansa	35	7
kuuluvat	35	8
pelkästään	35	10
missä	35	5
kaikkiin	35	8
perustamisesta	35	14
aineen	35	6
toimitettava	35	12
alan	35	4
rajat	35	5
saavutettu	35	10
tehokkuutta	35	11
käyttövaiheen	35	13
mahdollisuudet	35	14
laajuisten	35	10
jäseneksi	35	9
hallinto-	35	9
työllisyyttä	35	12
non	35	3
food	35	4
kyseinen	34	8
kaikille	34	8
välistä	34	7
ep:n	34	4
korvata	34	7
entistä	34	7
vaatimukset	34	11
käytettävä	34	10
direktiiviä	34	11
ulkopuolella	34	12
riittävän	34	9
lokakuuta	34	9
alakohdassa	34	11
kuluttajat	34	10
mainonnassa	34	11
erityiset	34	9
viitataan	34	9
arvioida	34	8
teollis-	34	8
suojelu	34	7
merkittävä	34	10
niillä	34	6
sopimukseen	34	11
osaltaan	34	8
huhtikuuta	34	10
mikronesian	34	11
josta	33	5
noudatettava	33	12
muutokset	33	9
tavoitteen	33	10
yleensä	33	7
yksinkertaistettu	33	17
komitean	33	8
yhteistyössä	33	12
yhteisö	33	7
tarkistukseen	33	13
oleva	33	5
b.	33	2
säilyttää	33	9
aineiden	33	8
mukaisen	33	8
ehdotukseen	33	11
mahdollisuutta	33	14
elintarvikkeita	33	15
liittyvän	33	9
osoitettu	33	9
viipymättä	33	10
koskevissa	33	10
perustuvan	33	10
kansainvälisten	33	15
alueellisen	33	11
toteuttamiseksi	33	15
etua	33	4
kestävä	33	7
kasvun	33	6
en	33	2
osastrategia	33	12
asian	32	5
näistä	32	6
aikaan	32	6
iii	32	3
kuuluu	32	6
päivästä	32	8
asiassa	32	7
jäsenvaltio	32	11
suurin	32	6
näitä	32	5
osin	32	4
terveyden	32	9
ravintoaineiden	32	15
kilpailukykyä	32	13
tekijänoikeuksien	32	17
keskeinen	32	9
maria	32	5
verkkojen	32	9
edistämään	32	10
metsätalouden	32	13
toimintalinjan	32	14
asianomaiset	31	12
määriteltävä	31	12
asianmukainen	31	13
valtion	31	7
määräysten	31	10
oikeusperustan	31	14
nykyisten	31	9
kehittämään	31	11
täytäntöönpanon	31	15
vuodella	31	8
toisen	31	6
päivän	31	6
nyt	31	3
toimittaa	31	9
vakavien	31	8
kaksi	31	5
tuomioistuimen	31	14
kunnes	31	6
toisaalta	31	9
kansanterveyden	31	15
liittää	31	7
elintarvikkeet	31	14
perustuttava	31	12
koskeviin	31	9
kehitykseen	31	11
auttaa	31	6
yleisön	31	7
asiaan	31	6
asianmukaisen	31	13
tekee	31	5
välineen	31	8
maat	31	4
euron	31	5
kasvua	31	6
parlamenttia	31	12
kehittämiseksi	31	14
suojelun	31	8
salomonsaarten	31	14
nopeiden	31	8
rahoitusvälineen	31	16
teknisten	30	9
niissä	30	6
joko	30	4
ehdotuksella	30	12
lainsäädännössä	30	15
piiriin	30	7
asetusten	30	9
soveltamisalaan	30	15
sanamuoto	30	9
prosenttiin	30	11
tarkoitettua	30	12
mistä	30	5
osan	30	4
ulkopuolelle	30	12
taikka	30	6
toisessa	30	8
toimielimen	30	11
täyttää	30	7
saattavat	30	9
elintarvikealan	30	15
laadittava	30	10
järjestöjen	30	11
työn	30	4
maille	30	6
ympäristöön	30	11
vaiheessa	30	9
uusissa	30	7
viidellä	30	8
sukupuolten	30	11
nuorten	30	7
puheenjohtaja	30	13
sosiaalinen	30	11
maaseutualueilla	30	16
rakenneuudistusten	30	18
varsinkin	29	9
niille	29	6
kolme	29	5
tarkistettuna	29	13
kansallisia	29	11
prosentin	29	9
helpottaa	29	9
mainittu	29	8
esittelijän	29	11
sisällytettävä	29	14
sovelleta	29	9
määrin	29	6
enää	29	4
saavat	29	6
tärkein	29	7
terveysväittämiä	29	16
kohteena	29	8
elimet	29	6
vakavia	29	7
la	29	2
tuloksia	29	8
c.	29	2
alueellista	29	11
ottamaan	29	8
d.	29	2
pannaan	29	7
yhteiskunnan	29	12
olennaisen	29	10
viraston	29	8
pääsyn	29	6
satamapalvelujen	29	16
tekniset	28	8
vuodesta	28	8
muuttaminen	28	11
tieliikenteen	28	13
osittain	28	8
asianomaisten	28	13
vastaamaan	28	10
toteutettava	28	12
laatimaan	28	9
muodossa	28	8
voimaan	28	7
tällaisia	28	9
väittämään	28	10
arvioinnissa	28	12
tieteellisesti	28	14
sallittuja	28	10
usein	28	5
hakemus	28	7
seuraavan	28	9
rooli	28	5
ehdotusta	28	9
syystä	28	6
kohti	28	5
parantamiseksi	28	14
yleissopimuksen	28	15
valvontaviranomaisen	28	20
antamansa	28	9
giuseppe	28	8
tukemaan	28	8
ensisijaisten	28	13
osakkeet	28	8
seuraavasti	27	11
infrastruktuurin	27	16
kilpailua	27	9
kehitettävä	27	11
edit	27	4
van	27	3
yleisiä	27	7
toteuttamista	27	13
tavaroiden	27	10
kolmansien	27	10
yleistä	27	7
ymmärtää	27	8
kokonaan	27	8
näihin	27	6
asia	27	4
p5	27	2
määritelmä	27	10
tarkoitetaan	27	12
noudatetaan	27	11
käytettävissä	27	13
soveltamisesta	27	14
verrattuna	27	10
toimenpiteiden	27	14
hyötyä	27	6
toimijat	27	8
terveysväittämä	27	15
vaikutusta	27	10
nimi	27	4
artiklaa	27	8
välinen	27	7
tutkimuksen	27	11
tiedoksi	27	8
luonnostaan	27	11
päätöksellä	27	11
tarjoaa	27	7
käyttöönottovaiheen	27	19
kilpailukyvyn	27	13
investoinnit	27	12
pöytäkirjan	27	11
johtajien	27	9
kompromissitarkistus	27	20
jäsenenä	27	8
koulutukseen	27	12
kohtaa	26	6
hyväksynyt	26	10
del	26	3
maría	26	5
toisella	26	8
tukien	26	6
asti	26	4
ongelmia	26	8
hyväksytään	26	11
tarkistuksia	26	12
perustaa	26	8
kannustaa	26	9
josé	26	4
kansallista	26	11
mukaisten	26	9
säännöistä	26	10
eurooppalaiset	26	14
annetussa	26	9
yhtä	26	4
alle	26	4
merkitsee	26	9
palvelun	26	8
toimenpiteet	26	12
päivään	26	7
taata	26	5
vaikuttavat	26	11
luettuina	26	9
näytön	26	6
yksityiskohtaiset	26	17
hakemuksen	26	10
hakijan	26	7
lainsäädäntö	26	12
tällainen	26	9
investointeja	26	13
säätää	26	6
kehittää	26	8
liittyy	26	7
termi	26	5
euroopassa	26	10
lisäarvoa	26	9
eay	26	3
kysymys	26	7
ohjelma	26	7
kokouksessa	26	11
käsitellään	26	11
kansalaisille	26	13
laadunvarmistus-	26	16
taloudellisia	26	13
liittyvää	26	9
lasten	26	6
säilyttäminen	26	13
sataman	26	7
paikallisen	26	11
lämmöntuotannossa	26	17
samoin	25	6
tarjoavat	25	9
eivätkä	25	7
suurempi	25	8
asetukseen	25	10
ep:lle	25	6
ainakin	25	7
hän	25	3
todetaan	25	8
viikon	25	6
kohtaan	25	7
soveltamisalan	25	14
mieltä	25	6
ehdotukset	25	10
monet	25	5
el	25	2
tulevaisuudessa	25	15
vähemmän	25	8
vahvistettava	25	13
kattaa	25	6
taas	25	4
asettaa	25	7
tietoon	25	7
hyväksyntää	25	11
mahdollisuuden	25	14
valiokunnalle	25	13
lisää	25	5
aiheuttaa	25	9
pyynnön	25	7
tavoitteisiin	25	13
apuun	25	5
väline	25	6
talousarviosta	25	14
lisäämään	25	9
rahoitus	25	8
työpaikkoja	25	11
taloudellinen	25	13
gargani	25	7
korkeaasteen	25	12
sisäisen	25	8
hyödyntää	25	9
menettelynumero	25	15
göteborgin	25	10
jäähdytysalalla	25	15
biopolttoaineiden	25	17
kierroksen	25	10
hongkongissa	25	12
sisämarkkinoiden	24	16
liitteen	24	8
tavoin	24	6
asianmukaisia	24	13
määrätään	24	9
antonio	24	7
a6	24	2
kahden	24	6
pidä	24	4
esille	24	6
sosiaalikomitean	24	16
p5_ta-	24	6
kuuluvien	24	9
vai	24	3
pidettävä	24	9
osallistuvat	24	12
sellaisia	24	9
sääntelyn	24	9
mahdollistaa	24	12
päivää	24	6
saakka	24	6
vaatimusten	24	11
puitteet	24	8
merkittäviä	24	11
neuvotteluissa	24	14
kuulemisen	24	10
ruokavalion	24	11
luvun	24	5
oikeuden	24	8
maataloustuotteiden	24	19
ensisijaisesti	24	14
saataisiin	24	10
poliittiset	24	11
väestöstä	24	9
anna	24	4
manuel	24	6
edistettävä	24	11
välineiden	24	10
edistävät	24	9
muodostaa	24	9
uutta	24	5
päätökseksi	24	11
palvelut	24	8
tuettava	24	8
hankkeet	24	8
rahoitustuen	24	12
tasaarvon	24	9
syrjäytymisen	24	13
ryhmien	24	7
århusin	24	7
metsästrategian	24	15
tvt:n	24	5
kannasta	23	8
toiseen	23	7
noudattaa	23	9
suuntaviivojen	23	14
anne	23	4
alueellisia	23	11
toteuttamiseen	23	14
kyseenalaistaminen	23	18
jurilausunto	23	12
marie	23	5
annettujen	23	10
henkilöiden	23	11
tehtävänsä	23	10
tehtäviä	23	8
tällaisen	23	9
välisiä	23	7
rajoittaa	23	9
kolmannen	23	9
suotavaa	23	8
ta-	23	3
kuljettajan	23	11
tehokas	23	7
pitkän	23	6
jonkin	23	6
vastuussa	23	9
rajoittamatta	23	13
kuluttua	23	8
tiettyjä	23	8
kuluttajille	23	12
yleisölle	23	9
muuta	23	5
tieto	23	5
ell	23	3
asiakirjojen	23	12
täytäntöönpano	23	14
lisättävä	23	9
johtuu	23	6
parhaillaan	23	11
suojelemiseksi	23	14
tunnustaa	23	9
ulkoiseen	23	9
tarjoajien	23	10
myöhemmin	23	9
hankkeissa	23	10
johtajan	23	8
toiminut	23	8
maatalouspolitiikan	23	19
liittovaltion	23	13
uusiutuvista	23	12
viestintätekniikan	23	18
valmiustoimien	23	14
hätätilanteita	23	14
hätätilanteiden	23	15
johtoelimen	23	11
suosituksen	22	11
kantaa	22	6
tarve	22	5
etuja	22	5
johdosta	22	8
vastata	22	7
rahoitusmäärän	22	14
budglausunto	22	12
elin	22	4
toteuttamisesta	22	15
muille	22	6
edellyttäen	22	11
tärkeänä	22	8
luettelon	22	9
michael	22	7
robert	22	6
antaman	22	7
hätätilanteissa	22	15
jne.	22	4
takaisin	22	8
kyseistä	22	8
yrityksen	22	9
artiklaan	22	9
määritellä	22	10
soveltaminen	22	12
tuotteisiin	22	11
rajoituksia	22	11
luettelo	22	8
käytöstä	22	8
tieteelliseen	22	13
hyväksynnän	22	11
vastaanottamisesta	22	18
noudattamaan	22	12
muissa	22	6
yleisen	22	7
ehdotuksia	22	10
tukee	22	5
aikavälillä	22	11
myöntämistä	22	11
mukaista	22	8
alueen	22	6
ferreira	22	8
toiminta	22	8
mielestäni	22	10
rahoitukseen	22	12
markkinoita	22	11
nro	22	3
toimivat	22	8
täysimääräisesti	22	16
asema	22	5
vuosittain	22	10
e.	22	2
energiaverkkojen	22	16
huolehdittava	22	13
hallintoneuvosto	22	16
taloudellisesti	22	15
metsäpalojen	22	12
kalastusta	22	10
energialähteistä	22	16
maaseutualueet	22	14
hongkongin	22	10
hyväksytyt	21	10
estää	21	5
peter	21	5
huolimatta	21	10
tavoitteista	21	12
erityisiä	21	9
poistaa	21	7
yhteisössä	21	10
olevista	21	8
voimaantulosta	21	14
tarkastusten	21	12
mielestä	21	8
ilmoittaa	21	9
joitakin	21	8
olevassa	21	8
tapahtuu	21	8
myönnettävä	21	11
yhteen	21	6
komitea	21	7
poistaminen	21	11
tarkoitetuista	21	14
olevaa	21	6
elimistön	21	9
säännöllisesti	21	14
ehdotettu	21	9
mainitut	21	8
hyväksytyn	21	10
helposti	21	8
viranomaiselle	21	14
yrityksille	21	11
erityinen	21	9
muuttaa	21	7
taloudellisten	21	14
perinteisten	21	12
hyväksi	21	7
oikeudet	21	8
maita	21	5
ery	21	3
talousarviota	21	13
nykyistä	21	8
luominen	21	8
tärkeätä	21	8
asemaa	21	6
kulttuuri-	21	10
rahoitusvälineiden	21	18
politiikkojen	21	13
miesten	21	7
kertomusten	21	11
tasapaino	21	9
vakavissa	21	9
kauppaa	21	7
aikavälin	21	9
tuotannon	21	9
kalastuksen	21	11
antamiseksi	20	11
toimivien	20	9
teollisuuden	20	12
richard	20	7
laatia	20	6
jopa	20	4
vuosi	20	5
säädettyjen	20	11
kuinka	20	6
siis	20	4
monia	20	5
nähden	20	6
osoittaa	20	8
yleinen	20	7
suuntaviivat	20	12
parantamaan	20	11
väestön	20	7
etujen	20	6
yleisten	20	8
avoimuuden	20	10
välttämiseksi	20	13
ainetta	20	7
ravitsemuksellinen	20	18
vaikuta	20	7
hyväksyttävä	20	12
muista	20	6
korvataan	20	9
vaatia	20	6
seikat	20	6
komitealle	20	10
tilanne	20	7
tilannetta	20	10
rasvahappoja	20	12
valiokuntaa	20	11
mietintöönsä	20	12
luonnostaan'	20	12
yleisistä	20	9
koskevaan	20	9
politiikan	20	10
thomas	20	6
saatavuutta	20	11
kansalaisia	20	11
valtioista	20	10
eurooppalaisesta	20	16
esiin	20	5
määrärahat	20	10
