word_form	frequency	length
lkummissjoni	44	12
responsabbli	44	12
first	44	5
inċiż	44	5
tas	44	3
sustanza	44	8
finanzjarji	44	11
standards	44	9
sostituti	44	9
agricultural	44	12
liżbona	44	7
użati	43	5
liema	43	5
titolu	43	6
number	43	6
possibbli	43	9
tnaqqis	43	7
filwaqt	43	7
uffiċjali	43	9
funds	43	5
regions	43	7
rrapport	43	8
both	43	4
forêts	43	6
approvata	42	9
żgurat	42	6
jiżguraw	42	8
min	42	3
sena	42	4
taken	42	5
concerned	42	9
rapporteurs	42	11
irregoli	42	8
issir	42	5
darba	42	5
territorjali	42	12
filqafas	42	8
general	42	7
main	42	4
della	42	5
agrikolu	42	8
leġiżlattiva	41	12
ddirettiva	41	10
persuni	41	7
lammont	41	7
mistrieħ	41	8
rregolament	41	11
azzjonijiet	41	11
referenza	41	9
so	41	2
kummerċjali	41	11
lazzjonijiet	41	12
relatati	41	8
fl	41	2
aċċess	41	6
definiti	41	8
ilfruntieri	41	11
egcc	41	4
period	41	6
countries	41	9
improving	41	9
systems	41	7
following	41	9
dei	41	3
talforesti	41	10
sur	41	3
partijiet	40	9
tgħin	40	5
lillpresident	40	13
sistemi	40	7
diċembru	40	8
jkollhom	40	8
lawtoritajiet	40	13
regoli	40	6
pajjiżi	40	7
legislation	40	11
view	40	4
point	40	5
appropriate	40	11
ue	40	2
tagħti	40	6
ħsara	40	5
tingħata	40	8
essenzjali	40	10
laċċess	40	7
interess	40	8
discrimination	40	14
since	40	5
budgetary	40	9
political	40	9
context	40	7
bliskop	39	7
tard	39	4
meħtieġa	39	8
inqas	39	5
jaqsam	39	6
specific	39	8
time	39	4
when	39	4
effett	39	6
tintuża	39	7
baxx	39	4
further	39	7
una	39	3
box	39	3
environmental	39	13
subparagrafu	38	12
għandhomx	38	9
aħjar	38	5
tieħu	38	5
ġurnata	38	7
plenary	38	7
saħħa	38	5
nutrijent	38	9
mitluba	38	7
euratom	38	7
citizens	38	8
opportunities	38	13
agriculture	38	11
economy	38	7
die	38	3
ittest	37	6
istruzzjonijiet	37	15
attivitajiet	37	12
lgħan	37	5
lkundizzjonijiet	37	16
filparagrafu	37	12
jannar	37	6
jintużaw	37	8
than	37	4
bodies	37	6
applikazzjoni	37	13
talkwalità	37	10
jistabbilixxi	37	13
referenzi	37	9
politika	37	8
lobjettivi	37	10
civil	37	5
necessary	37	9
mandato	37	7
partikularment	37	14
training	37	8
das	37	3
programmes	37	10
environment	37	11
européenne	37	10
tattest	36	7
tasservizzi	36	11
jgħaddi	36	7
based	36	5
tippreżenta	36	11
working	36	7
two	36	3
strategy	36	8
place	36	5
needs	36	5
jridu	36	5
nutrizzjoni	36	11
lista	36	5
filkuntest	36	10
lmod	36	4
lgħoti	36	6
lgħanijiet	36	10
crossborder	36	11
do	36	2
ogħla	36	5
ħdan	36	4
account	36	7
value	36	5
what	36	4
est	36	3
growth	36	6
tarraba	36	7
leġiżlattiv	35	11
differenti	35	10
bilgħan	35	7
without	35	7
company	35	7
well	35	4
lappoġġ	35	7
tassaħħa	35	8
jintlaħqu	35	9
listrument	35	10
help	35	4
each	35	4
where	35	5
were	35	4
ekonomiċi	35	9
expenditure	35	11
possible	35	8
al	35	2
response	35	8
contribute	35	10
over	35	4
relevanti	34	9
marzu	34	5
eżistenti	34	9
tad	34	3
kuljum	34	6
certain	34	7
conditions	34	10
ewlenin	34	7
matul	34	5
jkollu	34	6
nutrijenti	34	10
nutrittiv	34	9
trid	34	4
levalwazzjoni	34	13
rigward	34	7
stati	34	5
amministrattiv	34	14
impact	34	6
finance	34	7
priorities	34	10
sources	34	7
promoting	34	9
indent	34	6
means	34	5
axis	34	4
crops	34	5
konġunt	33	7
kompetenti	33	10
trasport	33	8
xogħol	33	6
service	33	7
filkumitat	33	10
tipprovdi	33	9
oħrajn	33	6
different	33	9
tliet	33	5
imsemmija	33	9
juri	33	4
lprodott	33	8
tradizzjonali	33	13
iddata	33	6
laktar	33	6
riżultat	33	8
flue	33	4
potential	33	9
international	33	13
talbaġit	33	8
rights	33	6
talpolitika	33	11
levels	33	6
being	33	5
sejħa	33	5
plan	33	4
politique	33	9
suġġetti	32	8
effiċjenti	32	10
ġew	32	3
meħtieġ	32	7
jittieħdu	32	9
lartikoli	32	9
imsemmi	32	7
cases	32	5
approach	32	8
talħaddiema	32	11
issa	32	4
isir	32	4
taħriġ	32	6
għandux	32	7
marbuta	32	7
jipprovdi	32	9
kwistjonijiet	32	13
sodju	32	5
strutturali	32	11
magħmula	32	8
illiġi	32	6
favur	32	5
kwantità	32	8
tagħmel	32	7
iddeċiżjoni	32	11
jaqsmu	32	6
question	32	8
future	32	6
kwalità	32	7
available	32	9
nomina	32	6
poverty	32	7
networks	31	8
normali	31	7
tfisser	31	7
jkunx	31	5
common	31	6
regards	31	7
companies	31	9
body	31	4
field	31	5
many	31	4
użu	31	3
ssaħħa	31	6
ġunju	31	5
xahar	31	5
nutrizzjonali	31	13
millinqas	31	9
taddikjarazzjoni	31	16
settembru	31	9
importance	31	10
very	31	4
way	31	3
annwali	31	7
għallaffarijiet	31	15
ledukazzjoni	31	12
contribution	31	12
products	31	8
taddirettur	31	11
activity	31	8
equality	31	8
education	31	9
technologies	31	12
ilpożizzjoni	30	12
imma	30	4
millġdid	30	8
strateġija	30	10
xhur	30	4
diġitali	30	8
dispożizzjonijiet	30	17
jsir	30	4
tiżgura	30	7
konformità	30	10
most	30	4
industry	30	8
announced	30	9
iddispożizzjonijiet	30	19
ikollu	30	6
fil	30	3
ġej	30	3
għallużu	30	8
applikabbli	30	11
dieta	30	5
talprodott	30	10
mhix	30	4
prodott	30	7
forom	30	5
lawtorizzazzjoni	30	16
lapplikant	30	10
objective	30	9
relevant	30	8
element	30	7
attention	30	9
capital	30	7
proġetti	30	8
progress	30	8
soċjetà	30	7
promote	30	7
lawdituri	30	9
research	30	8
lkomunikazzjoni	30	15
relocation	30	10
tiġġedded	30	9
forestière	30	10
aux	30	3
kundizzjonijiet	29	15
inkluż	29	6
tattrasport	29	11
loħra	29	5
might	29	5
provides	29	8
third	29	5
principle	29	9
essential	29	9
substitutes	29	11
fiha	29	4
sustanzi	29	8
xjentifiku	29	10
fiżjoloġiku	29	11
neċessarji	29	10
dejjem	29	6
bbażati	29	7
globali	29	7
ħames	29	5
implimentazzjoni	29	16
greater	29	7
legislative	29	11
ilkunsill	29	9
given	29	5
talproġetti	29	11
equal	29	5
policies	29	8
gender	29	6
cultural	29	8
positive	29	8
kbar	29	4
iħeġġeġ	29	7
sustainable	29	11
heating	29	7
ict	29	3
miċħuda	28	7
kontroll	28	8
individwali	28	11
points	28	6
effective	28	9
sorveljanza	28	11
novembru	28	8
forma	28	5
ċar	28	3
lisem	28	5
flanness	28	8
cohesion	28	8
used	28	4
regard	28	6
principles	28	10
non	28	3
fost	28	4
talqorti	28	8
administrative	28	14
prijoritarji	28	12
bosta	28	5
projects	28	8
guidelines	28	10
groups	28	6
strateġiku	28	10
qui	28	3
forestier	28	9
share	28	5
forestry	28	8
flartikoli	27	10
emendat	27	7
rilevanti	27	9
għallenerġija	27	13
lulju	27	5
awtorizzati	27	11
ksur	27	4
isiru	27	5
definit	27	7
provision	27	9
preċedenti	27	10
ħidma	27	5
fatturi	27	7
ċerti	27	5
propost	27	7
kulturali	27	9
ugwali	27	6
talfondi	27	8
end	27	3
ilpolitika	27	10
miljun	27	6
rapid	27	5
give	27	4
talħatra	27	8
lishma	27	6
agenzie	27	7
against	27	7
partikolarment	27	14
natural	27	7
cooling	27	7
preparedness	27	12
uċuħ	27	4
europäischen	27	12
pereżempju	26	10
għattrasport	26	12
jaqbel	26	6
jiżviluppaw	26	11
talba	26	5
fittriq	26	7
millistati	26	10
malproċedura	26	12
tinkludi	26	8
riskju	26	6
2a	26	2
terzi	26	5
position	26	8
key	26	3
however	26	7
considers	26	9
transport	26	9
procedures	26	10
jemenda	26	7
iżjed	26	5
ilkaż	26	5
diversi	26	7
middata	26	7
permessi	26	8
linnovazzjoni	26	13
da	26	2
titlob	26	6
lillawtorità	26	12
speċjali	26	8
ser	26	3
ġiet	26	4
irriżultati	26	11
talkomunitajiet	26	15
ilfrażi	26	7
parteċipazzjoni	26	15
fundamentali	26	12
koeżjoni	26	8
eżekuttiv	26	9
ilprogramm	26	10
business	26	8
improve	26	7
ilproġetti	26	10
priority	26	8
changes	26	7
added	26	5
clear	26	5
jiġġedded	26	9
during	26	6
sectors	26	7
promotion	26	9
coordination	26	12
ilpromozzjoni	26	13
qu	26	2
talbiedja	26	9
parteien	26	8
approvat	25	8
lispejjeż	25	9
kkunsidrati	25	11
sistema	25	7
bbażata	25	7
millqrib	25	8
sehem	25	5
provisions	25	10
related	25	7
interests	25	9
appointed	25	9
lattivitajiet	25	13
każijiet	25	8
jilqa	25	5
minerali	25	8
humiex	25	6
adottata	25	8
mejju	25	5
agrikoli	25	8
aċċettata	25	9
miksuba	25	7
lħtiġijiet	25	10
eleġibbli	25	9
limpjiegi	25	9
achieve	25	7
nature	25	6
affairs	25	7
investiment	25	11
group	25	5
recent	25	6
funding	25	7
annual	25	6
better	25	6
għolja	25	6
diskussjoni	25	11
talvotazzjoni	25	13
che	25	3
change	25	6
monitoring	25	10
population	25	10
efficiency	25	10
iqis	25	4
għejun	25	6
lekonomija	25	10
farming	25	7
dass	25	4
għasservizzi	24	12
turi	24	4
proċeduri	24	9
stipulat	24	8
kbira	24	5
tul	24	3
ġie	24	3
massimu	24	7
accordance	24	10
el	24	2
sħiħ	24	4
medju	24	5
professjonali	24	13
total	24	5
lindustrija	24	11
linji	24	5
għassaħħa	24	9
lillkumitat	24	11
oqsma	24	5
assistance	24	10
performance	24	11
règlement	24	9
fondi	24	5
while	24	5
valur	24	5
lisbon	24	6
even	24	4
april	24	5
ishma	24	5
regolamenti	24	11
alla	24	4
dell	24	4
nisa	24	4
lpromozzjoni	24	12
opportunitajiet	24	15
impjieg	24	7
sound	24	5
opinions	24	8
exclusion	24	9
minister	24	8
assurance	24	9
terms	24	5
ifakkar	24	7
secteur	24	7
tassajd	24	7
fish	24	4
und	24	3
ittielet	23	8
filpreparazzjoni	23	16
jikkonformaw	23	12
tagħmir	23	7
irid	23	4
stabbilita	23	10
ilperjodu	23	9
ġimgħa	23	6
lanness	23	7
above	23	5
aspects	23	7
amendment	23	9
text	23	4
title	23	5
rule	23	4
jingħataw	23	9
jikkonċernaw	23	12
hawn	23	4
lmiżuri	23	7
tistabbilixxi	23	13
sinifikanti	23	11
tajjeb	23	6
rwol	23	4
speċjalment	23	11
ordni	23	5
tarreġjuni	23	10
territorial	23	11
respect	23	7
involved	23	8
bissatellita	23	12
kapaċi	23	6
talproċedura	23	12
privati	23	7
paper	23	5
fittul	23	6
tassistemi	23	10
għassnin	23	8
riżorsi	23	7
provided	23	8
technical	23	9
ilmandat	23	8
mandat	23	6
tippromwovi	23	11
koordinazzjoni	23	14
develop	23	7
relation	23	8
accounts	23	8
independence	23	12
professional	23	12
life	23	4
linjam	23	6
competitiveness	23	15
talħajja	23	8
jisħaq	23	6
lassi	23	5
farmers	23	7
riċerka	22	7
filkażi	22	7
lħtieġa	22	7
stipulata	22	9
biżżejjed	22	9
kollu	22	5
down	22	4
second	22	6
tasks	22	5
temenda	22	7
effettiva	22	9
lura	22	4
implimentati	22	12
mard	22	4
għallambjent	22	12
vitamini	22	8
grupp	22	5
jaħdmu	22	6
jikkontribwixxu	22	15
għaliha	22	7
jibqgħu	22	7
attenzjoni	22	10
ilparagrafu	22	11
100g	22	4
jingħata	22	8
miżjud	22	6
iddmirijiet	22	11
fact	22	4
include	22	7
instruments	22	11
existing	22	8
authorities	22	11
right	22	5
subject	22	7
responsibilities	22	16
high	22	4
risk	22	4
interest	22	8
fissettur	22	9
edit	22	4
investment	22	10
pjan	22	4
maria	22	5
laġenzija	22	9
valutazione	22	11
results	22	7
nies	22	4
fundamental	22	11
special	22	7
believe	22	7
diżastri	22	8
politischen	22	11
kunsens	21	7
millbażi	21	8
japprova	21	8
malħtiġijiet	21	12
infrastruttura	21	14
mezzi	21	5
komunikazzjoni	21	14
lart	21	4
effettiv	21	8
ilprinċipju	21	11
ikollhom	21	8
lattenzjoni	21	11
id	21	2
amendments	21	10
requirements	21	12
least	21	5
already	21	7
does	21	4
result	21	6
komponenti	21	10
iddefinizzjoni	21	14
letà	21	4
koperti	21	7
kategoriji	21	10
jiżdied	21	7
assi	21	4
jitpoġġa	21	8
pprovduta	21	9
tittieħed	21	9
artikoli	21	8
protezzjoni	21	11
żviluppati	21	10
flus	21	4
external	21	8
européen	21	8
jan	21	3
madwar	21	6
situation	21	9
especially	21	10
jgħinu	21	6
now	21	3
effect	21	6
ittalba	21	7
until	21	5
innominat	21	9
direttori	21	9
articolo	21	8
prima	21	5
tourism	21	7
term	21	4
office	21	6
jeħtieġ	21	7
ilkorp	21	6
example	21	7
create	21	6
culture	21	7
university	21	10
limpjieg	21	8
jobs	21	4
biofuels	21	8
tan	20	3
jiddependi	20	10
indikat	20	7
qawwija	20	7
indikazzjoni	20	12
inċentivi	20	9
laħjar	20	6
standard	20	8
ilkomunità	20	10
totali	20	6
siegħa	20	6
illinji	20	7
problems	20	8
structure	20	9
process	20	7
efforts	20	7
three	20	5
talprotezzjoni	20	14
emerġenza	20	9
illivell	20	8
ilmiżuri	20	8
simili	20	6
aċidi	20	5
lpreżentazzjoni	20	15
fliżvilupp	20	10
fuqhom	20	6
awtorizzazzjoni	20	15
għallikel	20	9
trade	20	5
gruppi	20	6
iddikjarazzjonijiet	20	19
organizzazzjonijiet	20	19
lkliem	20	6
tikkunsidra	20	11
meħuda	20	6
ilqorti	20	7
listandards	20	11
strument	20	8
miftuħa	20	7
listituzzjonijiet	20	17
konċernati	20	10
resolution	20	10
because	20	7
own	20	3
whether	20	7
a6	20	2
euro	20	4
talkontribuzzjoni	20	17
limmaniġġjar	20	12
justice	20	7
edukazzjoni	20	11
able	20	4
current	20	7
january	20	7
mozzjoni	20	8
manuel	20	6
defined	20	7
questione	20	9
procedura	20	9
issena	20	6
ġust	20	4
implementing	20	12
health	20	6
strategic	20	9
josé	20	4
independent	20	11
course	20	6
labour	20	6
irriżorsi	20	9
għattkabbir	20	11
tannisa	20	7
talkapital	20	10
tassimboli	19	10
nuqqasijiet	19	11
verżjoni	19	8
lkunsill	19	8
ekwivalenti	19	11
irregolamenti	19	13
fitterritorju	19	13
peress	19	6
1a	19	2
terz	19	4
ħaddiema	19	8
rregoli	19	7
proposals	19	9
several	19	7
see	19	3
discussed	19	9
den	19	3
malajr	19	6
fiddawl	19	7
lordni	19	6
persuna	19	7
ibbażata	19	8
fażi	19	4
jinkludu	19	8
jrid	19	4
organizzazzjoni	19	15
taxxaħam	19	8
tipproduċi	19	10
jirċievu	19	8
indipendenti	19	12
akbar	19	5
trattament	19	10
floqsma	19	7
legtc	19	5
integration	19	11
structural	19	10
achieved	19	8
establishing	19	12
established	19	11
referred	19	8
reduce	19	6
case	19	4
according	19	9
conseil	19	7
ippubblikata	19	12
ilqafas	19	7
għallperjodu	19	12
costs	19	5
ensuring	19	8
kienet	19	6
tent	19	4
full	19	4
million	19	7
reporting	19	9
tattressiq	19	10
giuseppe	19	8
rriżoluzzjoni	19	13
għajr	19	5
tarrappreżentant	19	16
intlaħqu	19	8
lugwaljanza	19	11
korp	19	4
organisations	19	13
issues	19	6
various	19	7
discharge	19	9
statement	19	9
finances	19	8
consider	19	8
developing	19	10
methods	19	7
reform	19	6
global	19	6
increasing	19	10
reġjuni	19	7
tkabbir	19	7
inclusion	19	9
inħawi	19	6
marine	19	6
ttkessiħ	19	8
emergencies	19	11
restructurations	19	16
i2010	19	5
ilkundizzjonijiet	18	17
lingwistika	18	11
suq	18	3
kapaċità	18	8
kas	18	3
kien	18	4
ittriq	18	6
juru	18	4
minimum	18	7
milli	18	5
speċifika	18	9
stess	18	5
jibqa	18	5
kumpaniji	18	9
jieħu	18	5
ċertu	18	5
bħalma	18	6
lkontenut	18	9
kkunsidrat	18	10
fittkabbir	18	10
talliġijiet	18	11
jirreferu	18	9
telf	18	4
applikant	18	9
ddritt	18	6
limpatt	18	7
linvestiment	18	12
madankollu	18	10
jippreżenta	18	11
100ml	18	5
sservizzi	18	9
produzzjoni	18	11
għallgħajnuna	18	13
materjali	18	9
flewropa	18	8
forms	18	5
marie	18	5
galileo	18	7
proġett	18	7
lġodda	18	6
biljun	18	6
content	18	7
application	18	11
għallassigurazzjoni	18	19
jippromwovu	18	11
ilprijoritajiet	18	15
jibbenefikaw	18	12
netwerks	18	8
far	18	3
rinnovo	18	7
si	18	2
ddiskriminazzjoni	18	17
describe	18	8
same	18	4
audits	18	6
diversity	18	9
constitutional	18	14
initiatives	18	11
am	18	2
concern	18	7
play	18	4
large	18	5
talkumpanija	18	12
göteborg	18	8
ne	18	2
pas	18	3
bois	18	4
traité	18	6
être	18	4
strategies	18	10
għassuq	18	7
linklużjoni	18	11
diversification	18	15
food	18	4
nonfood	18	7
lpartiti	18	8
adottat	17	7
tipa	17	4
korsiva	17	7
korsiv	17	6
korrezzjoni	17	11
żbalji	17	6
ovvji	17	5
ilkorrezzjonijiet	17	17
għallqbil	17	9
network	17	7
lebda	17	5
diskriminazzjoni	17	16
ilħtieġa	17	8
taddrittijiet	17	13
lorganizzazzjoni	17	16
tistipula	17	9
tarregolamenti	17	14
tapplika	17	8
intrapriżi	17	10
għallkontroll	17	13
varji	17	5
itself	17	6
reflect	17	7
lkomunità	17	9
jgħin	17	5
millanqas	17	9
lilma	17	5
jitqies	17	7
iridu	17	5
sar	17	3
effettivi	17	9
mqabbla	17	7
jinkoraġġixxi	17	13
melħ	17	4
ewlieni	17	7
jużaw	17	5
meqjusa	17	7
ammont	17	6
jiddeskrivu	17	11
evitati	17	7
promozzjoni	17	11
saturat	17	7
apparti	17	7
leffetti	17	8
indikati	17	8
teżamina	17	8
jinkludi	17	8
analiżi	17	7
effetti	17	7
ilbżonn	17	7
issuq	17	5
sorsi	17	5
metodi	17	6
prijorità	17	9
loriġini	17	8
għalliskopijiet	17	15
firregoli	17	9
ittwaqqif	17	9
konvenzjoni	17	11
capacity	17	8
initiative	17	10
draft	17	5
prevent	17	7
participation	17	13
proposition	17	11
art	17	3
talprogramm	17	11
tassettur	17	9
another	17	7
review	17	6
considered	17	10
proper	17	6
difficult	17	9
efficient	17	9
għallproġetti	17	13
aid	17	3
kumitati	17	8
prattiċi	17	8
parlamento	17	10
delle	17	5
lingwa	17	6
europeo	17	7
evaluation	17	10
young	17	5
javier	17	6
who	17	3
useful	17	6
chairman	17	8
impjiegi	17	8
isejjaħ	17	7
ddrittijiet	17	11
mesures	17	7
lgħarfien	17	9
lesklużjoni	17	11
joffru	16	6
loperaturi	16	10
industrijali	16	12
koerenti	16	8
jistax	16	6
tiżdied	16	7
każi	16	4
tippubblika	16	11
flistess	16	8
3a	16	2
għalih	16	6
issue	16	5
aims	16	4
recital	16	7
balance	16	7
less	16	4
flemendi	16	8
għandhiex	16	9
filfutur	16	8
ewlenija	16	8
tinforma	16	8
bbilanċjata	16	11
direttament	16	11
fissensazzjoni	16	14
tajba	16	5
segwenti	16	8
ilkonsumatur	16	12
tistax	16	6
ittikketta	16	10
post	16	4
dewmien	16	7
iddritt	16	7
deċiżjonijiet	16	13
filġurnal	16	9
ilprotezzjoni	16	13
raġunijiet	16	10
impatt	16	6
lfatt	16	5
irrigward	16	9
lkumitat	16	8
esterna	16	7
ffinanzjati	16	11
fond	16	4
rapida	16	6
jinħoloq	16	8
