word_form	frequency	length
oh	91	2
mr.	91	3
omdat	90	5
na	90	2
kleine	89	6
alle	87	4
waren	87	5
einde	87	5
z'n	86	3
oude	86	4
echt	85	4
zeker	85	5
toe	85	3
eerste	85	6
keer	84	4
dokter	84	6
zoals	83	5
vriend	83	6
wilt	83	4
geef	82	4
wist	81	4
vandaag	80	7
vinden	80	6
elke	80	4
maken	80	5
anders	79	6
nieuwe	78	6
wacht	77	5
krijgen	77	7
staat	76	5
moeder	75	6
kind	75	4
zie	75	3
snel	73	4
xiaoping	73	8
god	73	3
baxter	73	6
eten	72	4
drie	72	4
kon	72	3
wereld	72	6
zegt	71	4
gevonden	71	8
allemaal	71	8
kwam	71	4
'm	70	2
land	70	4
gezien	69	6
wilde	69	5
geweest	69	7
moest	69	5
miss	69	4
gewoon	68	6
jouw	68	4
gedaan	68	6
doet	68	4
net	68	3
reddington	67	10
blijven	67	7
binnen	66	6
natuurlijk	66	10
stad	65	4
zitten	65	6
niemand	65	7
meisje	65	6
dacht	64	5
iedereen	64	8
morgen	63	6
achter	63	6
buiten	63	6
één	63	3
zelf	63	4
niks	63	4
jack	63	4
vragen	62	6
tom	61	3
neem	61	4
jim	61	3
hand	60	4
dank	60	4
jonge	60	5
zelfs	60	5
congreslid	60	10
heel	59	4
vind	59	4
ziet	59	4
verder	59	6
nacht	59	5
breng	58	5
hele	58	4
erg	58	3
bedrijf	58	7
praten	57	6
maak	57	4
beste	57	5
von	57	3
georgia	57	7
me.	56	3
hen	56	3
laatste	56	7
naam	56	4
vast	55	4
deed	55	4
kunt	55	4
big	55	3
mannen	54	6
li	54	2
houden	54	6
geld	54	4
geven	54	5
brengen	53	7
thuis	52	5
mooi	52	4
vertellen	52	9
beter	52	5
blijf	51	5
wachten	51	7
politie	51	7
zag	51	3
later	51	5
goede	51	5
vertel	51	6
vraag	51	5
genoeg	51	6
graaf	51	5
hoor	50	4
bloed	50	5
helpen	50	6
elkaar	50	6
hadden	50	6
zouden	49	6
bang	49	4
heren	49	5
zaak	48	4
geleden	48	7
pas	48	3
samen	48	5
lijkt	48	5
ooit	48	4
zorgen	48	6
zoek	47	4
enige	47	5
hart	47	4
ogen	47	4
word	47	4
plaats	47	6
u.	47	2
ging	46	4
denken	46	6
wanneer	45	7
vanavond	45	8
helikopter	45	10
terwijl	45	7
helemaal	45	8
denkt	45	5
volgende	45	8
eerst	45	5
idee	44	4
hoofd	44	5
avond	44	5
eigen	44	5
julio	44	5
vasseur	44	7
kantoor	43	7
zo'n	43	4
eruit	43	5
steeds	43	6
vrouwen	43	7
vrienden	43	8
harry	43	5
ark	43	3
heinrich	43	8
oké	42	3
verlaten	42	8
ken	41	3
spijt	41	5
leuk	41	4
rustig	41	6
alstublieft	41	11
liefde	41	6
familie	41	7
gravin	41	6
neen	41	4
evan	41	4
zoeken	40	6
open	40	4
gek	40	3
kijken	40	6
vijf	40	4
mens	40	4
beetje	40	6
jekyll	40	6
hé	40	2
caligari	40	8
heks	40	4
stop	39	4
sleutel	39	7
geluk	39	5
want	39	4
zorg	39	4
kinderen	39	8
duivel	39	6
anna	39	4
washington	38	10
sinds	38	5
verloren	38	8
vier	38	4
bijna	38	5
heen	38	4
hulp	38	4
geheim	38	6
oorlog	38	6
precies	38	7
klaar	38	5
officier	38	8
gebeurd	37	7
tijdens	37	7
pavlovich	37	9
alsjeblieft	37	11
graag	37	5
vroeg	37	5
lichaam	37	7
maakt	37	5
nemen	37	5
werden	37	6
parijs	37	6
wou	37	3
dochter	36	7
broers	36	6
gelukkig	36	8
vergeten	36	8
kent	36	4
jaren	36	5
heet	36	4
jongen	36	6
dingen	36	6
wagner	36	6
's	36	2
blanke	36	6
ha	36	2
nosferatu	36	9
deur	35	4
volgen	35	6
begrijp	35	7
zult	35	4
krijg	35	5
ervan	35	5
film	35	4
broeders	35	8
langs	35	5
verzet	35	6
houdt	35	5
trouwen	35	7
verhaal	35	7
boot	34	4
hoop	34	4
keen	34	4
halen	34	5
water	34	5
problemen	34	9
koning	34	6
zee	34	3
dagen	34	5
broeder	34	7
eindelijk	34	9
ziel	34	4
voel	33	4
veilig	33	6
gevaar	33	6
ziek	33	4
werken	33	6
haal	33	4
gaf	33	3
maan	33	4
meester	33	7
geloof	33	6
mevrouw	33	7
wees	33	4
kolonel	33	7
bel	32	3
gebeurt	32	7
spreken	32	7
hallo	32	5
hield	32	5
mogelijk	32	8
aarde	32	5
liet	32	4
deel	32	4
reis	32	4
manier	32	6
ver	32	3
ie	32	2
sheldrake	32	9
zoon	32	4
hut	32	3
plan	31	4
genomen	31	7
lizzy	31	5
leren	31	5
moment	31	6
beginnen	31	8
geweldig	31	8
tweede	31	6
tussen	31	6
zon	31	3
kubelik	31	7
paar	31	4
zat	30	3
gingen	30	6
vaak	30	4
gebruikt	30	8
vreemd	30	6
mezelf	30	6
men	30	3
jongens	30	7
den	30	3
enkel	30	5
help	30	4
gebeuren	30	8
moord	29	5
welke	29	5
zet	29	3
generaal	29	8
zes	29	3
derde	29	5
staan	29	5
vertrekken	29	10
sorry	29	5
krijgt	29	6
vond	29	4
dames	29	5
gekomen	29	7
dollar	29	6
gehoord	29	7
barb	29	4
moeilijk	28	8
nieuw	28	5
geeft	28	5
hoeveel	28	7
per	28	3
sterven	28	7
pijn	28	4
proberen	28	8
gehad	28	5
langer	28	6
horen	28	5
slecht	28	6
prins	28	5
heer	28	4
slaapwandelaar	28	14
cesare	28	6
mingos	28	6
wenk	28	4
boord	27	5
voorzichtig	27	11
daarom	27	6
druk	27	4
spoor	27	5
papa	27	4
oog	27	3
geloven	27	7
meteen	27	6
the	27	3
overal	27	6
eigenlijk	27	9
ander	27	5
bedoel	27	6
bedankt	27	7
neemt	27	5
mooie	27	5
gemaakt	27	7
zeer	27	4
minuten	27	7
luister	27	7
anderen	27	7
soms	27	4
wetsvoorstel	27	12
orlac	27	5
houd	26	4
gebracht	26	8
onderzoek	26	9
voordat	26	7
opnieuw	26	7
boek	26	4
brengt	26	6
zoiets	26	6
kracht	26	6
nieuws	26	6
pak	26	3
liefste	26	7
redden	26	6
arme	26	4
zuster	26	6
dansen	26	6
vrij	26	4
karl	26	4
moordenaar	26	10
werkte	25	6
geheime	25	7
stuur	25	5
valt	25	4
hetzelfde	25	9
gelijk	25	6
geworden	25	8
enkele	25	6
dromen	25	6
carozza	25	7
hull	25	4
justitie	25	8
dezelfde	24	8
tom.	24	4
gisteren	24	8
vallen	24	6
kun	24	3
pakken	24	6
vanaf	24	5
ergens	24	6
reden	24	5
lopen	24	5
soort	24	5
betalen	24	7
baby	24	4
hyde	24	4
dame	24	4
voorbij	24	7
auto	24	4
der	24	3
indianen	24	8
hutter	24	6
etienne	24	7
mabuse	24	6
ziekenhuis	23	10
mond	23	4
veranderd	23	9
lucht	23	5
grootste	23	8
leek	23	4
hond	23	4
nek	23	3
zeven	23	5
red	23	3
schoenen	23	8
erbij	23	5
zodra	23	5
klinkt	23	6
werkt	23	5
vlug	23	4
ligt	23	4
kant	23	4
alsof	23	5
dieren	23	6
vrede	23	5
zodat	23	5
gezegd	23	6
boze	23	4
sta	23	3
fran	23	4
verwacht	23	8
long	23	4
vreselijke	23	10
messaia	23	7
rust	22	4
vanwege	22	7
volgens	22	7
route	22	5
bank	22	4
praat	22	5
vierde	22	6
geval	22	5
mr	22	2
plek	22	4
woord	22	5
stond	22	5
zichzelf	22	8
ter	22	3
eén	22	3
woorden	22	7
kuzco	22	5
doden	22	5
trots	22	5
john	22	4
kamer	22	5
vuur	22	4
little	22	6
mis	21	3
jolene	21	6
maanden	21	7
directeur	21	9
eerder	21	6
leugen	21	6
gestolen	21	8
groot	21	5
schip	21	5
slechts	21	7
elk	21	3
juist	21	5
dicht	21	5
allebei	21	7
kate	21	4
essex	21	5
rijk	21	4
volk	21	4
zaken	21	5
onbekende	21	9
dief	21	4
lenzen	21	6
bagdad	21	6
fellow	21	6
doelwit	20	7
maand	20	5
tien	20	4
vingerafdrukken	20	15
tracy	20	5
rest	20	4
ermee	20	5
agent	20	5
waarheid	20	8
begin	20	5
contact	20	7
blijft	20	6
inderdaad	20	9
vindt	20	5
onmiddellijk	20	12
lama	20	4
woont	20	5
welkom	20	6
steek	20	5
armen	20	5
bouwen	20	6
lieve	20	5
pap	20	3
lot	20	3
koningin	20	8
allen	20	5
jong	20	4
spel	20	4
miljoen	20	7
prinses	20	7
bergen	20	6
professor	20	9
euh	20	3
krebs	20	5
onderweg	19	8
voelt	19	5
maakte	19	6
bellen	19	6
stellen	19	7
lief	19	4
geheimen	19	8
ervoor	19	6
echtgenoot	19	10
kans	19	4
sturen	19	6
stoppen	19	7
half	19	4
ene	19	3
blij	19	4
mijnheer	19	8
verleden	19	8
trein	19	5
ten	19	3
keizer	19	6
liever	19	6
appartement	19	11
slapen	19	6
kaarten	19	7
roep	19	4
louise	19	6
told	19	4
gevangen	18	8
vanuit	18	6
bezig	18	5
voelde	18	6
kopie	18	5
namen	18	5
wraak	18	5
wet	18	3
bracht	18	6
bericht	18	7
hoeft	18	5
persoon	18	7
jezelf	18	6
zoveel	18	6
gevangenis	18	10
neer	18	4
boven	18	5
beneden	18	7
juffrouw	18	8
geest	18	5
kronk	18	5
echte	18	5
-ik	18	3
duidelijk	18	9
gezicht	18	7
feest	18	5
leg	18	3
broer	18	5
schat	18	5
vertrek	18	7
brief	18	5
persoonlijk	18	11
qua	18	3
ridder	18	6
onschuldig	18	10
kamper	18	6
angst	18	5
vreemde	18	7
storm	18	5
duitse	18	6
geesten	18	7
paul	18	4
laurier	18	7
henriette	18	9
heksen	18	6
vampier	18	7
schiet	17	6
beloof	17	6
vermoord	17	8
gebroeders	17	10
hoogte	17	6
hierheen	17	8
begrepen	17	8
nummer	17	6
antwoorden	17	10
m.	17	2
bereiken	17	8
woods	17	5
betreft	17	7
eraan	17	5
naast	17	5
waard	17	5
archimedes	17	10
ziens	17	5
belangrijk	17	10
vertaling	17	9
gegeven	17	7
gebruiken	17	9
rond	17	4
wakker	17	6
paleis	17	6
huwelijk	17	8
week	17	4
burger	17	6
rug	17	3
ach	17	3
honger	17	6
vechten	17	7
bed	17	3
lange	17	5
vraagt	17	6
oud	17	3
vergeet	17	7
beiden	17	6
vele	17	4
landheer	17	8
monsieur	17	8
madame	17	6
oharlie	17	7
black	17	5
buurt	16	5
erop	16	4
chinese	16	7
aanwijzing	16	10
verraad	16	7
getrouwd	16	8
wilden	16	6
lijst	16	5
duurt	16	5
straat	16	6
team	16	4
eerlijk	16	7
haat	16	4
bewijzen	16	8
loopt	16	5
verdient	16	8
ding	16	4
voelen	16	6
gevoel	16	6
plezier	16	7
witte	16	5
nam	16	3
klein	16	5
daarna	16	6
leger	16	5
oom	16	3
vergeef	16	7
tante	16	5
kreeg	16	5
raad	16	4
kopen	16	5
dorp	16	4
eer	16	3
wind	16	4
middernacht	16	11
vorstin	16	7
goedemorgen	16	11
mogen	16	5
kwamen	16	6
meisjes	16	7
geschreven	16	10
detective	16	9
strijd	16	6
ethne	16	5
dans	16	4
keek	16	4
ochtend	16	7
sanderson	16	9
david	16	5
heilige	16	7
march	16	5
chi-chi	16	7
seconden	15	8
parker	15	6
sleutels	15	8
verteld	15	7
opdracht	15	8
politieke	15	9
wapens	15	6
fbi	15	3
whitefog	15	8
gezocht	15	7
prachtig	15	8
probleem	15	8
helaas	15	6
verbergen	15	9
mijne	15	5
erin	15	4
brug	15	4
hard	15	4
orde	15	4
gestuurd	15	8
veranderen	15	10
bestaan	15	7
begrijpen	15	9
behalve	15	7
voorstellen	15	11
vijand	15	6
richard	15	7
schuld	15	6
vol	15	3
eet	15	3
acte	15	4
frankrijk	15	9
luitenant	15	9
drank	15	5
spreek	15	6
lag	15	3
weken	15	5
vooral	15	6
bidden	15	6
betekent	15	8
indiaan	15	7
excuseer	15	8
hetty	15	5
eenzame	15	7
rome	15	4
verdachte	14	9
gesproken	14	9
vliegtuig	14	9
archief	14	7
gekregen	14	8
verliefd	14	8
droeg	14	5
springs	14	7
hè	14	2
snor	14	4
minuut	14	6
gebied	14	6
zetten	14	6
geprobeerd	14	10
begint	14	6
aardig	14	6
diner	14	5
recht	14	5
kip	14	3
tafel	14	5
uiteindelijk	14	12
trek	14	4
new	14	3
ontdekt	14	7
gebleven	14	8
droom	14	5
ring	14	4
bar	14	3
donderdag	14	9
vorige	14	6
wiens	14	5
olsen	14	5
muziek	14	6
gedacht	14	7
geweer	14	6
kapitein	14	8
belangrijke	14	11
licht	14	5
mira	14	4
schaduw	14	7
ontbrekende	14	11
danton	14	6
locatie	13	7
vlak	13	4
belt	13	4
hoek	13	4
duivels	13	7
rekening	13	8
verzoek	13	7
vertrokken	13	10
gevraagd	13	8
haast	13	5
auto's	13	6
waarvoor	13	8
herinnering	13	11
stof	13	4
medelijden	13	10
gebroken	13	8
kwijt	13	5
leiden	13	6
luisteren	13	9
gebeurde	13	8
zonde	13	5
bekend	13	6
ontmoet	13	7
fijn	13	4
mocht	13	5
genezen	13	7
vlucht	13	6
george	13	6
plannen	13	7
gered	13	5
ontslag	13	7
vrijheid	13	8
bedoelt	13	7
hoort	13	5
pad	13	3
vertrouwen	13	10
beloofd	13	7
nietwaar	13	8
kop	13	3
medicijn	13	8
rijden	13	6
foto	13	4
baard	13	5
leeft	13	5
slachtoffer	13	11
macht	13	5
godsnaam	13	8
heil	13	4
hauen	13	5
monte	13	5
bewaard	13	7
noemen	13	6
vloedgolf	13	9
spelen	13	6
meest	13	5
duitsland	13	9
natuur	13	6
kári	13	4
akte	13	4
vrije	13	5
mysterieuze	13	11
asjeblieft	13	10
hitler	13	6
auld	13	4
ben-hur	13	7
juda	13	4
gevangene	12	9
bureau	12	6
langley	12	7
donald	12	6
evacuatie	12	9
foto's	12	6
nationaal	12	9
aannemen	12	8
mochten	12	7
code	12	4
jammer	12	6
doos	12	4
wegwezen	12	8
boodschap	12	9
straf	12	5
pardon	12	6
liz	12	3
duim	12	4
slaan	12	5
pols	12	4
regering	12	8
lachen	12	6
loop	12	4
bereid	12	6
delen	12	5
gegaan	12	6
leggen	12	6
kerel	12	5
bewijs	12	6
daarmee	12	7
deden	12	5
vriendelijk	12	11
kennen	12	6
geliefde	12	8
liggen	12	6
neef	12	4
hotel	12	5
draai	12	5
lekker	12	6
kwaad	12	5
probeer	12	7
zwaar	12	5
nachts	12	6
londen	12	6
juli	12	4
mrs	12	3
dobisch	12	7
slaap	12	5
paard	12	5
lieverd	12	7
patiënt	12	7
stel	12	4
herinnert	12	9
la	12	2
eind	12	4
oudejaarsavond	12	14
indien	12	6
mahdi	12	5
noch	12	4
volledig	12	8
ontmoeten	12	9
konden	12	6
scène	12	5
hemel	12	5
contract	12	8
klopt	12	5
maria	12	5
los	12	3
schoonheid	12	10
nellie	12	6
vrees	12	5
boerderij	12	9
lijden	12	6
verschillende	12	13
bartlett	12	8
mohikanen	12	9
judith	12	6
kano	12	4
ah	12	2
franse	12	6
hmm	12	3
marguerite	12	10
aristocraten	12	12
wachtwoord	12	10
hekserij	12	8
middeleeuwen	12	12
steel	12	5
harbor	12	6
oora	12	4
goud	12	4
hank	12	4
romeinse	12	8
jood	12	4
hur	12	3
werkkamp	11	8
ambulance	11	9
vooruit	11	7
stap	11	4
d.c.	11	4
krant	11	5
vermist	11	7
controle	11	8
geregeld	11	8
getuigen	11	8
liep	11	4
biologische	11	11
des	11	3
erger	11	5
zweer	11	5
ieder	11	5
halifax	11	7
gelukt	11	6
aangedaan	11	9
vervoeren	11	9
cisco	11	5
gehouden	11	8
zover	11	5
grond	11	5
nationale	11	9
lastig	11	6
duren	11	5
weinig	11	6
haalt	11	5
vertelde	11	8
herinner	11	8
ruilen	11	6
vaarwel	11	7
minder	11	6
punt	11	4
versie	11	6
lid	11	3
midden	11	6
rechts	11	6
groter	11	6
wezen	11	5
verlaat	11	7
bijzondere	11	10
verlangen	11	9
hel	11	3
bezoek	11	6
hoogheid	11	8
prima	11	5
stoel	11	5
wens	11	4
straks	11	6
jurk	11	4
stuk	11	4
tenzij	11	6
gele	11	4
gebruik	11	7
zocht	11	5
hoorde	11	6
nergens	11	7
daarvoor	11	8
toekomst	11	8
acht	11	4
vrijdag	11	7
tenminste	11	9
afspraak	11	8
vriendin	11	8
tijdje	11	6
telefoon	11	8
levend	11	6
gezin	11	5
willoughby	11	10
gij	11	3
sterk	11	5
velen	11	5
sluiten	11	7
verliezen	11	9
waarschijnlijk	11	14
donkere	11	7
excelsior	11	9
rijke	11	5
oosten	11	6
jacht	11	5
kasteel	11	7
nath	11	4
aandacht	11	8
dr	11	2
pest	11	4
doodskisten	11	11
wire	11	4
simonides	11	9
amerika	10	7
naartoe	10	7
briefje	10	7
gespecialiseerd	10	15
helpt	10	5
bacteriële	10	10
via	10	3
verboden	10	8
genaamd	10	7
toegang	10	7
ontwerpen	10	9
radford	10	7
al.	10	3
zweren	10	6
braaf	10	5
vernietigen	10	11
kort	10	4
pagosa	10	6
daarvan	10	7
waarvan	10	7
agro-chem	10	9
mening	10	6
tel	10	3
toevallig	10	9
besteld	10	7
schoen	10	6
rolph	10	5
pannenkoeken	10	12
noemt	10	5
elizabeth	10	9
gestopt	10	7
invloed	10	7
gesprek	10	7
afgelopen	10	9
geduld	10	6
berg	10	4
vent	10	4
succes	10	6
positie	10	7
val	10	3
rijdt	10	5
cel	10	3
zoekt	10	5
eindigen	10	8
ongeluk	10	7
ontvangen	10	9
sluit	10	5
links	10	5
touw	10	4
uren	10	4
plicht	10	6
claucus	10	7
sterke	10	6
waarde	10	6
slechte	10	7
vriendschap	10	11
spreekt	10	7
burgers	10	7
vonden	10	6
diep	10	4
draait	10	6
yzma	10	4
best	10	4
teken	10	5
bezorgd	10	7
gif	10	3
rivier	10	6
arm	10	3
jouwe	10	5
besluit	10	7
welk	10	4
ontsnappen	10	10
bouw	10	4
geheel	10	6
regel	10	5
lift	10	4
speelt	10	6
uitleggen	10	9
west	10	4
geboren	10	7
jeff	10	4
begrijpt	10	8
antwoord	10	8
maag	10	4
arts	10	4
stil	10	4
verdwenen	10	9
soldaat	10	7
kerk	10	4
castleton	10	9
lees	10	4
spinelli	10	8
cabello	10	7
vorst	10	5
jacques	10	7
liane	10	5
rita	10	4
echter	10	6
straten	10	7
restauratie	10	11
verdomde	10	8
komaan	10	6
uitgevoerd	10	10
battling	10	8
verborgen	10	9
ejvind	10	6
duizenden	10	9
tonen	10	5
volkomen	10	8
nathaniel	10	9
grootvader	10	10
stierf	10	6
kleig	10	5
wisborg	10	7
verstekeling	10	12
schmitz	10	7
oongressionelen	10	15
larsen	10	6
hutje	10	5
romein	10	6
romeinen	10	8
china	9	5
restaurant	9	10
wetenschapper	9	13
negatief	9	8
cia	9	3
dienst	9	6
school	9	6
koken	9	5
emotioneel	9	10
neus	9	4
geloofde	9	8
klant	9	5
overheid	9	8
camera's	9	8
perfect	9	7
momenteel	9	9
vastgehouden	9	12
geniet	9	6
bruine	9	6
formule	9	7
boten	9	5
haven	9	5
eerlijkheid	9	11
tegenhouden	9	11
speel	9	5
overtuigd	9	9
dreiging	9	8
wegen	9	5
vandaan	9	7
verbrand	9	8
bezorgen	9	8
probeert	9	8
probeerde	9	9
gaten	9	5
ergste	9	6
raken	9	5
toestel	9	7
hey	9	3
leden	9	5
raket	9	5
papieren	9	8
getroffen	9	9
iedere	9	6
sterren	9	7
ondanks	9	7
terecht	9	7
september	9	9
drinken	9	7
york	9	4
ongelukkige	9	11
regie	9	5
ontsnapt	9	8
nydia	9	5
bloemen	9	7
baan	9	4
omstandigheden	9	14
schande	9	7
villa	9	5
zomaar	9	6
hiij	9	4
pacha	9	5
heuvel	9	6
zingen	9	6
opgelost	9	8
makkelijk	9	9
verkeerde	9	9
dodelijke	9	9
opruimen	9	8
geweten	9	7
-we	9	3
moe	9	3
herinneren	9	10
kus	9	3
bad	9	3
prijs	9	5
viel	9	4
meestal	9	7
kiezen	9	6
and	9	3
kwade	9	5
zorgt	9	5
beroemde	9	8
robert	9	6
toestemming	9	11
slim	9	4
raak	9	4
last	9	4
koorts	9	6
baas	9	4
horloge	9	7
gefeliciteerd	9	13
leeg	9	4
waarschuwen	9	11
koffie	9	6
vertrekt	9	8
club	9	4
malvolio	9	8
margaretha	9	10
beide	9	5
tegemoet	9	8
trench	9	6
keel	9	4
lafaard	9	7
betekenen	9	9
gevangenen	9	10
bevelen	9	7
gebeden	9	7
eeuwen	9	6
hierna	9	6
bijbel	9	6
jongeman	9	8
originele	9	9
koud	9	4
buster	9	6
blind	9	5
betrokken	9	9
mm	9	2
hoge	9	4
goudzoeker	9	10
bologna	9	7
vervolgd	9	8
lach	9	4
tegenover	9	9
lucy	9	4
halla	9	5
mes	9	3
europa	9	6
gast	9	4
noorden	9	7
millicent	9	9
epidemie	9	8
guillotine	9	10
saulsbourg	9	10
balling	9	7
nr.	9	3
knock	9	5
vampieren	9	9
zwarte	9	6
bulwer	9	6
matroos	9	7
bemanning	9	9
axel	9	4
spike	9	5
tapijt	9	6
syne	9	4
larson	9	6
antiochië	9	9
arrius	9	6
handelen	8	8
vermiste	8	8
gedachte	8	8
lagen	8	5
ongetwijfeld	8	12
paniek	8	6
gaande	8	6
gemist	8	6
oorlogsvoering	8	14
chinezen	8	8
gemeld	8	6
lijn	8	4
enig	8	4
onderzoeken	8	11
symir	8	5
analyse	8	7
boodschapper	8	12
tabak	8	5
boeren	8	6
reken	8	5
genoegdoening	8	13
rij	8	3
soep	8	4
erom	8	4
achtergelaten	8	13
smeekte	8	7
kapot	8	5
obsessie	8	8
neerzetten	8	10
breken	8	6
handboeien	8	10
erachter	8	8
opschieten	8	10
daarin	8	6
gevaarlijk	8	10
gepleegd	8	8
knap	8	4
doorheen	8	8
opnemen	8	7
verzeker	8	8
stuurde	8	7
geschenk	8	8
verdriet	8	8
direct	8	6
aangekomen	8	10
vrijwillig	8	10
basis	8	5
mist	8	4
moeite	8	6
bezoeken	8	8
verdiend	8	8
legt	8	4
plots	8	5
slaat	8	5
degene	8	6
jone	8	4
arbaces	8	7
gelooft	8	7
vliegende	8	9
situatie	8	8
ertoe	8	5
gearresteerd	8	12
buurman	8	7
eenzaam	8	7
lodewijk	8	8
ii	8	2
trok	8	4
münchen	8	7
bevel	8	5
scheiden	8	8
uwe	8	3
totdat	8	6
partner	8	7
vijfde	8	6
ije	8	3
mysterie	8	8
vogel	8	5
-ja	8	3
gewone	8	6
ontslagen	8	9
drankje	8	7
sla	8	3
vroeger	8	7
adem	8	4
hangen	8	6
hout	8	4
dom	8	3
dragen	8	6
begon	8	5
stem	8	4
vergeven	8	8
nottingham	8	10
vertelt	8	7
afscheid	8	8
stuurt	8	6
genade	8	6
goedenavond	8	11
kirkeby	8	7
deuren	8	6
hoed	8	4
verstandig	8	10
adres	8	5
zus	8	3
extra	8	5
vrolijk	8	7
kerst	8	5
indruk	8	6
slaappillen	8	11
slaapt	8	6
domme	8	5
fout	8	4
uitgeput	8	8
nabij	8	5
fortuin	8	7
bezit	8	5
vincent	8	7
britse	8	6
carré	8	5
regiment	8	8
trekken	8	7
kussen	8	6
dwaas	8	5
afstand	8	7
emil	8	4
begonnen	8	8
zonsopgang	8	10
job	8	3
onmogelijk	8	10
rechters	8	8
francs	8	6
marty	8	5
gevallen	8	8
gelegenheid	8	11
scènes	8	6
verschrikkelijke	8	16
middag	8	6
titels	8	6
behulp	8	6
bossen	8	6
centrum	8	7
wynn	8	4
huwen	8	5
terje	8	5
tranen	8	6
gekend	8	6
zesde	8	5
terugval	8	8
berlijn	8	7
oudste	8	6
kabinet	8	7
jaarmarkt	8	9
martha	8	6
bleven	8	6
sir	8	3
hartrott	8	8
robespierre	8	11
markies	8	7
aristocraat	8	11
vrijers	8	7
bol	8	3
vervloekte	8	10
angstige	8	8
bremen	8	6
nina	8	4
oamille	8	7
netvliesscan	8	12
parels	8	6
danszaal	8	8
slaaf	8	5
rennen	7	6
agenda	7	6
weggehaald	7	10
ziekten	7	7
voorzorg	7	8
ervandoor	7	9
schreef	7	7
gebeld	7	6
liefst	7	6
eetkamer	7	8
kelder	7	6
kookt	7	5
roeren	7	6
zakelijk	7	8
vies	7	4
dna	7	3
druppel	7	7
heli	7	4
afgezet	7	7
wolf	7	4
vestje	7	6
pakje	7	5
betaalt	7	7
chemisch	7	8
elf	7	3
schuur	7	6
hoelang	7	7
kook	7	4
vasthouden	7	10
hartje	7	6
eureka	7	6
dekking	7	7
zul	7	3
voorbeeld	7	9
project	7	7
directe	7	7
weggaan	7	7
gewond	7	6
vermoorden	7	10
landen	7	6
zeiden	7	6
vanmorgen	7	9
grappig	7	7
wonen	7	5
leuke	7	5
motor	7	5
sneller	7	7
geplaatst	7	9
schelen	7	7
sterft	7	6
gebruikte	7	9
relatie	7	7
eentje	7	6
breek	7	5
laatst	7	6
bevrijden	7	9
brand	7	5
gebouw	7	6
kist	7	4
aankomen	7	8
astronomen	7	10
nogal	7	5
ster	7	4
publiek	7	7
kaart	7	5
harten	7	6
vriendelijke	7	12
tent	7	4
priester	7	8
moed	7	4
dankzij	7	7
vals	7	4
leefde	7	6
oproep	7	6
snap	7	4
kies	7	4
westen	7	6
redenen	7	7
gewaad	7	6
gekookt	7	7
boom	7	4
ongelukkig	7	10
zin	7	3
terugkomt	7	9
vorm	7	4
t.	7	2
lanyon	7	6
experimenten	7	12
bezittingen	7	11
toestand	7	8
tijden	7	6
dienaar	7	7
meter	7	5
negen	7	5
woon	7	4
absoluut	7	8
stelen	7	6
zomer	7	5
betaal	7	6
buddy-boy	7	9
hoezo	7	5
