word_form	frequency	length
wohl	54	4
bevor	54	5
retten	54	6
hexen	54	5
darf	53	4
ging	53	4
gerade	53	6
kleine	53	6
glauben	53	7
jahr	53	4
seele	53	5
sieht	52	5
sterben	52	7
einmal	52	6
weit	52	4
konnte	52	6
seid	52	4
große	52	5
sieh	52	4
könig	52	5
big	52	3
deinem	51	6
lange	51	5
allein	50	6
nehmen	50	6
leute	50	5
lasst	50	5
tage	50	4
warten	49	6
wegen	49	5
gleich	49	6
namen	49	5
mr	49	2
wasser	49	6
land	49	4
glück	49	5
arme	49	4
hände	49	5
schwester	49	9
hütte	49	5
steht	48	5
keinen	48	6
sah	48	3
hin	48	3
genau	48	5
zusammen	48	8
jahren	48	6
seinem	48	6
akt	48	3
all	48	3
dafür	47	5
zwischen	47	8
paar	47	4
lang	47	4
alte	47	4
wirklich	46	8
einfach	46	7
dachte	46	6
besser	46	6
georgia	46	7
messala	46	7
gehe	45	4
jeden	45	5
gesagt	45	6
weiter	45	6
angst	45	5
tot	45	3
sprechen	45	8
johanna	45	7
liegt	44	5
ganze	44	5
sondern	44	7
herrn	44	5
nächsten	44	8
paris	44	5
bild	44	4
dollar	44	6
drei	43	4
sagt	43	4
bringt	43	6
madame	43	6
uhr	43	3
jean	43	4
hören	42	5
verloren	42	8
niemand	42	7
kraft	42	5
eure	42	4
de	42	2
freder	42	6
später	41	6
tut	41	3
sag	41	3
dazu	41	4
böse	41	4
tür	40	3
leid	40	4
gefunden	40	8
früh	40	4
geh	40	3
fünf	40	4
fort	40	4
genug	40	5
hoch	40	4
letzte	40	6
erde	40	4
wahr	40	4
maid	40	4
gebe	39	4
prinz	39	5
würden	38	6
arbeiten	38	8
beim	38	4
hilfe	38	5
erste	38	5
gekommen	38	8
allen	38	5
herzen	38	6
heißt	38	5
sehe	38	4
sollen	37	6
hund	37	4
erzählen	37	8
teil	37	4
weißt	37	5
familie	37	7
römer	37	5
zampano	37	7
gib	37	3
bösen	37	5
getan	36	5
helfen	36	6
körper	36	6
dieb	36	4
david	36	5
kopf	36	4
dame	36	4
sollte	35	6
treffen	35	7
schön	35	5
glücklich	35	9
oft	35	3
recht	35	5
davon	35	5
wort	35	4
jede	35	4
wahrheit	35	8
jeder	35	5
unheimliche	35	11
geschichte	35	10
darauf	34	6
vier	34	4
hör	34	3
erst	34	4
ach	34	3
denken	34	6
hexerei	34	7
himmel	34	6
folgt	34	5
person	33	6
letzten	33	7
sollten	33	7
beiden	33	6
großen	33	6
mach	33	4
bring	33	5
scharfrichter	33	13
sonst	33	5
mag	33	3
sollst	33	6
ziehen	33	6
alt	33	3
freunde	33	7
mittelalter	33	11
wagen	32	5
polizei	32	7
hinter	32	6
reden	32	5
stunde	32	6
schwer	32	6
ganzen	32	6
sofort	32	6
guten	32	5
bekommen	32	8
meister	32	7
zeigen	32	6
gesicht	32	7
ruhe	32	4
feuer	32	5
zirkus	32	6
dies	32	4
arbeiter	32	8
fahren	31	6
verrückt	31	8
fragen	31	6
hatten	31	6
herren	31	6
habt	31	4
musste	31	6
na	31	2
gefängnis	31	9
schicksal	31	9
sanfte	31	6
scheiterhaufen	31	14
gar	31	3
glaubt	31	6
mama	31	4
kleinen	31	7
blut	30	4
tom	30	3
halten	30	6
moment	30	6
sogar	30	5
stehen	30	6
glaubst	30	7
welche	30	6
bett	30	4
mannes	30	6
gottes	30	6
schuld	30	6
blick	30	5
platz	30	5
liebt	30	5
kerlchen	30	8
verlassen	29	9
sir	29	3
seht	29	4
seines	29	6
endlich	29	7
sonne	29	5
deren	29	5
brief	29	5
büro	28	4
komme	28	5
danke	28	5
einzige	28	7
job	28	3
wusste	28	6
neues	28	5
meines	28	6
minuten	28	7
ehre	28	4
jemand	28	6
frei	28	4
alter	28	5
suche	28	5
leiden	28	6
versprochen	28	11
daß	28	3
gute	28	4
carlotta	28	8
wendy	28	5
adele	28	5
kennen	27	6
sache	27	5
bringe	27	6
art	27	3
draußen	27	7
suchen	27	6
lieben	27	6
spielen	27	7
beide	27	5
unten	27	5
untertitel	27	10
's	27	2
rom	27	3
niemals	27	7
nimm	27	4
peter	27	5
krank	26	5
beispiel	26	8
neuen	26	5
dabei	26	5
holen	26	5
gefahr	26	6
kirche	26	6
mensch	26	6
armen	26	5
hört	26	4
geist	26	5
reise	26	5
lebe	26	4
großer	26	6
dran	26	4
roman	26	5
judah	26	5
fredersen	26	9
außer	25	5
nummer	25	6
machst	25	6
daran	25	5
nehme	25	5
schlecht	25	8
jesus	25	5
bitten	25	6
braucht	25	7
zimmer	25	6
suchte	25	6
ln	25	2
marie	25	5
russland	25	8
sucht	24	5
eins	24	4
wann	24	4
spät	24	4
fast	24	4
folgen	24	6
aller	24	5
vorbei	24	6
gebracht	24	8
unserer	24	7
schöne	24	6
ruhig	24	5
mörder	24	6
je	24	2
volk	24	4
melancholische	24	14
dinge	24	5
toten	24	5
heilige	24	7
opfer	24	5
schatten	24	8
jungs	24	5
bagdad	24	6
dürfen	23	6
halt	23	4
bereit	23	6
ihres	23	5
kenne	23	5
melden	23	6
reddington	23	10
ordnung	23	7
hey	23	3
hals	23	4
seite	23	5
wollten	23	7
bereits	23	7
schau	23	5
vergiss	23	7
dr	23	2
stelle	23	6
möge	23	4
gehst	23	5
bald	23	4
nächste	23	7
voll	23	4
fortsetzung	23	11
schiff	23	6
krieg	23	5
giovanni	23	8
rotwang	23	7
schlagen	22	8
fand	22	4
luft	22	4
brüder	22	6
ehemann	22	7
denen	22	5
baby	22	4
warst	22	5
eben	22	4
rede	22	4
name	22	4
nachdem	22	7
kapitel	22	7
hoffnung	22	8
gestehen	22	8
schlaf	22	6
sturm	22	5
hielt	22	5
todes	22	5
kamera	22	6
gold	22	4
jack	22	4
alviano	22	7
general	22	7
mine	22	4
simonides	22	9
ben-hur	22	7
straße	21	6
siehst	21	6
guter	21	5
gestern	21	7
pass	21	4
sieben	21	6
rufen	21	5
the	21	3
vorstellen	21	10
klänge	21	6
schwert	21	7
on	21	2
allem	21	5
nennen	21	6
idee	21	4
solche	21	6
woche	21	5
onkel	21	5
tanzen	21	6
hut	21	3
früher	21	6
matrosen	21	8
euer	21	4
einst	21	5
felix	21	5
erfahren	21	8
jude	21	4
gallardo	21	8
lenin	21	5
wen	20	3
vorsichtig	20	10
xiaoping	20	8
li	20	2
gegeben	20	7
großes	20	6
wunderbar	20	9
rache	20	5
warte	20	5
sobald	20	6
mache	20	5
lachen	20	6
kleiner	20	7
verzeihung	20	10
reich	20	5
kaum	20	4
erster	20	6
fertig	20	6
tages	20	5
findet	20	6
bleibt	20	6
hölle	20	5
still	20	5
bleib	20	5
geboren	20	7
maschine	20	8
gast	20	4
hungrig	20	7
würdest	20	7
heraus	20	6
sorgen	20	6
mord	20	4
jánošík	20	7
schatz	20	6
folgenden	20	9
hochzeit	20	8
frankreich	20	10
kameraden	20	9
phantom	20	7
antioch	20	7
maschinen	20	9
hauptmann	20	9
mund	19	4
gesucht	19	7
kindern	19	7
gewesen	19	7
rein	19	4
machte	19	6
frage	19	5
jedes	19	5
stark	19	5
sage	19	4
beste	19	5
kommst	19	6
kennst	19	6
auto	19	4
unserem	19	7
heiligen	19	8
arm	19	3
unseren	19	7
meisten	19	7
manchmal	19	8
tief	19	4
arzt	19	4
licht	19	5
papa	19	4
zeigt	19	5
verbrannt	19	9
oben	19	4
zuerst	19	6
meer	19	4
unschuldig	19	10
freude	19	6
liebst	19	6
zeiten	19	6
christine	19	9
brauchen	18	8
kümmern	18	7
getötet	18	7
kurz	18	4
zehn	18	4
brauche	18	7
wenig	18	5
führt	18	5
strafe	18	6
stirbt	18	6
solltest	18	8
grund	18	5
führen	18	6
versucht	18	8
damals	18	6
weniger	18	7
ort	18	3
bekannt	18	7
konnten	18	7
denke	18	5
groß	18	4
verstehen	18	9
versuchen	18	9
schmidt	18	7
stolz	18	5
wahre	18	5
kamen	18	5
zug	18	3
kleines	18	7
schlafen	18	8
erwartet	18	8
geschäft	18	8
gefallen	18	8
heim	18	4
gern	18	4
könntest	18	8
plötzlich	18	9
spricht	18	7
lebt	18	4
vergangenheit	18	13
ring	18	4
muß	18	3
holm	18	4
doktor	18	6
tragen	18	6
junger	18	6
zauberer	18	8
häxan	18	5
entgegen	18	8
prinzessin	18	10
hur	18	3
arrius	18	6
drehbuch	18	8
rotwangs	18	8
darum	17	5
gleiche	17	7
erhalten	17	8
fall	17	4
sachen	17	6
schreiben	17	9
hoffe	17	5
versuch	17	7
verdienen	17	9
arbeitet	17	8
bord	17	4
erzählt	17	7
wären	17	5
jedem	17	5
rücken	17	6
stand	17	5
länger	17	6
händen	17	6
besten	17	6
reichen	17	7
lässt	17	5
kette	17	5
bisschen	17	8
bleibe	17	6
bergen	17	6
kári	17	4
könnten	17	7
schönheit	17	9
acht	17	4
regie	17	5
tante	17	5
fenster	17	7
caligari	17	8
solch	17	5
lhr	17	3
willkommen	17	10
übersetzung	17	11
herzog	17	6
marguerite	17	10
armee	17	5
erinnert	17	8
kampf	17	5
truppen	17	7
heitere	17	7
aufführung	17	10
passiert	16	8
öffnen	16	6
darüber	16	7
schicken	16	8
jemals	16	6
etwa	16	4
rest	16	4
keiner	16	6
verändert	16	9
lustig	16	6
ufer	16	4
schaffen	16	8
nürnberg	16	8
rat	16	3
tat	16	3
natürlich	16	9
worden	16	6
setzen	16	6
königin	16	7
weinen	16	6
gestohlen	16	9
sklave	16	6
jungfrau	16	8
freundin	16	8
dorf	16	4
vaters	16	6
pferd	16	5
schluss	16	7
hunger	16	6
paul	16	4
professor	16	9
messer	16	6
denkt	16	5
schien	16	6
kämpfen	16	7
jugend	16	6
geheimnis	16	9
silvester	16	9
bezahlen	16	8
harold	16	6
chance	16	6
leer	16	4
nieder	16	6
gaud	16	4
juden	16	5
patsy	16	5
lepic	16	5
metropolis	16	10
rex	16	3
seiltänzer	16	10
fliegen	15	7
schlüssel	15	9
fürchte	15	7
hätten	15	6
lizzy	15	5
klar	15	4
he	15	2
verliebt	15	8
regierung	15	9
versteckt	15	9
höre	15	4
falls	15	5
lasse	15	5
ans	15	3
treten	15	6
befehl	15	6
boden	15	5
geworden	15	8
schwöre	15	7
genommen	15	8
bewegung	15	8
kerl	15	4
henker	15	6
schande	15	7
barthel	15	7
zwar	15	4
wein	15	4
hält	15	4
anders	15	6
gefangenen	15	10
angeklagte	15	10
einige	15	6
lag	15	3
pest	15	4
schlag	15	6
beten	15	5
gerne	15	5
seil	15	4
zuhause	15	7
tränen	15	6
selben	15	6
cesare	15	6
wartet	15	6
kapitän	15	7
florence	15	8
geschrieben	15	11
bilder	15	6
zauberin	15	8
karna	15	5
folterkammer	15	12
hysterie	15	8
juan	15	4
wochen	15	6
werk	15	4
sieg	15	4
show	15	4
monsieur	15	8
menachem	15	8
jill	15	4
lm	15	2
gesandt	15	7
keen	14	4
stunden	14	7
monat	14	5
ruft	14	4
verboten	14	8
sitzen	14	6
danach	14	6
problem	14	7
verheiratet	14	11
geglaubt	14	8
außerhalb	14	9
richtig	14	7
wert	14	4
geschenk	14	8
heißen	14	6
hattest	14	7
überall	14	7
ding	14	4
ließ	14	4
stellen	14	7
of	14	2
ewige	14	5
voller	14	6
juli	14	4
verlieren	14	9
ertragen	14	8
zukunft	14	7
deshalb	14	7
spielt	14	6
schmerz	14	7
zog	14	3
bedeutet	14	8
erlösung	14	8
freiheit	14	8
rosa	14	4
gelsomina	14	9
lieb	14	4
kleider	14	7
mantel	14	6
wollt	14	5
gutes	14	5
fest	14	4
gestorben	14	9
see	14	3
süden	14	5
leicht	14	6
jung	14	4
sonntag	14	7
traum	14	5
nachts	14	6
gesetz	14	6
brachte	14	7
stimme	14	6
geschehen	14	9
erfüllen	14	8
gerettet	14	8
heimlich	14	8
entfernt	14	8
sünde	14	5
liebling	14	8
mrs	14	3
zeichen	14	7
jahrhunderte	14	12
passagier	14	9
salvago	14	7
heimat	14	6
larson	14	6
raoul	14	5
wakulintschuk	14	13
hollywood	14	9
nahe	13	4
schlägt	13	7
sechs	13	5
seien	13	5
hierher	13	7
nachricht	13	9
ecke	13	4
theater	13	7
lüge	13	4
antworten	13	9
erinnerung	13	10
bezahlt	13	7
darin	13	5
kriegen	13	7
wünschte	13	8
spaß	13	4
brücke	13	6
mitleid	13	7
hasse	13	5
jemanden	13	8
probleme	13	8
zuvor	13	5
wohin	13	5
namens	13	6
geheimen	13	8
direkt	13	6
lebens	13	6
liegen	13	6
schauen	13	7
finger	13	6
denkst	13	6
läuft	13	5
seltsam	13	7
räuber	13	6
begann	13	6
diener	13	6
scheint	13	7
gnade	13	5
solange	13	7
trifft	13	6
besuchen	13	8
menge	13	5
gesellschaft	13	12
statt	13	5
vielen	13	6
fleisch	13	7
dank	13	4
fiel	13	4
stock	13	5
folter	13	6
dorothea	13	8
nimmt	13	5
geht's	13	6
tausende	13	8
leuten	13	6
willen	13	6
braut	13	5
singen	13	6
trinken	13	7
gegangen	13	8
publikum	13	8
eltern	13	6
schrecklichen	13	13
brot	13	4
lächeln	13	7
abendessen	13	10
witwe	13	5
menschheit	13	10
tagen	13	5
letzter	13	7
erklären	13	8
betrogen	13	8
bewegen	13	7
ist's	13	5
geister	13	7
male	13	4
verhext	13	7
mitternacht	13	11
magische	13	8
ah	13	2
hotel	13	5
eigenen	13	7
salbe	13	5
verdammte	13	9
gefährlich	13	10
gestalt	13	7
unbekannte	13	10
unterschied	13	11
ruhm	13	4
verehrer	13	8
träume	13	6
zar	13	3
partie	13	6
mond	13	4
finde	13	5
mademoiselle	13	12
produktion	13	10
vasseur	13	7
goldrausch	13	10
black	13	5
huhn	13	4
odessa	13	6
zerstören	13	9
faust	13	5
freders	13	7
hel	13	3
ziel	12	4
töten	12	5
direktor	12	8
halb	12	4
erreichen	12	9
wiedersehen	12	11
klingt	12	6
laut	12	4
fühlte	12	6
erlauben	12	8
deines	12	6
römischen	12	9
handeln	12	7
prof	12	4
verbrechen	12	10
beruf	12	5
nahmen	12	6
stein	12	5
teufels	12	7
medizin	12	7
zweite	12	6
haar	12	4
wunder	12	6
hof	12	3
behalten	12	8
rolle	12	5
pro	12	3
starb	12	5
fahrt	12	5
klettern	12	8
müsst	12	5
steh	12	4
stille	12	6
lust	12	4
kloster	12	7
spiel	12	5
films	12	5
bildern	12	7
werdet	12	6
ehe	12	3
schnee	12	6
geliebt	12	7
träumen	12	7
baron	12	5
liebte	12	6
wahrscheinlich	12	14
graf	12	4
aktes	12	5
mögen	12	5
teils	12	5
reicht	12	6
nirgendwo	12	9
butler	12	6
armand	12	6
gebt	12	4
pfarrer	12	7
krafft	12	6
narren	12	6
ägypter	12	7
französischen	12	13
druckers	12	8
weberin	12	7
letztes	12	7
gelehrter	12	9
persönlich	12	10
helden	12	6
turm	12	4
antwort	12	7
vore	12	4
signora	12	7
michael	12	7
öffnet	12	6
yann	12	4
orlac	12	5
rotfuchs	12	8
völker	12	6
jerusalem	12	9
gratus	12	6
esther	12	6
rennen	12	6
charley	12	7
pierrette	12	9
geschäftsleitung	12	16
rächer	12	6
witzbold	12	8
deveraux	12	8
krankenhaus	11	11
washington	11	10
laurel	11	6
unterwegs	11	9
gegenüber	11	9
schnelle	11	8
verstanden	11	10
nennt	11	5
sitzt	11	5
fühle	11	5
benutzt	11	7
typ	11	3
besessenheit	11	12
möglich	11	7
anderes	11	7
angekommen	11	10
bank	11	4
sagst	11	5
schritt	11	7
weder	11	5
gehabt	11	6
besuch	11	6
sünder	11	6
spitze	11	6
georg	11	5
entdeckt	11	8
saß	11	3
wozu	11	4
mut	11	3
wär	11	3
entkommen	11	9
geführt	11	7
raum	11	4
wand	11	4
schreckliche	11	12
urteil	11	6
lesen	11	5
kreuz	11	5
führte	11	6
geworfen	11	8
unglück	11	7
setzt	11	5
sklaven	11	7
bekommt	11	7
stahl	11	5
brust	11	5
gekocht	11	7
herum	11	5
isst	11	4
bloß	11	4
müde	11	4
möchten	11	7
st	11	2
hörst	11	5
verdammten	11	10
weise	11	5
hässlich	11	8
fallen	11	6
tanz	11	4
lande	11	5
not	11	3
nahm	11	4
königs	11	6
neuer	11	5
frühling	11	8
island	11	6
halla	11	5
gedacht	11	7
halte	11	5
feind	11	5
verräter	11	8
eis	11	3
schönes	11	7
friedrich	11	9
schwach	11	7
anderer	11	7
puppe	11	5
erfüllt	11	7
getrieben	11	9
versprechen	11	11
einigen	11	7
armer	11	5
forderungen	11	11
hilf	11	4
geliebte	11	8
mary	11	4
krankheiten	11	11
verwandelt	11	10
atmen	11	5
wahnsinn	11	8
schauspieler	11	12
liebste	11	7
rettung	11	7
einsam	11	6
schließt	11	8
mauern	11	6
pierre	11	6
feen	11	4
palast	11	6
west	11	4
norden	11	6
sylvester	11	9
millionär	11	9
fuìr	11	5
revolution	11	10
barry	11	5
merlin	11	6
gefangene	10	9
wieso	10	5
schule	10	6
schlimmer	10	9
erkannt	10	7
fällt	10	5
trug	10	4
buch	10	4
suppe	10	5
beweisen	10	8
pavlovich	10	9
genannt	10	7
nett	10	4
irgendwas	10	9
klein	10	5
zieht	10	5
geschickt	10	9
plan	10	4
einziges	10	8
matzeroth	10	9
fehler	10	6
ansehen	10	7
zeig	10	4
treu	10	4
setz	10	4
heirat	10	6
stellt	10	6
füßen	10	5
preis	10	5
tode	10	4
stück	10	5
angeklagten	10	11
befreit	10	7
worte	10	5
hinweg	10	6
richtige	10	8
elend	10	5
damen	10	5
bestimmt	10	8
aufhören	10	8
weis	10	4
kriegst	10	7
wach	10	4
euren	10	5
spielte	10	7
fuß	10	3
fremden	10	7
gefangen	10	8
polizisten	10	10
einander	10	8
langen	10	6
preben	10	6
solchen	10	7
fährt	10	5
sorge	10	5
höhle	10	5
zahlen	10	6
gehalten	10	8
satan	10	5
frommen	10	7
form	10	4
übrig	10	5
henrik	10	6
klinik	10	6
stierkampf	10	10
torero	10	6
gewinnen	10	8
nähe	10	4
massen	10	6
schönen	10	7
lebendig	10	8
vermögen	10	8
rose	10	4
rote	10	4
irgendwo	10	8
tinkerbell	10	10
prinzen	10	7
tote	10	4
antworte	10	8
bolschewiken	10	12
einsamer	10	8
goldsucher	10	10
jims	10	4
goldmine	10	8
tanzlokal	10	9
versichert	10	10
hugh	10	4
dorothy	10	7
aussätzige	10	10
arlette	10	7
panzerkreuzer	10	13
borschtsch	10	10
geschwader	10	10
streik	10	6
eule	10	4
messe	10	5
mühle	10	5
hoheit	10	6
stimmt	9	6
rief	9	4
wolle	9	5
zeugen	9	6
hab's	9	5
neu	9	3
leider	9	6
hallo	9	5
war's	9	5
halben	9	6
millionen	9	9
kümmert	9	7
rufe	9	4
taten	9	5
geheiratet	9	10
nase	9	4
kunden	9	6
zweiten	9	7
verraten	9	8
verdammt	9	8
wohnung	9	7
jemandem	9	8
ritter	9	6
frieden	9	7
gezwungen	9	9
hinrichtung	9	11
nürnberger	9	10
söhne	9	5
langsam	9	7
eher	9	4
auge	9	4
fürs	9	4
aberglaube	9	10
cunz	9	4
patienten	9	9
schrecklich	9	11
erinnern	9	8
fern	9	4
mitte	9	5
daumenschraube	9	14
leise	9	5
sollt	9	5
außerdem	9	8
gesprochen	9	10
brechen	9	7
furcht	9	6
bürger	9	6
eigenes	9	7
hübsch	9	6
dach	9	4
lernen	9	6
steig	9	5
nerven	9	6
brennt	9	6
künstler	9	8
signorina	9	9
wegehr	9	6
'ne	9	3
tust	9	4
dasselbe	9	8
wind	9	4
anna	9	4
lauf	9	4
zelt	9	4
schutz	9	6
kennt	9	5
holt	9	4
lied	9	4
weggelaufen	9	11
hunde	9	5
sterne	9	6
vergisst	9	8
fehlt	9	5
unseres	9	7
fieber	9	6
hinein	9	6
heran	9	5
nah	9	3
heut	9	4
anfang	9	6
hol	9	3
süße	9	4
gekleidet	9	9
vergib	9	6
rechnung	9	8
verlor	9	6
verwalter	9	9
pflicht	9	7
fliehen	9	7
hinauf	9	6
herrscher	9	9
unmöglich	9	9
kuss	9	4
behandelt	9	9
leo	9	3
oper	9	4
jedoch	9	6
eifersüchtig	9	12
diesmal	9	7
kleid	9	5
gnädige	9	7
gelernt	9	7
hoffnungen	9	10
geschah	9	7
wahl	9	4
zelle	9	5
lage	9	4
wunsch	9	6
schönste	9	8
verschwinden	9	12
fuhrmann	9	8
edit	9	4
geistern	9	8
fahrer	9	6
gedanken	9	8
erfolg	9	6
stan	9	4
abschaum	9	8
liebhaber	9	9
flügel	9	6
john	9	4
mönch	9	5
voraus	9	6
besitz	9	6
zauberei	9	8
französische	9	12
teufeln	9	7
monster	9	7
sabbat	9	6
trank	9	5
inquisitoren	9	12
jesper	9	6
begangen	9	8
narr	9	4
schreiber	9	9
jene	9	4
gestanden	9	9
zwingt	9	6
gruppe	9	6
befehle	9	7
ferne	9	5
qualen	9	6
wahrlich	9	8
schätzen	9	8
vitelozzo	9	9
eurer	9	5
tausend	9	7
sprichst	9	8
froh	9	4
krone	9	5
bill	9	4
erledigt	9	8
kalif	9	5
hurra	9	5
meere	9	5
geburtstag	9	10
moan	9	4
sylvestre	9	9
partner	9	7
schwungvolle	9	12
heiratsvermittler	9	17
partei	9	6
strom	9	5
jeanne	9	6
aufstand	9	8
fredersens	9	10
engländer	9	9
haltet	8	6
position	8	8
ok	8	2
amerika	8	7
zeitung	8	7
verhalten	8	9
leiche	8	6
dieselbe	8	8
monaten	8	7
sicherheit	8	10
gilt	8	4
größte	8	6
eigentlich	8	10
boot	8	4
schöner	8	7
leitung	8	7
verstehe	8	8
tracy	8	5
gegend	8	6
wette	8	5
gefolgt	8	7
gerufen	8	7
hältst	8	6
beginnen	8	8
okay	8	4
welcher	8	7
füße	8	4
verdient	8	8
dorthin	8	7
geduld	8	6
weitere	8	7
eilig	8	5
drin	8	4
großartig	8	9
punkt	8	5
dritten	8	7
erzähl	8	6
gefällt	8	7
stärker	8	7
schweren	8	8
galgen	8	6
verbrennen	8	10
passieren	8	9
jorg	8	4
schein	8	6
fluss	8	5
standen	8	7
gestellt	8	8
marga	8	5
haut	8	4
schmerzen	8	9
ärger	8	5
lehre	8	5
bewusst	8	7
bisher	8	6
wichtige	8	8
dunkel	8	6
wenigstens	8	10
weint	8	5
gebrauchen	8	10
schreibt	8	8
vorher	8	6
göttliche	8	9
allmächtige	8	11
wichtig	8	7
sünden	8	6
christus	8	8
stimmen	8	7
kunst	8	5
volkes	8	6
dummkopf	8	8
new	8	3
haken	8	5
gibt's	8	6
-ja	8	3
soldaten	8	8
chef	8	4
beginnt	8	7
eigene	8	6
hebt	8	4
reisen	8	6
kannte	8	6
morgens	8	7
gäste	8	5
terje	8	5
weib	8	4
englische	8	9
reiche	8	6
zweiter	8	7
trägt	8	5
deck	8	4
rette	8	5
ankunft	8	7
szenen	8	6
ejvind	8	6
offen	8	5
nachrichten	8	11
falsche	8	7
bat	8	3
reiten	8	6
gelebt	8	6
gingen	8	6
erzengel	8	8
gebeten	8	7
personen	8	8
laune	8	5
fräulein	8	8
traurig	8	7
wünsche	8	7
zuschauer	8	9
augenblick	8	10
geraubt	8	7
fühlt	8	5
hass	8	4
ermordet	8	8
somnambulen	8	11
wachen	8	6
legen	8	5
genuine	8	7
engel	8	5
welch	8	5
henry	8	5
verzweiflung	8	12
zurückkehren	8	12
genauso	8	7
derselbe	8	8
beeil	8	5
ständig	8	7
dessen	8	6
vergnügen	8	9
verkaufen	8	9
sprach	8	6
wünscht	8	7
lloyd	8	5
freitag	8	7
näher	8	5
sicht	8	5
starken	8	7
gebunden	8	8
figur	8	5
magischen	8	9
kranke	8	6
gaben	8	5
kräfte	8	6
seltsame	8	8
beine	8	5
fuchs	8	5
bedroht	8	7
donner	8	6
zerstört	8	8
hauses	8	6
mysteriösen	8	11
einzig	8	6
arena	8	5
galaz	8	5
schwarzen	8	9
väter	8	5
hohen	8	5
blieb	8	5
adorno	8	6
getrunken	8	9
entsetzlich	8	11
great	8	5
bend	8	4
vogel	8	5
allah	8	5
weiße	8	5
tore	8	4
tal	8	3
teppich	8	7
verschollen	8	11
samuel	8	6
kehrt	8	5
